tab 	er_samples
er_citation_names	er_expedition_name	er_location_name	er_sample_alternatives	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_class	sample_composite_depth	sample_core_depth	sample_date	sample_dip	sample_lat	sample_lithology	sample_lon	sample_type
This study	318	U1359C		318-U1359C-005H_1A-0.4	318-U1359C-005H_1A-0.4	FS-C-DRILL-IODP:SO-V	0			Sedimentary	39.53	36.1		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-0.45	318-U1359C-005H_1A-0.45	FS-C-DRILL-IODP:SO-V	0			Sedimentary	39.58	36.15		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-0.5	318-U1359C-005H_1A-0.5	FS-C-DRILL-IODP:SO-V	0			Sedimentary	39.63	36.2		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-0.55	318-U1359C-005H_1A-0.55	FS-C-DRILL-IODP:SO-V	0			Sedimentary	39.68	36.25		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-0.6	318-U1359C-005H_1A-0.6	FS-C-DRILL-IODP:SO-V	0			Sedimentary	39.73	36.3		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-0.65	318-U1359C-005H_1A-0.65	FS-C-DRILL-IODP:SO-V	0			Sedimentary	39.78	36.35		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-0.7	318-U1359C-005H_1A-0.7	FS-C-DRILL-IODP:SO-V	0			Sedimentary	39.83	36.4		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-0.75	318-U1359C-005H_1A-0.75	FS-C-DRILL-IODP:SO-V	0			Sedimentary	39.88	36.45		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-0.8	318-U1359C-005H_1A-0.8	FS-C-DRILL-IODP:SO-V	0			Sedimentary	39.93	36.5		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-0.85	318-U1359C-005H_1A-0.85	FS-C-DRILL-IODP:SO-V	0			Sedimentary	39.98	36.55		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-0.9	318-U1359C-005H_1A-0.9	FS-C-DRILL-IODP:SO-V	0			Sedimentary	40.03	36.6		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-0.95	318-U1359C-005H_1A-0.95	FS-C-DRILL-IODP:SO-V	0			Sedimentary	40.08	36.65		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-1	318-U1359C-005H_1A-1	FS-C-DRILL-IODP:SO-V	0			Sedimentary	40.13	36.7		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-1.05	318-U1359C-005H_1A-1.05	FS-C-DRILL-IODP:SO-V	0			Sedimentary	40.18	36.75		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-1.1	318-U1359C-005H_1A-1.1	FS-C-DRILL-IODP:SO-V	0			Sedimentary	40.23	36.8		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-1.15	318-U1359C-005H_1A-1.15	FS-C-DRILL-IODP:SO-V	0			Sedimentary	40.28	36.85		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-1.2	318-U1359C-005H_1A-1.2	FS-C-DRILL-IODP:SO-V	0			Sedimentary	40.33	36.9		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-1.25	318-U1359C-005H_1A-1.25	FS-C-DRILL-IODP:SO-V	0			Sedimentary	40.38	36.95		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-1.3	318-U1359C-005H_1A-1.3	FS-C-DRILL-IODP:SO-V	0			Sedimentary	40.43	37		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-1.35	318-U1359C-005H_1A-1.35	FS-C-DRILL-IODP:SO-V	0			Sedimentary	40.48	37.05		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-1.4	318-U1359C-005H_1A-1.4	FS-C-DRILL-IODP:SO-V	0			Sedimentary	40.53	37.1		0	-64.8541	Not Specified	143.9604	Sediment Layer
