Slecetion criteria:
specimen_int_mad	specimen_drats	specimen_b_beta	specimen_g	specimen_f	specimen_int_ptrm_n	specimen_dang	specimen_n	specimen_q	specimen_gap_max	specimen_frac	specimen_scat	specimen_fvds	specimen_md
15.000000	30.000000	0.100000	0.000000	0.000000	2.000000	15.000000	3.000000	0.000000	0.500000	0.000000	0.000000	0.200000	100000.000000
--------------------------------
er_sample_name	er_specimen_name	specimen_int_corr_anisotropy	Anisotropy_code	specimen_int_corr_nlt	specimen_lab_field_dc_uT	specimen_int_min_uT	specimen_int_max_uT	WARNING
0862a031011	0862a0310112	1.00	-	-	25.0	14.0	15.8	WARNING: No Anistropy correction
0862a031098	0862a0310981	1.00	-	-	25.0	8.9	20.2	WARNING: No Anistropy correction
0862a031098	0862a0310982	1.00	-	-	25.0	9.6	21.7	WARNING: No Anistropy correction
0862b031011	0862b0310113	1.00	-	-	40.0	11.6	14.9	WARNING: No Anistropy correction
0864a012015	0864a0120151	1.00	-	-	25.0	38.4	47.2	WARNING: No Anistropy correction
0864a012015	0864a0120152	1.00	-	-	25.0	35.4	44.8	WARNING: No Anistropy correction
0864a012015	0864a0120153	1.00	-	-	40.0	18.5	21.6	WARNING: No Anistropy correction
0864a012015	0864a0120154	1.00	-	-	40.0	28.8	39.7	WARNING: No Anistropy correction
0864a012015	0864a0120155	1.00	-	-	40.0	25.9	38.6	WARNING: No Anistropy correction
0864a012050	0864a0120501	1.00	-	-	25.0	32.3	41.9	WARNING: No Anistropy correction
0864a012050	0864a0120502	1.00	-	-	25.0	32.6	43.6	WARNING: No Anistropy correction
0864a012050	0864a0120503	1.00	-	-	40.0	28.7	36.9	WARNING: No Anistropy correction
0864a012050	0864a0120504	1.00	-	-	40.0	31.0	40.3	WARNING: No Anistropy correction
0864a012050	0864a0120505	1.00	-	-	40.0	29.7	37.5	WARNING: No Anistropy correction
0864a013015	0864a0130151	1.00	-	-	25.0	50.3	66.5	WARNING: No Anistropy correction
0864a013015	0864a0130152	1.00	-	-	25.0	33.2	40.4	WARNING: No Anistropy correction
0864a013015	0864a0130153	1.00	-	-	40.0	35.2	48.0	WARNING: No Anistropy correction
0864a013015	0864a0130154	1.00	-	-	40.0	33.6	48.6	WARNING: No Anistropy correction
0864a013015	0864a0130155	1.00	-	-	40.0	25.5	39.8	WARNING: No Anistropy correction
0864a013048	0864a0130481	1.00	-	-	25.0	36.4	41.8	WARNING: No Anistropy correction
0864a013048	0864a0130482	1.00	-	-	25.0	34.9	43.6	WARNING: No Anistropy correction
0864a015015	0864a0150151	1.00	-	-	25.0	25.5	35.8	WARNING: No Anistropy correction
0864a015015	0864a0150152	1.00	-	-	25.0	25.9	34.6	WARNING: No Anistropy correction
0864a015015	0864a0150153	1.00	-	-	40.0	30.1	40.7	WARNING: No Anistropy correction
0864a015015	0864a0150154	1.00	-	-	40.0	28.5	34.6	WARNING: No Anistropy correction
0864a015015	0864a0150155	1.00	-	-	40.0	32.5	40.0	WARNING: No Anistropy correction
0864a016030	0864a0160301	1.00	-	-	25.0	31.3	36.9	WARNING: No Anistropy correction
0864a016030	0864a0160302	1.00	-	-	25.0	29.6	45.1	WARNING: No Anistropy correction
0864a016143	0864a0161431	1.00	-	-	25.0	29.6	40.7	WARNING: No Anistropy correction
0864a016143	0864a0161432	1.00	-	-	25.0	31.8	55.8	WARNING: No Anistropy correction
0864a016143	0864a0161434	1.00	-	-	40.0	34.8	61.1	WARNING: No Anistropy correction
0864a016143	0864a0161435	1.00	-	-	40.0	37.4	47.5	WARNING: No Anistropy correction
0907a251028	0907a2510281	1.00	-	-	25.0	11.3	19.6	WARNING: No Anistropy correction
0907a251028	0907a2510282	1.00	-	-	25.0	10.2	19.6	WARNING: No Anistropy correction
0907a252049	0907a2520491	1.00	-	-	25.0	7.1	32.3	WARNING: No Anistropy correction
0907a252049	0907a2520492	1.00	-	-	25.0	7.2	17.9	WARNING: No Anistropy correction
0907a254049	0907a2540491	1.00	-	-	40.0	15.0	21.9	WARNING: No Anistropy correction
0907a254049	0907a2540492	1.00	-	-	40.0	14.7	20.7	WARNING: No Anistropy correction
0907a254049	0907a2540493	1.00	-	-	40.0	14.3	20.4	WARNING: No Anistropy correction
0907a261053	0907a2610531	1.00	-	-	25.0	11.8	18.3	WARNING: No Anistropy correction
0907a261053	0907a2610532	1.00	-	-	25.0	13.4	20.0	WARNING: No Anistropy correction
0907a261053	0907a2610533	1.00	-	-	40.0	12.3	17.6	WARNING: No Anistropy correction
0907a261053	0907a2610534	1.00	-	-	40.0	12.0	18.6	WARNING: No Anistropy correction
0907a261139	0907a2611391	1.00	-	-	25.0	6.3	9.8	WARNING: No Anistropy correction
0907a261139	0907a2611392	1.00	-	-	25.0	4.9	13.1	WARNING: No Anistropy correction
0907a261139	0907a2611393	1.00	-	-	40.0	8.8	12.9	WARNING: No Anistropy correction
0907a261139	0907a2611394	1.00	-	-	40.0	9.5	13.1	WARNING: No Anistropy correction
0907a261139	0907a2611395	1.00	-	-	40.0	8.8	12.5	WARNING: No Anistropy correction
0907a261143	0907a2611431	1.00	-	-	25.0	6.4	10.8	WARNING: No Anistropy correction
0907a261143	0907a2611432	1.00	-	-	25.0	4.7	7.7	WARNING: No Anistropy correction
0907a261143	0907a2611433	1.00	-	-	40.0	7.4	9.5	WARNING: No Anistropy correction
0907a261143	0907a2611434	1.00	-	-	40.0	7.7	11.2	WARNING: No Anistropy correction
0907a261143	0907a2611435	1.00	-	-	40.0	7.3	10.9	WARNING: No Anistropy correction
0907a262014	0907a2620141	1.00	-	-	25.0	7.0	16.6	WARNING: No Anistropy correction
0907a262014	0907a2620142	1.00	-	-	25.0	9.8	20.6	WARNING: No Anistropy correction
0907a262014	0907a2620143	1.00	-	-	40.0	12.0	19.9	WARNING: No Anistropy correction
0907a262014	0907a2620144	1.00	-	-	40.0	13.1	17.4	WARNING: No Anistropy correction
0907a262019	0907a2620191	1.00	-	-	25.0	5.1	23.6	WARNING: No Anistropy correction
0907a262019	0907a2620192	1.00	-	-	25.0	7.2	15.3	WARNING: No Anistropy correction
1001a535002	1001a5350021	1.00	-	-	25.0	19.2	50.2	WARNING: No Anistropy correction
1001a541073	1001a5410731	1.00	-	-	25.0	3.9	4.1	WARNING: No Anistropy correction
1001a541073	1001a5410732	1.00	-	-	25.0	2.6	2.8	WARNING: No Anistropy correction
1001a541077	1001a5410771	1.00	-	-	25.0	17.9	19.5	WARNING: No Anistropy correction
1001a553015	1001a5530151	1.00	-	-	25.0	15.8	23.9	WARNING: No Anistropy correction
1001a553015	1001a5530152	1.00	-	-	25.0	18.1	49.2	WARNING: No Anistropy correction
1001a561016	1001a5610161	1.00	-	-	25.0	12.8	123.1	WARNING: No Anistropy correction
1001a561016	1001a5610162	1.00	-	-	25.0	14.0	72.6	WARNING: No Anistropy correction
1001a561048	1001a5610481	1.00	-	-	25.0	11.3	57.1	WARNING: No Anistropy correction
1001a561048	1001a5610482	1.00	-	-	25.0	12.8	15.8	WARNING: No Anistropy correction
1001a562026	1001a5620261	1.00	-	-	25.0	20.2	25.6	WARNING: No Anistropy correction
1001a562026	1001a5620262	1.00	-	-	25.0	15.5	18.8	WARNING: No Anistropy correction
1001a562026	1001a5620263	1.00	-	-	40.0	27.7	30.3	WARNING: No Anistropy correction
1001a562026	1001a5620264	1.00	-	-	40.0	26.7	27.6	WARNING: No Anistropy correction
1001a562026	1001a5620265	1.00	-	-	40.0	17.4	24.8	WARNING: No Anistropy correction
1001a562034	1001a5620341	1.00	-	-	25.0	8.2	15.0	WARNING: No Anistropy correction
1001a562034	1001a5620342	1.00	-	-	25.0	14.3	16.4	WARNING: No Anistropy correction
1001a562034	1001a5620343	1.00	-	-	40.0	16.1	19.5	WARNING: No Anistropy correction
1001a562034	1001a5620344	1.00	-	-	40.0	22.5	27.9	WARNING: No Anistropy correction
1001a562034	1001a5620345	1.00	-	-	40.0	21.8	26.6	WARNING: No Anistropy correction
