tab	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_b_beta	int_corr	int_corr_anisotropy	int_corr_cooling_rate	int_dang	int_drats	int_f	int_fvds	int_g	int_mad_free	int_n_measurements	int_n_ptrm	int_q	int_treat_dc_field	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
8.06	116.246846	81.850442	63.830963	0.268221 : 0.297759 : 0.434020 : 0.056335 : 0.023436 : 0.029226	6.0	0.009237	ATRM	0.446913 : 45.8 : 70.9	0.328728 : 54.0 : -18.9	0.224359 : 143.1 : 2.5	This study	Critical F: 3.1059									mgj04d09;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgj04d	pmagpy-3.4.1: thellier_gui.v.3.0	mgj04d09
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj04d10	Archeologic	Ceramic	3.94e-05	0.02	c	0.95	0.95	1.9	1.76	0.86	0.84	0.9	4.55	13.0	6.0	33.83	6e-05	Not Specified	858.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04d	pmagpy-3.4.1: thellier_gui.v.3.0	mgj04d10
1.83	16.814216	20.607302	3.024668	0.312487 : 0.352269 : 0.335244 : 0.018653 : 0.019716 : 0.006506	6.0	0.007484	ATRM	0.371502 : 69.0 : 29.8	0.323453 : 241.9 : 60.0	0.305045 : 337.2 : 3.1	This study	Critical F: 3.1059									mgj04d10;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgj04d	pmagpy-3.4.1: thellier_gui.v.3.0	mgj04d10
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj04d11	Archeologic	Ceramic	3.41e-05	0.04	c	1.03	0.95	1.25	5.25	0.77	0.78	0.9	3.97	11.0	5.0	18.11	6e-05	Not Specified	803.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04d	pmagpy-3.4.1: thellier_gui.v.3.0	mgj04d11
3.65	4.584275	3.131552	2.606806	0.319138 : 0.330148 : 0.350714 : 0.012121 : -0.008503 : -0.004881	6.0	0.00934	ATRM	0.356026 : 238.4 : 61.5	0.332651 : 236.5 : -28.4	0.311324 : 326.9 : -0.8	This study	Critical F: 3.1059									mgj04d11;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgj04d	pmagpy-3.4.1: thellier_gui.v.3.0	mgj04d11
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj04d12	Archeologic	Ceramic	4.13e-05	0.03	c	0.91	0.94	0.3	0.97	0.73	0.78	0.89	2.86	11.0	6.0	24.14	6e-05	Not Specified	858.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04d	pmagpy-3.4.1: thellier_gui.v.3.0	mgj04d12
3.39	2.191869	2.3018	0.616607	0.334364 : 0.346868 : 0.318769 : -0.009356 : -0.002125 : 0.003406	6.0	0.010496	ATRM	0.352232 : 298.6 : 6.0	0.329712 : 209.7 : -9.9	0.318056 : 178.0 : 78.4	This study	Critical F: 3.1059									mgj04d12;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	mgj04d	pmagpy-3.4.1: thellier_gui.v.3.0	mgj04d12
											This study											Archeologic	Ceramic																Not Specified						mgj04e	pmagpy-3.4.1: thellier_gui.v.3.0	mgj04e01
											This study											Archeologic	Ceramic																Not Specified						mgj04e	pmagpy-3.4.1: thellier_gui.v.3.0	mgj04e02
											This study										LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06a01	Archeologic	Ceramic	4.64e-05	0.03	c	0.95	0.9	1.96	0.48	0.9	0.87	0.84	3.91	10.0	4.0	23.63	7e-05	Not Specified	773.0	273.0	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06a01
26.02	4.307283	1.541517	4.03927	0.339007 : 0.302579 : 0.358413 : -0.020586 : -0.015221 : 0.008227	6.0	0.016839	ATRM	0.368998 : 323.9 : 55.9	0.339431 : 344.1 : -32.5	0.291570 : 68.0 : 9.4	This study	Critical F: 3.1059									mgj06a01;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgj06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06a01
	0.16104	0.034522	0.187078	0.338539 : 0.336725 : 0.324736 : 0.004126 : -0.011650 : 0.000195	9.0	0.032225	AARM	0.345549 : 60.2 : -25.7	0.337081 : 339.7 : 18.9	0.317370 : 101.8 : 57.2	This study	Critical F: 2.6848									mgj06a01;AARM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-ARM	b	mgj06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06a01
											This study										LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06a02	Archeologic	Ceramic	5.39e-05	0.02	c	0.7	0.9	0.98	0.48	0.86	0.85	0.83	2.6	10.0	5.0	30.98	7e-05	Not Specified	858.0	523.0	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06a02
38.59	13.566383	8.49846	8.459364	0.361622 : 0.296110 : 0.342268 : -0.036447 : -0.015616 : 0.016238	6.0	0.013231	ATRM	0.387841 : 334.1 : 25.2	0.333291 : 172.7 : 63.6	0.278868 : 67.6 : 7.4	This study	Critical F: 3.1059									mgj06a02;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgj06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06a02
	4.956923	6.974539	0.483451	0.402635 : 0.312846 : 0.284519 : -0.023274 : -0.008105 : 0.023755	9.0	0.028334	AARM	0.413169 : 346.1 : 11.0	0.307346 : 255.2 : 4.4	0.279485 : 143.6 : 78.1	This study	Critical F: 2.6848									mgj06a02;AARM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-ARM	g	mgj06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06a02
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06a03	Archeologic	Ceramic	4.39e-05	0.03	c	1.0	0.9	1.5	1.03	0.94	0.91	0.84	3.97	11.0	4.0	29.6	6e-05	Not Specified	803.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06a03
25.72	3.268705	5.342638	0.090546	0.309891 : 0.305134 : 0.384975 : -0.004698 : 0.004825 : -0.006574	6.0	0.022641	ATRM	0.385884 : 144.3 : 83.6	0.311875 : 328.9 : 6.3	0.302241 : 238.8 : 0.5	This study	Critical F: 3.1059									mgj06a03;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgj06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06a03
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06a04	Archeologic	Ceramic	4.45e-05	0.02	c	1.0	0.9	1.77	1.89	0.97	0.91	0.86	4.56	12.0	5.0	53.09	6e-05	Not Specified	833.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06a04
23.31	5.167822	8.056554	0.240682	0.312855 : 0.314297 : 0.372848 : -0.005181 : 0.002231 : -0.011318	6.0	0.014357	ATRM	0.375074 : 164.2 : 79.0	0.317444 : 304.4 : 8.5	0.307483 : 35.4 : 6.9	This study	Critical F: 3.1059									mgj06a04;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgj06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06a04
											This study										LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06b01	Archeologic	Ceramic	4.28e-05	0.04	c	0.99	0.93	0.77	0.32	0.73	0.83	0.81	1.81	7.0	4.0	15.53	7e-05	Not Specified	773.0	523.0	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06b01
16.03	21.598409	27.73238	3.258515	0.315880 : 0.308055 : 0.376064 : 0.010096 : -0.003375 : 0.019811	6.0	0.008368	ATRM	0.382001 : 179.1 : -73.4	0.319680 : 223.6 : 12.0	0.298318 : 311.2 : -11.3	This study	Critical F: 3.1059									mgj06b01;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgj06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06b01
	2.263933	0.052481	3.748751	0.326722 : 0.331363 : 0.341915 : 0.016884 : -0.005506 : 0.009607	9.0	0.012864	AARM	0.347853 : 35.0 : 38.4	0.343685 : 249.7 : 46.0	0.308461 : 140.0 : 18.0	This study	Critical F: 2.6848									mgj06b01;AARM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-ARM	b	mgj06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06b01
											This study										LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06b02	Archeologic	Ceramic	4.63e-05	0.04	c	0.92	0.94	0.66	0.06	0.76	0.84	0.82	1.78	8.0	4.0	15.69	7e-05	Not Specified	773.0	473.0	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06b02
23.05	12.732751	3.305914	13.811003	0.332749 : 0.304918 : 0.362332 : -0.035754 : -0.031259 : -0.000174	6.0	0.013911	ATRM	0.381549 : 306.0 : 52.7	0.345780 : 340.1 : -32.3	0.272670 : 59.2 : 16.7	This study	Critical F: 3.1059									mgj06b02;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgj06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06b02
	5.4893	4.269326	2.655829	0.359907 : 0.328683 : 0.311410 : -0.021588 : -0.016167 : -0.003137	9.0	0.013982	AARM	0.371313 : 151.5 : -4.7	0.330456 : 57.7 : -38.9	0.298231 : 67.3 : 50.7	This study	Critical F: 2.6848									mgj06b02;AARM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-ARM	g	mgj06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06b02
											This study										LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06b03	Archeologic	Ceramic	4.2e-05	0.04	c	1.0	0.96	0.22	2.45	0.75	0.85	0.82	0.9	8.0	4.0	16.1	6e-05	Not Specified	803.0	523.0	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06b03
20.42	25.325366	30.168677	5.015318	0.319578 : 0.311422 : 0.369000 : 0.007981 : -0.004580 : 0.005422	6.0	0.005854	ATRM	0.369827 : 326.3 : 83.3	0.324356 : 32.5 : -2.7	0.305817 : 122.2 : 6.1	This study	Critical F: 3.1059									mgj06b03;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgj06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06b03
	2.414135	0.567681	2.716912	0.338956 : 0.321624 : 0.339420 : 0.018393 : 0.001717 : 0.002870	9.0	0.012244	AARM	0.351544 : 32.4 : 15.4	0.338498 : 213.0 : 74.6	0.309958 : 122.4 : 0.2	This study	Critical F: 2.6848									mgj06b03;AARM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-ARM	b	mgj06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06b03
20.98	17.347087	15.841094	6.521156	0.328438 : 0.300413 : 0.371149 : -0.005270 : 0.003290 : 0.008667	6.0	0.007985	ATRM	0.372909 : 9.4 : 79.0	0.327964 : 168.0 : 10.2	0.299127 : 78.7 : -3.9	This study	Critical F: 3.1059									mgj06b04;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgj06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06b04
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06c01	Archeologic	Ceramic	4.72e-05	0.02	c	0.89	0.95	0.56	0.24	0.62	0.76	0.87	3.92	9.0	5.0	24.21	7e-05	Not Specified	833.0	523.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06c	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06c01
4.56	4.253353	1.478836	4.049218	0.357816 : 0.341604 : 0.300580 : 0.008396 : -0.004268 : -0.000892	6.0	0.013436	ATRM	0.361483 : 203.4 : 2.4	0.338376 : 113.6 : -5.4	0.300141 : 89.7 : 84.1	This study	Critical F: 3.1059									mgj06c01;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgj06c	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06c01
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06c02	Archeologic	Ceramic	4.84e-05	0.03	c	0.93	0.94	0.6	3.89	0.75	0.8	0.89	2.67	12.0	6.0	20.22	7e-05	Not Specified	873.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06c	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06c02
3.96	10.754334	3.019661	11.302002	0.345562 : 0.324656 : 0.329782 : 0.015764 : -0.011918 : 0.016233	6.0	0.007582	ATRM	0.357771 : 17.5 : 23.0	0.339138 : 261.9 : 45.5	0.303090 : 125.2 : 35.6	This study	Critical F: 3.1059									mgj06c02;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgj06c	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06c02
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06c03	Archeologic	Ceramic	4.3e-05	0.05	c	0.97	0.93	0.98	2.86	0.85	0.96	0.91	4.49	13.0	6.0	14.57	6e-05	Not Specified	873.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06c	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06c03
3.98	16.638276	5.277761	16.567603	0.318292 : 0.345752 : 0.335956 : 0.012190 : -0.014006 : 0.010593	6.0	0.005593	ATRM	0.356180 : 261.5 : 31.3	0.338008 : 30.2 : 45.9	0.305812 : 152.9 : 27.7	This study	Critical F: 3.1059									mgj06c03;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgj06c	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06c03
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06c04	Archeologic	Ceramic	4.29e-05	0.05	c	0.97	0.96	0.66	0.94	0.84	0.88	0.9	4.77	11.0	5.0	14.46	6e-05	Not Specified	833.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06c	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06c04
1.55	10.241665	14.119992	1.115212	0.332291 : 0.324088 : 0.343621 : 0.007556 : 0.003317 : 0.021493	6.0	0.006994	ATRM	0.361593 : 17.3 : 50.1	0.324426 : 256.7 : 23.1	0.313981 : 332.1 : -30.5	This study	Critical F: 3.1059									mgj06c04;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgj06c	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06c04
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06d01	Archeologic	Ceramic	4.429999999999999e-05	0.02	c	0.98	0.89	0.86	3.8	0.78	0.81	0.89	2.46	11.0	5.0	37.97	7e-05	Not Specified	858.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06d	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06d01
4.13	16.095034	5.707011	15.167635	0.337797 : 0.325365 : 0.336837 : 0.002227 : 0.029387 : -0.003941	6.0	0.006806	ATRM	0.361158 : 96.4 : 50.6	0.338164 : 7.6 : -1.0	0.300678 : 98.4 : -39.3	This study	Critical F: 3.1059									mgj06d01;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgj06d	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06d01
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06d02	Archeologic	Ceramic	4.16e-05	0.03	c	1.04	0.89	2.18	2.5	0.91	0.91	0.91	3.98	14.0	6.0	23.82	7e-05	Not Specified	873.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06d	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06d02
3.71	27.612171	0.171404	48.711882	0.330106 : 0.319461 : 0.350433 : -0.031324 : 0.009911 : 0.007606	6.0	0.006334	ATRM	0.356647 : 138.1 : 8.8	0.352938 : 12.1 : 75.2	0.290415 : 229.9 : 11.7	This study	Critical F: 3.1059									mgj06d02;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgj06d	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06d02
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06d03	Archeologic	Ceramic	4.36e-05	0.02	c	1.0	0.9	1.02	3.66	0.9	0.88	0.9	3.07	12.0	5.0	47.53	6e-05	Not Specified	833.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06d	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06d03
6.98	8.457327	0.992595	11.488062	0.321638 : 0.348977 : 0.329385 : -0.008704 : 0.000319 : -0.021597	6.0	0.008371	ATRM	0.354572 : 301.9 : -24.9	0.342777 : 236.0 : 41.4	0.302651 : 10.3 : 38.4	This study	Critical F: 3.1059									mgj06d03;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgj06d	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06d03
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj06d04	Archeologic	Ceramic	4.01e-05	0.03	c	1.0	0.93	0.13	4.1	0.78	0.82	0.89	1.26	11.0	6.0	22.75	6e-05	Not Specified	873.0	523.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06d	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06d04
5.5	12.006892	1.105847	17.063309	0.347301 : 0.291053 : 0.361645 : -0.016719 : -0.003551 : -0.007420	6.0	0.010765	ATRM	0.364969 : 172.9 : 64.3	0.348959 : 342.3 : 25.3	0.286071 : 74.2 : 4.1	This study	Critical F: 3.1059									mgj06d04;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgj06d	pmagpy-3.4.1: thellier_gui.v.3.0	mgj06d04
											This study											Archeologic	Ceramic																Not Specified						mgk06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06a01
											This study											Archeologic	Ceramic																Not Specified						mgk06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06a02
											This study										LP-AN-ARM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM : LP-TRM:mgk06a03	Archeologic	Ceramic	7.140000000000001e-05	0.03	c	1.0	0.95	1.03	5.14	0.94	0.91	0.94	3.87	18.0	8.0	29.11	8e-05	Not Specified	823.0	273.0	K	AE-H:DA-AC-AARM:DA-CR:DA-NL:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM:LP-TRM		mgk06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06a03
10.0	2.55643	3.126398	0.463369	0.319535 : 0.351298 : 0.329167 : 0.017184 : 0.009279 : 0.004666	6.0	0.014462	ATRM	0.362084 : 66.2 : 17.5	0.325919 : 253.6 : 72.4	0.311997 : 336.8 : -2.1	This study	Critical F: 3.1059									mgk06a03;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	mgk06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06a03
	2.132432	2.112577	0.683711	0.325733 : 0.350016 : 0.324251 : 0.015089 : 0.012744 : -0.003960	9.0	0.01519	AARM	0.360071 : 248.0 : -16.1	0.328846 : 175.8 : 46.7	0.311083 : 324.6 : 38.9	This study	Critical F: 2.6848									mgk06a03;AARM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-ARM	b	mgk06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06a03
6.01	8.754873	5.88635	5.067302	0.335071 : 0.344190 : 0.320739 : -0.012789 : 0.019230 : 0.001462	6.0	0.007855	ATRM	0.359637 : 116.2 : 23.1	0.332685 : 13.8 : 26.7	0.307678 : 241.2 : 53.4	This study	Critical F: 3.1059									mgk06a04;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06a04
											This study										LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06a05	Archeologic	Ceramic	8e-05	0.04	c	0.89	0.93	3.33	5.45	0.87	0.89	0.88	4.73	10.0	4.0	19.23	7e-05	Not Specified	793.0	273.0	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06a05
7.29	2.66474	2.524695	0.935178	0.348058 : 0.345185 : 0.306758 : 0.019812 : 0.003737 : -0.004619	6.0	0.016973	ATRM	0.366497 : 42.8 : -0.8	0.328358 : 312.6 : -15.2	0.305145 : 315.8 : 74.8	This study	Critical F: 3.1059									mgk06a05;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	mgk06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06a05
	3.48634	1.723434	2.668806	0.360759 : 0.331981 : 0.307260 : 0.022098 : 0.016741 : -0.015565	9.0	0.019911	AARM	0.373312 : 206.1 : 5.7	0.336345 : 111.9 : 36.3	0.290343 : 303.8 : 53.1	This study	Critical F: 2.6848									mgk06a05;AARM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-ARM	g	mgk06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06a05
											This study										LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06a06	Archeologic	Ceramic	7.859999999999999e-05	0.05	c	0.9	0.93	1.06	4.98	0.75	0.76	0.87	4.45	9.0	3.0	12.16	7e-05	Not Specified	753.0	273.0	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06a06
	2.46557	2.112565	1.033073	0.352905 : 0.331517 : 0.315578 : -0.010512 : -0.000563 : -0.021003	9.0	0.017115	AARM	0.364986 : 342.9 : -22.0	0.329807 : 259.9 : 16.6	0.305206 : 203.9 : -61.9	This study	Critical F: 2.6848									mgk06a06;AARM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-ARM	b	mgk06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06a06
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06a07	Archeologic	Ceramic	7.120000000000001e-05	0.05	c	1.02	0.93	1.97	7.25	0.97	0.97	0.9	3.96	11.0	4.0	18.84	7e-05	Not Specified	833.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06a07
3.01	3.340884	0.235322	4.949518	0.321203 : 0.330565 : 0.348232 : -0.017543 : 0.007513 : 0.011788	6.0	0.012869	ATRM	0.352715 : 13.0 : 71.2	0.343887 : 304.8 : -7.2	0.303398 : 37.0 : -17.3	This study	Critical F: 3.1059									mgk06a07;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06a07
7.14	3.428411	4.497122	0.472835	0.330401 : 0.314095 : 0.355504 : -0.003027 : 0.002119 : 0.014561	6.0	0.012417	ATRM	0.362185 : 1.9 : 65.4	0.324945 : 159.8 : 22.9	0.312870 : 73.4 : -8.3	This study	Critical F: 3.1059									mgk06a08;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06a08
10.98	32.840122	9.807795	33.61111	0.228252 : 0.419461 : 0.352287 : 0.006724 : -0.000185 : 0.004095	6.0	0.01519	ATRM	0.419697 : 88.0 : -0.0	0.352422 : 359.1 : 88.1	0.227881 : 178.0 : 1.9	This study	Critical F: 3.1059									mgk06a09;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06a09
