tab 	sites
age	age_sigma	age_unit	analysts	citations	criteria	description	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	geologic_classes	geologic_types	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_samples	lat	lithologies	location	lon	method_codes	result_type	samples	site	software_packages	specimens	vadm	vadm_n_samples	vadm_sigma	vdm	vdm_n_samples	vdm_sigma	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n_samples
2.56	0.065	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.8	A	174.6	58.1	270.7	7		5	2	r	6.9815	0	Extrusive:Igneous	Lava Flow					-77.701	Basalt	McMurdo	162.69	DA-DIR-GEO:DE-FM			mc162	pmagpy-2.60	mc162b2 : mc162c1 : mc162f1 : mc162g1 : mc162i1 : mc162j1:mc162b1											
2.56	0.065	Ma	Lisa Tauxe	This study	IE-SPEC																0.000008423	0	0	1			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM		mc162c	mc162	pmagpy-2.60	mc162c1											
2.56	0.065	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.8		174.6	58.1	270.7	7	7				6.9815	0							-77.701		McMurdo	162.69	DE-DI:DE-FM	i		mc162	pmagpy-2.60	mc162b2 : mc162c1 : mc162f1 : mc162g1 : mc162i1 : mc162j1:mc162b1							1.5	7.3	-51	336	7
																																mc162													
1.5	0.75	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.2	A	175.6	51.5	261.2	6		5	1	r	5.9828	0	Extrusive:Igneous	Lava Flow					-77.7	Basalt	McMurdo	162.68	DA-DIR-GEO:DE-FM			mc163	pmagpy-2.60	mc163b1 : mc163c1 : mc163d1 : mc163e1 : mc163f1:mc163a1											
1.5	0.75	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	4.2		175.6	51.5	261.2	6	6				5.9828	0							-77.7		McMurdo	162.68	DE-DI:DE-FM	i		mc163	pmagpy-2.60	mc163b1 : mc163c1 : mc163d1 : mc163e1 : mc163f1:mc163a1							1.4	8.1	-44.4	337.5	6
																																mc163													
1.364	0.05	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.1	A	199.9	86.1	1912.3	10		10	0	r	9.9953	0	Extrusive:Igneous	Lava Flow					-77.514	Basalt	McMurdo	169.33	DA-DIR-GEO:DE-FM			mc164	pmagpy-2.60	mc164a2 : mc164b1 : mc164c1 : mc164f1 : mc164g2 : mc164h1 : mc164i1 : mc164j1 : mc164l2:mc164a1											
1.364	0.05	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.00008129	0.00000006483	0.07975	3			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM		mc164f : mc164j:mc164c	mc164	pmagpy-2.60	mc164f1 : mc164j1:mc164c1											
1.364	0.05	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.1		199.9	86.1	1912.3	10	10				9.9953	0							-77.514		McMurdo	169.33	DE-DI:DE-FM	i		mc164	pmagpy-2.60	mc164a2 : mc164b1 : mc164c1 : mc164f1 : mc164g2 : mc164h1 : mc164i1 : mc164j1 : mc164l2:mc164a1							3.5	2.1	-84.2	142.3	10
1.364	0.05	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.00008129	0.00000006483	0.07975	3	-77.514		McMurdo	169.33	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM	i	mc164f : mc164j:mc164c	mc164	pmagpy-2.60	mc164f1 : mc164j1:mc164c1	1.07E+23	3	8.533E+19	1.058E+23	3	8.44E+19					
																																mc164													
1.451	0.03	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.2	A	141.9	81.8	174.1	8		8	0	r	7.9598	0	Extrusive:Igneous	Lava Flow					-77.513	Basalt	McMurdo	169.332	DA-DIR-GEO:DE-FM			mc165	pmagpy-2.60	mc165b1 : mc165b2 : mc165c1 : mc165c2 : mc165g1 : mc165h2 : mc165i2:mc165a1											
1.451	0.03	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.00002628	0.000001685	6.412	4			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM		mc165c : mc165h : mc165i:mc165b	mc165	pmagpy-2.60	mc165c1 : mc165h2 : mc165i2:mc165b1											
1.451	0.03	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	4.2		141.9	81.8	174.1	8	8				7.9598	0							-77.513		McMurdo	169.332	DE-DI:DE-FM	i		mc165	pmagpy-2.60	mc165b1 : mc165b2 : mc165c1 : mc165c2 : mc165g1 : mc165h2 : mc165i2:mc165a1							6.4	8.1	-80.2	261	8
1.451	0.03	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.00002628	0.000001685	6.412	4	-77.513		McMurdo	169.332	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM	i	mc165c : mc165h : mc165i:mc165b	mc165	pmagpy-2.60	mc165c1 : mc165h2 : mc165i2:mc165b1	3.459E+22	4	2.218E+21	3.501E+22	4	2.245E+21					
																																mc165													
1.334	0.06	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.2	A	224.9	73.8	634.1	8		8	0	r	7.989	0	Extrusive:Igneous	Lava Flow					-77.849	Basalt	McMurdo	166.67	DA-DIR-GEO:DE-FM			mc166	pmagpy-2.60	mc166b1 : mc166b2 : mc166c1 : mc166c2 : mc166h2 : mc166i1 : mc166i2:mc166a1											
1.334	0.06	Ma	Lisa Tauxe	This study	IE-SPEC																0.00002911	0.000006716	23.07	4			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM		mc166c : mc166h : mc166i:mc166b	mc166	pmagpy-2.60	mc166c1 : mc166h2 : mc166i2:mc166b1											
1.334	0.06	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.2		224.9	73.8	634.1	8	8				7.989	0							-77.849		McMurdo	166.67	DE-DI:DE-FM	i		mc166	pmagpy-2.60	mc166b1 : mc166b2 : mc166c1 : mc166c2 : mc166h2 : mc166i1 : mc166i2:mc166a1							1.7	4.3	-67	51.6	8
																																mc166													
1.5	0.75	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	5.7	A	179.7	74.5	82.1	9		9	0	r	8.9026	0	Extrusive:Igneous	Lava Flow					-77.487	Basalt	McMurdo	169.294	DA-DIR-GEO:DE-FM			mc167	pmagpy-2.60	mc167b1 : mc167d2 : mc167e1 : mc167e2 : mc167f2 : mc167h1 : mc167j1 : mc167k1:mc167a1											
1.5	0.75	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.00004346	0.000001128	2.596	3			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : SM-TTEST :LP-PI-TRM		mc167d : mc167k:mc167b	mc167	pmagpy-2.60	mc167d2 : mc167k1:mc167b1											
1.5	0.75	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	5.7		179.7	74.5	82.1	9	9				8.9026	0							-77.487		McMurdo	169.294	DE-DI:DE-FM	i		mc167	pmagpy-2.60	mc167b1 : mc167d2 : mc167e1 : mc167e2 : mc167f2 : mc167h1 : mc167j1 : mc167k1:mc167a1							4.6	11	-73.5	348.8	9
1.5	0.75	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.00004346	0.000001128	2.596	3	-77.487		McMurdo	169.294	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : SM-TTEST :LP-PI-TRM	i	mc167d : mc167k:mc167b	mc167	pmagpy-2.60	mc167d2 : mc167k1:mc167b1	5.721E+22	3	1.485E+21	6.192E+22	3	1.607E+21					
																																mc167													
1.38	0.025	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3	A	187.3	68.2	398.3	7		7	0	r	6.9849	0	Extrusive:Igneous	Lava Flow					-77.488	Basalt	McMurdo	169.292	DA-DIR-GEO:DE-FM			mc168	pmagpy-2.60	mc168f1 : mc168h1 : mc168h2 : mc168i1 : mc168j1 : mc168k1:mc168c1											
1.38	0.025	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3		187.3	68.2	398.3	7	7				6.9849	0							-77.488		McMurdo	169.292	DE-DI:DE-FM	i		mc168	pmagpy-2.60	mc168f1 : mc168h1 : mc168h2 : mc168i1 : mc168j1 : mc168k1:mc168c1							1.8	5.8	-63.7	359.6	7
																																mc168													
				This study															Extrusive:Igneous	Lava Flow					-77.491	Basalt	McMurdo	169.28				mc169													
																																mc169													
1.03	0.05	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	0.9	A	2.7	-87.2	7835.9	5		5	0	n	4.9995	0	Extrusive:Igneous	Lava Flow					-77.854	Basalt	McMurdo	166.714	DA-DIR-GEO:DE-FM			mc170	pmagpy-2.60	mc170c2 : mc170d1 : mc170e2 : mc170f1:mc170a1											
1.03	0.05	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	0.9		2.7	-87.2	7835.9	5	5				4.9995	0							-77.854		McMurdo	166.714	DE-DI:DE-FM	i		mc170	pmagpy-2.60	mc170c2 : mc170d1 : mc170e2 : mc170f1:mc170a1							3.9	1.7	83.4	344.4	5
																																mc170													
4	4	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.8	A	146.8	-78.4	474.8	7		6	1	n	6.9884	0	Extrusive:Igneous	Lava Flow					-77.86	Basalt	McMurdo	165.23	DA-DIR-GEO:DE-FM			mc19	pmagpy-2.60	mc19b : mc19c : mc19d : mc19e : mc19f : mc19g:mc19a											
4	4	Ma	Lisa Tauxe	This study	IE-SPEC																0.00002518	0	0	1			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM		mc19b	mc19	pmagpy-2.60	mc19b											
4	4	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.8		146.8	-78.4	474.8	7	7				6.9884	0							-77.86		McMurdo	165.23	DE-DI:DE-FM	i		mc19	pmagpy-2.60	mc19b : mc19c : mc19d : mc19e : mc19f : mc19g:mc19a							2.9	5.4	56.9	322.9	7
																																mc19													
				This study		Basalt volcanic dike cutting eroded cone, Dailey Island. .													Intrusive:Igneous	Volcanic Dike					-77.88	Basalt	McMurdo	165.02				mc20													
0.77	0.016	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.9	A	138.7	-77.3	243.7	7		7	0	n	6.9754	0									McMurdo		DA-DIR-GEO:DE-FM			mc20	pmagpy-2.60	mc20b : mc20c : mc20d : mc20e : mc20f : mc20h:mc20a											
0.77	0.016	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.9		138.7	-77.3	243.7	7	7				6.9754	0							-77.88		McMurdo	165.02	DE-DI:DE-FM	i		mc20	pmagpy-2.60	mc20b : mc20c : mc20d : mc20e : mc20f : mc20h:mc20a							3.7	7.5	55.7	316.2	7
																																mc20													
0.073	0.005	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.9	A	296.8	-83.7	389.6	5		5	0	n	4.9897	0	Extrusive:Igneous	Lava Flow					-77.54995	Phonolite	McMurdo	166.16148	DA-DIR-GEO:DE-FM			mc200	pmagpy-2.60	mc200a2 : mc200b2 : mc200c2 : mc200d2:mc200a1											
0.073	0.005	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.00001431	0.000001222	8.545	3			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM		mc200c : mc200i:mc200b	mc200	pmagpy-2.60	mc200c1 : mc200i1:mc200b1											
0.073	0.005	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.9		296.8	-83.7	389.6	5	5				4.9897	0							-77.5499		McMurdo	166.1615	DE-DI:DE-FM	i		mc200	pmagpy-2.60	mc200a2 : mc200b2 : mc200c2 : mc200d2:mc200a1							7.7	7.5	77	45.2	5
0.073	0.005	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.00001431	0.000001222	8.545	3	-77.54995		McMurdo	166.16148	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM	i	mc200c : mc200i:mc200b	mc200	pmagpy-2.60	mc200c1 : mc200i1:mc200b1	1.883E+22	3	1.609E+21	1.883E+22	3	1.609E+21					
																																mc200													
0.089	0.005	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.4	A	256.8	-79.6	385.7	6		6	0	n	5.987	0	Extrusive:Igneous	Lava Flow					-77.56284	Phonolite	McMurdo	166.21958	DA-DIR-GEO:DE-FM			mc201	pmagpy-2.60	mc201b2 : mc201c1 : mc201d1 : mc201e1 : mc201j1:mc201a1											
0.089	0.005	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.4		256.8	-79.6	385.7	6	6				5.987	0							-77.5628		McMurdo	166.2196	DE-DI:DE-FM	i		mc201	pmagpy-2.60	mc201b2 : mc201c1 : mc201d1 : mc201e1 : mc201j1:mc201a1							4.1	6.6	64.1	36.5	6
																																mc201													
0.539	0.006	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.3	A	341	-47.1	3519.1	5		5	0	n	4.9989	0	Extrusive:Igneous	Lava Flow					-77.65674	Phonolite	McMurdo	166.36424	DA-DIR-GEO:DE-FM			mc202	pmagpy-2.60	mc202d1 : mc202f1 : mc202h1 : mc202j1:mc202c1											
0.539	0.006	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.3		341	-47.1	3519.1	5	5				4.9989	0							-77.6567		McMurdo	166.3642	DE-DI:DE-FM	i		mc202	pmagpy-2.60	mc202d1 : mc202f1 : mc202h1 : mc202j1:mc202c1							0.4	2.5	39.9	144.4	5
																																mc202													
4	4	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.8	A	137	77.1	1785.1	5		5	0	r	4.9978	0	Intrusive:Igneous	Volcanic Dike					-77.5807	Basalt	McMurdo	166.25055	DA-DIR-GEO:DE-FM			mc203	pmagpy-2.60	mc203c1 : mc203d1 : mc203g1 : mc203h1:mc203a1											
4	4	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.8		137	77.1	1785.1	5	5				4.9978	0							-77.5807		McMurdo	166.2506	DE-DI:DE-FM	i		mc203	pmagpy-2.60	mc203c1 : mc203d1 : mc203g1 : mc203h1:mc203a1							1.7	3.5	-72.4	276	5
																																mc203													
0.04	0.05	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.2	A	99.4	-75.8	586.7	5		5	0	n	4.9932	0	Extrusive:Igneous	Lava Flow					-77.6402	Phonolite	McMurdo	166.40836	DA-DIR-GEO:DE-FM			mc204	pmagpy-2.60	mc204c1 : mc204h1 : mc204k1 : mc204l1:mc204a1											
0.04	0.05	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.2		99.4	-75.8	586.7	5	5				4.9932	0							-77.6402		McMurdo	166.4084	DE-DI:DE-FM	i		mc204	pmagpy-2.60	mc204c1 : mc204h1 : mc204k1 : mc204l1:mc204a1							2.8	6.2	58.8	287	5
																																mc204													
0.368	0.01	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.3	A	284.7	-34.6	1716.6	9		7	2	t	8.9959	0	Intrusive:Igneous	Volcanic Dike					-77.65666	Basalt	McMurdo	166.72515	DA-DIR-GEO:DE-FM			mc205	pmagpy-2.60	mc205a2 : mc205b1 : mc205c1 : mc205d1 : mc205e1 : mc205h1 : mc205h2 : mc205k1:mc205a1											
0.368	0.01	Ma	Lisa Tauxe	This study	IE-SPEC																0.00004716	0.00001222	25.9	4			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM		mc205h : mc205i : mc205k:mc205b	mc205	pmagpy-2.60	mc205h1 : mc205i2 : mc205k1:mc205b1											
0.368	0.01	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.3		284.7	-34.6	1716.6	9	9				8.9959	0							-77.6567		McMurdo	166.7252	DE-DI:DE-FM	i		mc205	pmagpy-2.60	mc205a2 : mc205b1 : mc205c1 : mc205d1 : mc205e1 : mc205h1 : mc205h2 : mc205k1:mc205a1							0.3	2.5	21.7	86.9	9
																																mc205													
0.5	0.5	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.3	A	327.6	-32	217.6	10		8	2	t	9.9632	0	Intrusive:Igneous	Volcanic Dome					-77.66665	Basalt	McMurdo	166.78033	DA-DIR-GEO:DE-FM			mc206	pmagpy-2.60	mc206b1 : mc206c1 : mc206d1 : mc206e1 : mc206f1 : mc206g1 : mc206h1 : mc206i1 : mc206k1:mc206a1											
0.5	0.5	Ma	Lisa Tauxe	This study	IE-SPEC																0.00007767	0	0	1			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM		mc206b	mc206	pmagpy-2.60	mc206b1											
0.5	0.5	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.3		327.6	-32	217.6	10	10				9.9632	0							-77.6667		McMurdo	166.7803	DE-DI:DE-FM	i		mc206	pmagpy-2.60	mc206b1 : mc206c1 : mc206d1 : mc206e1 : mc206f1 : mc206g1 : mc206h1 : mc206i1 : mc206k1:mc206a1							0.8	6.4	27.6	131.5	10
																																mc206													
4	4	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.3	A	46.8	-70.6	313.2	5		5	0	n	4.9872	0	Extrusive:Igneous	Lava Flow					-77.67871	Basalt	McMurdo	166.5173	DA-DIR-GEO:DE-FM			mc207	pmagpy-2.60	mc207d1 : mc207g2 : mc207h2 : mc207k2:mc207a1											
4	4	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	4.3		46.8	-70.6	313.2	5	5				4.9872	0							-77.6787		McMurdo	166.5173	DE-DI:DE-FM	i		mc207	pmagpy-2.60	mc207d1 : mc207g2 : mc207h2 : mc207k2:mc207a1							2.8	8.3	62	229.9	5
																																mc207													
4	4	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.9	A	38.1	-66.6	315.1	6		5	1	n	5.9857	0	Extrusive:Igneous	Lava Flow					-77.66786	Basalt	McMurdo	166.53186	DA-DIR-GEO:DE-FM			mc208	pmagpy-2.60	mc208b1 : mc208c2 : mc208d2 : mc208e2 : mc208f2:mc208a1											
4	4	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.9		38.1	-66.6	315.1	6	6				5.9857	0							-77.6679		McMurdo	166.5319	DE-DI:DE-FM	i		mc208	pmagpy-2.60	mc208b1 : mc208c2 : mc208d2 : mc208e2 : mc208f2:mc208a1							2.1	7.5	58.1	216.3	6
																																mc208													
4	4	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.2	A	60.3	-61.6	979.8	6		5	1	n	5.9954	0	Extrusive:Igneous	Lava Flow					-77.68544	Basalt	McMurdo	166.36812	DA-DIR-GEO:DE-FM			mc209	pmagpy-2.60	mc209b1 : mc209b2 : mc209c2 : mc209e2 : mc209f1:mc209a1											
4	4	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.2		60.3	-61.6	979.8	6	6				5.9954	0							-77.6854		McMurdo	166.3681	DE-DI:DE-FM	i		mc209	pmagpy-2.60	mc209b1 : mc209b2 : mc209c2 : mc209e2 : mc209f1:mc209a1							1	4.2	47.8	238.1	6
																																mc209													
4	4	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.2	A	329.7	79.3	309.1	8		8	0	r	7.9774	0	Extrusive:Igneous	Lava Flow					-78.21	Basalt	McMurdo	166.49	DA-DIR-GEO:DE-FM			mc21	pmagpy-2.60	mc21b : mc21c : mc21d : mc21e : mc21f : mc21g : mc21h:mc21a											
4	4	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.00004503	0.000003422	7.599	4			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM		mc21b : mc21c : mc21e:mc21a	mc21	pmagpy-2.60	mc21b : mc21c : mc21e:mc21a											
4	4	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.2		329.7	79.3	309.1	8	8				7.9774	0							-78.21		McMurdo	166.49	DE-DI:DE-FM	i		mc21	pmagpy-2.60	mc21b : mc21c : mc21d : mc21e : mc21f : mc21g : mc21h:mc21a							3.5	6.2	-58.6	146.5	8
4	4	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.00004503	0.000003422	7.599	4	-78.21		McMurdo	166.49	IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM	i	mc21b : mc21c : mc21e:mc21a	mc21	pmagpy-2.60	mc21b : mc21c : mc21e:mc21a	5.916E+22	4	4.495E+21	6.116E+22	4	4.648E+21					
																																mc21													
4	4	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.9	A	50	-69.5	1627.2	5		5	0	n	4.9975	0	Intrusive:Igneous	Volcanic Dike					-77.69125	Phonolite	McMurdo	166.3743	DA-DIR-GEO:DE-FM			mc210	pmagpy-2.60	mc210b2 : mc210c2 : mc210e1 : mc210i2:mc210a2											
4	4	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.9		50	-69.5	1627.2	5	5				4.9975	0							-77.6912		McMurdo	166.3743	DE-DI:DE-FM	i		mc210	pmagpy-2.60	mc210b2 : mc210c2 : mc210e1 : mc210i2:mc210a2							1.2	3.7	59.8	232.3	5
																																mc210													
4	4	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.5	A	5	-56	604.2	7		7	0	n	6.9901	0	Extrusive:Igneous	Lava Flow					-77.66147	Phonolite	McMurdo	166.3397	DA-DIR-GEO:DE-FM			mc211	pmagpy-2.60	mc211e1 : mc211e2 : mc211g1 : mc211g2 : mc211h1 : mc211i1:mc211a1											
4	4	Ma	Lisa Tauxe	This study	IE-SPEC																0.00008601	0.00001529	17.78	2			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM		mc211e:mc211b	mc211	pmagpy-2.60	mc211e1:mc211b1											
4	4	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.5		5	-56	604.2	7	7				6.9901	0							-77.6615		McMurdo	166.3397	DE-DI:DE-FM	i		mc211	pmagpy-2.60	mc211e1 : mc211e2 : mc211g1 : mc211g2 : mc211h1 : mc211i1:mc211a1							1	4.8	48.8	172.4	7
																																mc211													
2.6	0.15	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.2	A	43.6	19.2	1207.4	5		5	0	t	4.9967	0	Extrusive:Igneous	Lava Flow					-77.56505	Basalt	McMurdo	166.35938	DA-DIR-GEO:DE-FM			mc212	pmagpy-2.60	mc212b2 : mc212c2 : mc212d2 : mc212g2:mc212a1											
2.6	0.15	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.2		43.6	19.2	1207.4	5	5				4.9967	0							-77.565		McMurdo	166.3594	DE-DI:DE-FM	i		mc212	pmagpy-2.60	mc212b2 : mc212c2 : mc212d2 : mc212g2:mc212a1							0.5	4.2	-0.8	209.2	5
																																mc212													
2.5	2.5	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.3	A	180.6	70.7	323.6	5		5	0	r	4.9876	0	Extrusive:Igneous	Lava Flow					-77.22331	Basalt	McMurdo	166.42877	DA-DIR-GEO:DE-FM			mc213	pmagpy-2.60	mc213f2 : mc213g2 : mc213h2 : mc213i2:mc213e2											
2.5	2.5	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	4.3		180.6	70.7	323.6	5	5				4.9876	0							-77.2233		McMurdo	166.4288	DE-DI:DE-FM	i		mc213	pmagpy-2.60	mc213f2 : mc213g2 : mc213h2 : mc213i2:mc213e2							2.9	8.3	-67.8	347.3	5
																																mc213													
2.5	2.5	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1	A	177.5	77.4	2549	10		10	0	r	9.9965	0	Extrusive:Igneous	Lava Flow					-77.22355	Basalt	McMurdo	166.4294	DA-DIR-GEO:DE-FM			mc214	pmagpy-2.60	mc214b1 : mc214b2 : mc214d1 : mc214d2 : mc214g1 : mc214g2 : mc214h1 : mc214j1 : mc214j2:mc214a2											
2.5	2.5	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.00004381	0.000003126	7.134	5			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM		mc214d : mc214g : mc214h : mc214j:mc214b	mc214	pmagpy-2.60	mc214d1 : mc214g1 : mc214h1 : mc214j1:mc214b1											
2.5	2.5	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1		177.5	77.4	2549	10	10				9.9965	0							-77.2236		McMurdo	166.4294	DE-DI:DE-FM	i		mc214	pmagpy-2.60	mc214b1 : mc214b2 : mc214d1 : mc214d2 : mc214g1 : mc214g2 : mc214h1 : mc214j1 : mc214j2:mc214a2							1	1.9	-78.7	341.2	10
2.5	2.5	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.00004381	0.000003126	7.134	5	-77.22355		McMurdo	166.4294	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM	i	mc214d : mc214g : mc214h : mc214j:mc214b	mc214	pmagpy-2.60	mc214d1 : mc214g1 : mc214h1 : mc214j1:mc214b1	5.771E+22	5	4.118E+21	6.056E+22	5	4.32E+21					
																																mc214													
0.342	0.01	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.1	A	341.2	-79.2	590.4	9		8	1	n	8.9873	0	Extrusive:Igneous	Lava Flow					-77.4773	Basalt	McMurdo	166.89491	DA-DIR-GEO:DE-FM			mc215	pmagpy-2.60	mc215a2 : mc215b1 : mc215c1 : mc215c2 : mc215d1 : mc215d2 : mc215h2 : mc215i1:mc215a1											
0.342	0.01	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.1		341.2	-79.2	590.4	9	9				8.9873	0							-77.4773		McMurdo	166.8949	DE-DI:DE-FM	i		mc215	pmagpy-2.60	mc215a2 : mc215b1 : mc215c1 : mc215c2 : mc215d1 : mc215d2 : mc215h2 : mc215i1:mc215a1							2.4	4.1	80.1	124.7	9
																																mc215													
