tab 	specimens
analyst_names	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_s	aniso_s_mean	aniso_s_n_measurements	aniso_s_sigma	aniso_s_unit	aniso_tilt_correction	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_tilt_correction	experiment_names	geologic_classes	geologic_types	hyst_bc	hyst_bcr	hyst_mr_moment	hyst_ms_moment	int_abs	int_b	int_b_beta	int_b_sigma	int_corr	int_dang	int_drats	int_f	int_fvds	int_gamma	int_mad_free	int_md	int_n_measurements	int_n_ptrm	int_q	int_rsc	int_treat_dc_field	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	sample	software_packages	specimen
@ltauxe														This study			A	241.1	-83.6	1.1	13	0	mc221c1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc221c	pmagpy-2.58	mc221c1
@ltauxe														This study			A	309.1	-86	0.8	13	0	mc221d2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc221d	pmagpy-2.58	mc221d2
@ltauxe														This study			A	262.6	-79.3	1.1	13	0	mc221h2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc221h	pmagpy-2.58	mc221h2
@ltauxe														This study			A	284.5	-81.1	0.8	13	0	mc221i2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc221i	pmagpy-2.58	mc221i2
@ltauxe														This study			A	290.9	-81.7	1.1	13	0	mc221j2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc221j	pmagpy-2.58	mc221j2
@ltauxe														This study			A	186.9	-55.4	0.6	12	0	mc222a1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.01	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc222a	pmagpy-2.58	mc222a1
@ltauxe														This study			A	261	12.1	3.6	12	0	mc222b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	873	273	K	LP-DIR-T : SO-GPS-DIFF : DE-BFP : DA-DIR-GEO	mc222b	pmagpy-2.58	mc222b1
@ltauxe														This study				8.5	-8.2			-1	mc222b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					1.2673e-05	-0.422	0.057	0.024	u	4.9	1.5	0.649	0.259	3.2	4.2	5	4	5	6.4	0.9936	3e-05	Basalt	573	273	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc222b	pmagpy-2.60	mc222b1
@ltauxe														This study			A	199.1	-52	1	12	0	mc222c1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.01	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc222c	pmagpy-2.58	mc222c1
@ltauxe														This study			A	198	-50.2	1.1	12	0	mc222e1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.01	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc222e	pmagpy-2.58	mc222e1
@ltauxe														This study			A	189.4	-52.7	1.1	12	0	mc222h2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.01	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc222h	pmagpy-2.58	mc222h2
@ltauxe														This study			A	180.9	-51.4	1.8	12	0	mc222j2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.01	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc222j	pmagpy-2.58	mc222j2
@ltauxe														This study			A	68.2	-84.5	3.8	11	0	mc223a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Phonolite	873	373	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc223a	pmagpy-2.58	mc223a1
@ltauxe														This study				356	-15.8			-1	mc223a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.1524e-05	-0.717	0.075	0.054	u	2.4	16.8	1.063	0.857	1.3	3.8	3	11	5	12.2	0.9497	3e-05	Phonolite	873	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc223a	pmagpy-2.60	mc223a1
@ltauxe														This study			A	58.2	-88.1	1.2	9	0	mc223a2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.08	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc223a	pmagpy-2.58	mc223a2
@ltauxe														This study				358.8	-18.8			-1	mc223b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.1484e-05	-0.716	0.082	0.059	u	2.7	15.3	1.051	0.825	0.3	4.3	3	11	5	11.1	0.9404	3e-05	Phonolite	873	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc223b	pmagpy-2.60	mc223b1
@ltauxe														This study			A	45.9	-87	4.3	11	0	mc223b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Phonolite	873	373	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc223b	pmagpy-2.58	mc223b1
@ltauxe														This study			A	46.4	-86.2	1.5	8	0	mc223c1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.06	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc223c	pmagpy-2.58	mc223c1
@ltauxe														This study				359.2	-13.9			-1	mc223c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.4791e-05	-0.826	0.089	0.074	u	4.9	15.3	0.914	0.71	1	5.4	3	9	5	8.5	0.9449	3e-05	Phonolite	823	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc223c	pmagpy-2.60	mc223c2
@ltauxe														This study			A	95.6	-88.5	4.7	11	0	mc223c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Phonolite	873	373	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc223c	pmagpy-2.58	mc223c2
@ltauxe														This study			A	60	-86.4	0.8	13	0	mc223d1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc223d	pmagpy-2.58	mc223d1
@ltauxe														This study			A	24.2	-86.7	1.6	8	0	mc223e1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.06	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc223e	pmagpy-2.58	mc223e1
@ltauxe														This study			A	88.8	-83.9	0.7	13	0	mc223f1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc223f	pmagpy-2.58	mc223f1
@ltauxe														This study			A	83.2	-87.1	4.2	9	0	mc223g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Phonolite	798	273	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc223g	pmagpy-2.58	mc223g1
@ltauxe														This study				355.1	-31.5			-1	mc223g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					1.831e-05	-0.61	0.105	0.064	u	6.9	15	0.884	0.57	1.4	5.7	1	9	5	6.7	0.925	3e-05	Phonolite	823	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc223g	pmagpy-2.60	mc223g1
@ltauxe														This study				347.3	-33.5			-1	mc223l1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					1.6496e-05	-0.55	0.056	0.031	u	1.3	20.8	0.925	0.711	1.1	2.4	2	7	5	13.2	0.9845	3e-05	Phonolite	873	673	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc223l	pmagpy-2.60	mc223l1
@ltauxe														This study			A	90.7	-74.3	2.4	7	0	mc223l1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Phonolite	873	673	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc223l	pmagpy-2.58	mc223l1
@ltauxe														This study			A	189.4	-62.9	1.3	10	0	mc224a1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.1	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc224a	pmagpy-2.58	mc224a1
@ltauxe														This study			A	197.5	-69.1	20.4	5	0	mc224b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Phonolite	623	273	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc224b	pmagpy-2.58	mc224b1
@ltauxe														This study			A	189.3	-61.5	0.9	9	0	mc224b2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.1	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc224b	pmagpy-2.58	mc224b2
@ltauxe														This study			A	194.2	-61.3	1.1	9	0	mc224c2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.1	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc224c	pmagpy-2.58	mc224c2
@ltauxe														This study			A	184.5	-63.6	0.7	8	0	mc224e2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.08	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc224e	pmagpy-2.58	mc224e2
@ltauxe														This study			A	193.1	-58.5	1	8	0	mc224f2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.08	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc224f	pmagpy-2.58	mc224f2
@ltauxe														This study			A	93.2	13.7	4.8	12	0	mc225a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Phonolite	873	273	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc225a	pmagpy-2.58	mc225a1
@ltauxe														This study				348.5	0.1			-1	mc225a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.5519e-05	-0.851	0.069	0.059	u	14.5	5	0.717	0.489	1.9	9.6	2	7	5	8	0.976	3e-05	Phonolite	773	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc225a	pmagpy-2.60	mc225a1
@ltauxe														This study			A	103.6	-74.7	0.6	11	0	mc225a2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.12	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc225a	pmagpy-2.58	mc225a2
@ltauxe														This study			A	93.1	15.9	5.1	12	0	mc225b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Phonolite	873	273	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc225b	pmagpy-2.58	mc225b1
@ltauxe														This study				343.7	-9.4			-1	mc225b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.5847e-05	-0.862	0.065	0.056	u	5.7	3.1	0.972	0.761	1.6	7.1	1	11	5	13.1	0.9626	3e-05	Phonolite	873	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc225b	pmagpy-2.60	mc225b1
@ltauxe														This study				345.7	-1			-1	mc225c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.5956e-05	-0.865	0.068	0.058	u	4.9	0.5	0.994	0.814	1.1	6.4	3	11	5	12.9	0.9593	3e-05	Phonolite	873	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc225c	pmagpy-2.60	mc225c1
@ltauxe														This study			A	102.4	15.2	6.5	12	0	mc225c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Phonolite	873	273	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc225c	pmagpy-2.58	mc225c1
@ltauxe														This study			A	114.3	-76.5	1	11	0	mc225c2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.12	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc225c	pmagpy-2.58	mc225c2
@ltauxe														This study				351.6	9.6			-1	mc225d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					3.036e-05	-1.012	0.09	0.092	u	12.3	1.4	0.989	0.644	0.7	6.2	4	8	5	8.7	0.9515	3e-05	Phonolite	773	273	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc225d	pmagpy-2.60	mc225d1
@ltauxe														This study			A	260.4	-10.6	2	11	0	mc225d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Phonolite	848	273	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc225d	pmagpy-2.58	mc225d1
@ltauxe														This study			A	117	-77.2	1	10	0	mc225d2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.12	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc225d	pmagpy-2.58	mc225d2
@ltauxe														This study			A	113.3	-73.3	1.2	10	0	mc225f2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.12	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc225f	pmagpy-2.58	mc225f2
@ltauxe														This study			A	116.7	-72	0.9	12	0	mc225g2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.18	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc225g	pmagpy-2.58	mc225g2
@ltauxe														This study				344.9	-4.5			-1	mc225i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					3.2043e-05	-1.068	0.078	0.083	u	11.2	1.8	0.88	0.621	1.4	7.1	3	8	5	9.2	0.9638	3e-05	Phonolite	773	273	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc225i	pmagpy-2.60	mc225i1
@ltauxe														This study			A	133.4	17	2.5	11	0	mc225i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Phonolite	848	273	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc225i	pmagpy-2.58	mc225i1
@ltauxe														This study			A	19	-52.1	1.1	10	0	mc226a1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.12	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc226a	pmagpy-2.58	mc226a1
@ltauxe														This study			A	220.4	-40.5	7.5	11	0	mc226b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Phonolite	873	373	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc226b	pmagpy-2.58	mc226b1
@ltauxe														This study				331.5	-28.7			-1	mc226b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.5277e-05	-0.843	0.065	0.055	u	8.1	11.2	0.971	0.755	0.3	5.3	3	8	5	10.6	0.975	3e-05	Phonolite	773	273	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc226b	pmagpy-2.60	mc226b1
@ltauxe														This study			A	18.8	-50.7	1.1	10	0	mc226b2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.12	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc226b	pmagpy-2.58	mc226b2
@ltauxe														This study			A	14.9	-53.9	1.3	10	0	mc226d2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.12	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc226d	pmagpy-2.58	mc226d2
@ltauxe														This study			A	18.3	-50.4	1.6	10	0	mc226f2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.12	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc226f	pmagpy-2.58	mc226f2
@ltauxe														This study			A	18.3	-51.8	1.2	9	0	mc226g2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Phonolite	0.12	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc226g	pmagpy-2.58	mc226g2
@ltauxe														This study				286.8	71.4			-1	mc227b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					1.4907e-05	-0.497	0.152	0.075	u	14.5	32.4	0.765	0.425	1.1	6.9	5	7	5	3.4	0.8885	3e-05	Basalt	773	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc227b	pmagpy-2.60	mc227b1
@ltauxe														This study			A	221.7	60.7	1.9	11	0	mc227b2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc227b	pmagpy-2.58	mc227b2
@ltauxe														This study			A	216.9	61.1	1.8	11	0	mc227c2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc227c	pmagpy-2.58	mc227c2
@ltauxe														This study			A	218.9	61.1	1.4	11	0	mc227d2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc227d	pmagpy-2.58	mc227d2
@ltauxe														This study			A	221.3	60.1	1.6	10	0	mc227f2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc227f	pmagpy-2.58	mc227f2
@ltauxe														This study			A	222.3	58.6	2.3	9	0	mc227h2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.1	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc227h	pmagpy-2.58	mc227h2
@ltauxe														This study				104.2	56.4			-1	mc228a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					1.0568e-05	-0.352	0.048	0.017	u	3.3	43.3	0.955	0.846	5.4	3	10	10	5	16.3	0.9818	3e-05	Trachyte	848	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc228a	pmagpy-2.60	mc228a1
@ltauxe														This study			A	215.5	57.4	3	10	0	mc228a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Trachyte	848	373	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc228a	pmagpy-2.58	mc228a1
@ltauxe														This study			A	216.5	58.5	0.9	11	0	mc228a2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Trachyte	0.18	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc228a	pmagpy-2.58	mc228a2
@ltauxe														This study				147.8	50.6			-1	mc228b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					1.0556e-05	-0.352	0.049	0.017	u	1.5	47.9	0.892	0.821	12.1	3.1	11	9	5	14.5	0.9834	3e-05	Trachyte	823	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc228b	pmagpy-2.60	mc228b1
@ltauxe														This study			A	220.7	67.6	2.6	11	0	mc228b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Trachyte	873	373	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc228b	pmagpy-2.58	mc228b1
@ltauxe														This study			A	223.2	65.9	1.3	11	0	mc228b2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Trachyte	0.18	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc228b	pmagpy-2.58	mc228b2
@ltauxe														This study				350.3	73.5			-1	mc228d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					1.3165e-05	-0.439	0.043	0.019	u	2.1	37.6	0.976	0.925	3.5	1.6	14	11	5	18.8	0.9836	3e-05	Trachyte	873	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc228d	pmagpy-2.60	mc228d1
@ltauxe														This study			A	217.5	61.2	1.6	11	0	mc228d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Trachyte	873	373	K	LP-DIR-T : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc228d	pmagpy-2.58	mc228d1
@ltauxe														This study			A	213.4	60.2	0.9	11	0	mc228d2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Trachyte	0.18	0.015	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc228d	pmagpy-2.58	mc228d2
@ltauxe														This study			A	215.7	69.7	2.3	11	0	mc228e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Trachyte	873	373	K	LP-DIR-T : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc228e	pmagpy-2.58	mc228e1
@ltauxe														This study				112.3	72.7			-1	mc228e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					1.2293e-05	-0.41	0.032	0.013	u	2.1	33.5	0.987	0.939	6.7	2.3	7	11	5	25.4	0.9906	3e-05	Trachyte	873	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc228e	pmagpy-2.60	mc228e1
@ltauxe														This study			A	221.3	71.2	0.8	11	0	mc228e2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Trachyte	0.18	0.015	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc228e	pmagpy-2.58	mc228e2
@ltauxe														This study				238.9	64.4			-1	mc228g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					1.7339e-05	-0.578	0.026	0.015	u	1.7	24.2	0.976	0.92	9.2	2.2	5	11	5	30.3	0.9941	3e-05	Trachyte	873	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc228g	pmagpy-2.60	mc228g1
@ltauxe														This study			A	218.6	64	2.2	10	0	mc228g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Trachyte	873	473	K	LP-DIR-T : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc228g	pmagpy-2.58	mc228g1
@ltauxe														This study			A	215.4	63.1	0.8	11	0	mc228g2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Trachyte	0.18	0.015	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc228g	pmagpy-2.58	mc228g2
@ltauxe														This study			A	93.8	69	0.6	11	0	mc229a2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc229a	pmagpy-2.58	mc229a2
@ltauxe														This study			A	89.8	72.6	2.1	4	0	mc229b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	623	373	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc229b	pmagpy-2.58	mc229b1
@ltauxe														This study			A	102	70.1	0.6	11	0	mc229b2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc229b	pmagpy-2.58	mc229b2
@ltauxe														This study			A	116.9	70.8	0.7	12	0	mc229e2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc229e	pmagpy-2.58	mc229e2
