tab	samples
sample	site	specimens	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	criteria	description	azimuth	dip	citations	method_codes	location	sample_direction_type	age	sample_inferred_age_sigma	sample_inferred_age_unit
sv50i	sv50								35.3508	247.5926	Igneous	Lava Flow	Basalt			129.3	-68.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv50j	sv50								35.3508	247.5926	Igneous	Lava Flow	Basalt			130.8	-54	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv50j	sv50	sv50j1	181.2	-42.8	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv50k	sv50								35.3508	247.5926	Igneous	Lava Flow	Basalt			129.2	-64	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv50l	sv50								35.3508	247.5926	Igneous	Lava Flow	Basalt			62	-59	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
sv51a	sv51	sv51a1	302.1	11.7	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv51a	sv51								35.3108	247.626	Igneous	Lava Flow	Basalt			50.8	-106	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv51c	sv51								35.3108	247.626	Igneous	Lava Flow	Basalt			358.4	-72	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv51d	sv51								35.3108	247.626	Igneous	Lava Flow	Basalt			301.2	-90	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv51e	sv51	sv51e1	171.3	-38.1	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv51e	sv51								35.3108	247.626	Igneous	Lava Flow	Basalt			307.2	-76	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv51f	sv51								35.3108	247.626	Igneous	Lava Flow	Basalt			9.6	-75	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv51g	sv51								35.3108	247.626	Igneous	Lava Flow	Basalt			346.1	-66	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv51h	sv51								35.3108	247.626	Igneous	Lava Flow	Basalt			39	-69	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv51i	sv51								35.3108	247.626	Igneous	Lava Flow	Basalt			39.9	-74.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv51j	sv51	sv51j1	187.5	-40.3	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv51j	sv51								35.3108	247.626	Igneous	Lava Flow	Basalt			263.7	-49	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv51k	sv51	sv51k2	188.3	-37.1	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv51k	sv51								35.3108	247.626	Igneous	Lava Flow	Basalt			263.9	-42.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv51l	sv51								35.3108	247.626	Igneous	Lava Flow	Basalt			294	-80	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv51m	sv51								35.3108	247.626	Igneous	Lava Flow	Basalt			103	-4.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv52a	sv52	sv52a1	174	-56.1	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv52a	sv52								35.2211	247.7281	Igneous	Lava Flow	Basalt			334.5	-45	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv52b	sv52								35.2211	247.7281	Igneous	Lava Flow	Basalt			335.9	-47.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv52c	sv52								35.2211	247.7281	Igneous	Lava Flow	Basalt			6	-80	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv52c	sv52	sv52c1	187.2	-56.2	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv52d	sv52								35.2211	247.7281	Igneous	Lava Flow	Basalt			13.4	-76.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv52e	sv52								35.2211	247.7281	Igneous	Lava Flow	Basalt			310.2	-54	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv52f	sv52								35.2211	247.7281	Igneous	Lava Flow	Basalt			325	-46	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv52g	sv52	sv52g1	192.6	-51.1	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv52g	sv52								35.2211	247.7281	Igneous	Lava Flow	Basalt			7.5	-84	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv52h	sv52								35.2211	247.7281	Igneous	Lava Flow	Basalt			9.2	-83	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv52i	sv52								35.2211	247.7281	Igneous	Lava Flow	Basalt			357.6	-78.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv52j	sv52								35.2211	247.7281	Igneous	Lava Flow	Basalt			358.8	-70	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv52j	sv52	sv52j1	175.9	-55	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv52k	sv52								35.2211	247.7281	Igneous	Lava Flow	Basalt			355.3	-65	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv52l	sv52								35.2211	247.7281	Igneous	Lava Flow	Basalt			6.3	-70	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv53a	sv53								35.2221	247.7461	Igneous	Lava Flow	Basalt			197.9	-63	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv53b	sv53								35.2221	247.7461	Igneous	Lava Flow	Basalt			203.1	-61	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv53b	sv53	sv53b1	171.4	29.9	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv53c	sv53								35.2221	247.7461	Igneous	Lava Flow	Basalt			161.1	-41.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv53d	sv53								35.2221	247.7461	Igneous	Lava Flow	Basalt			176.5	-42.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv53e	sv53								35.2221	247.7461	Igneous	Lava Flow	Basalt			101.9	-50.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv53f	sv53								35.2221	247.7461	Igneous	Lava Flow	Basalt			198.1	-58	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv53g	sv53								35.2221	247.7461	Igneous	Lava Flow	Basalt			202.2	-59	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv53h	sv53								35.2221	247.7461	Igneous	Lava Flow	Basalt			186.1	-38.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv53i	sv53								35.2221	247.7461	Igneous	Lava Flow	Basalt			190.4	-41	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv53i	sv53	sv53i1	179.1	-49.1	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv53j	sv53								35.2221	247.7461	Igneous	Lava Flow	Basalt			171.8	-66	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv53j	sv53	sv53j1	186.3	-52.8	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv53k	sv53								35.2221	247.7461	Igneous	Lava Flow	Basalt			179.3	-55	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv54a	sv54								35.3002	247.7293	Igneous	Lava Flow	Basalt			79.1	-23.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv54b	sv54								35.3002	247.7293	Igneous	Lava Flow	Basalt			70.3	-17	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv54c	sv54	sv54c1	175.1	-45.8	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv54c	sv54								35.3002	247.7293	Igneous	Lava Flow	Basalt			32.7	-53	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv54d	sv54	sv54d1	175.4	-41	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv54d	sv54								35.3002	247.7293	Igneous	Lava Flow	Basalt			31.1	-42.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv54e	sv54								35.3002	247.7293	Igneous	Lava Flow	Basalt			25.7	-42.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv54f	sv54								35.3002	247.7293	Igneous	Lava Flow	Basalt			359.4	-33.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv54g	sv54								35.3002	247.7293	Igneous	Lava Flow	Basalt			44.9	-35	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv54h	sv54								35.3002	247.7293	Igneous	Lava Flow	Basalt			24	-31	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv54h	sv54	sv54h1	167.9	-56.4	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv54i	sv54								35.3002	247.7293	Igneous	Lava Flow	Basalt			65.6	-41	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv54i	sv54	sv54i1	188.5	-28	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv54j	sv54								35.3002	247.7293	Igneous	Lava Flow	Basalt			57.2	-41	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv54k	sv54								35.3002	247.7293	Igneous	Lava Flow	Basalt			26.6	-17	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv54k	sv54	sv54k1	160.1	-60.4	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv55a	sv55	sv55a1	181.7	-50.5	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv55a	sv55								35.3195	247.8202	Igneous	Lava Flow	Basalt			264.1	-50	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv55b	sv55								35.3195	247.8202	Igneous	Lava Flow	Basalt			262.4	-44	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv55c	sv55								35.3195	247.8202	Igneous	Lava Flow	Basalt			229.8	-65	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv55d	sv55	sv55d2	180.3	-43.1	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv55d	sv55								35.3195	247.8202	Igneous	Lava Flow	Basalt			230.2	-59.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv55e	sv55								35.3195	247.8202	Igneous	Lava Flow	Basalt			235.5	-62	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv55f	sv55								35.3195	247.8202	Igneous	Lava Flow	Basalt			268.6	-48.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv55g	sv55								35.3195	247.8202	Igneous	Lava Flow	Basalt			271.5	-45	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv55h	sv55	sv55h1	179.4	-42.1	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv55h	sv55								35.3195	247.8202	Igneous	Lava Flow	Basalt			267.4	-85.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv55i	sv55								35.3195	247.8202	Igneous	Lava Flow	Basalt			273.4	-88.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv55j	sv55	sv55j1	183.7	-44.3	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv55j	sv55								35.3195	247.8202	Igneous	Lava Flow	Basalt			266.8	-52.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv55k	sv55								35.3195	247.8202	Igneous	Lava Flow	Basalt			272.1	-59	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv56a	sv56	sv56a2	174.9	-59.5	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv56a	sv56								35.3417	247.8424	Igneous	Lava Flow	Basalt			38.4	-27	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv56b	sv56								35.3417	247.8424	Igneous	Lava Flow	Basalt			9.9	-51	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv56c	sv56	sv56c1	166.5	-52.1	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv56c	sv56								35.3417	247.8424	Igneous	Lava Flow	Basalt			20.4	-43.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv56d	sv56	sv56d2	167.2	-51.4	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv56d	sv56								35.3417	247.8424	Igneous	Lava Flow	Basalt			16.7	-65	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv56e	sv56	sv56e1	193.1	35.2	1	0	1	0							sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO	San Francisco Volcanics	p	2.5	2.5	Ma
sv56e	sv56								35.3417	247.8424	Igneous	Lava Flow	Basalt			290.4	-82	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv56f	sv56								35.3417	247.8424	Igneous	Lava Flow	Basalt			294.2	-74	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv56g	sv56								35.3417	247.8424	Igneous	Lava Flow	Basalt			268.5	-78	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv56h	sv56	sv56h1	352.7	-26.4	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv56h	sv56								35.3417	247.8424	Igneous	Lava Flow	Basalt			281.6	-74.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv56i	sv56								35.3417	247.8424	Igneous	Lava Flow	Basalt			278.4	-69.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv56j	sv56								35.3417	247.8424	Igneous	Lava Flow	Basalt			274.6	-66.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv56k	sv56								35.3417	247.8424	Igneous	Lava Flow	Basalt			274.8	-69.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv56l	sv56								35.3417	247.8424	Igneous	Lava Flow	Basalt			283.9	-27	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv56n	sv56								35.3417	247.8424	Igneous	Lava Flow	Basalt			276.6	-57	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv57a	sv57	sv57a1	198	-53.8	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv57a	sv57								35.26	247.7564	Igneous	Lava Flow	Basalt			222.7	-82.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv57b	sv57								35.26	247.7564	Igneous	Lava Flow	Basalt			231	-70.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv57c	sv57								35.26	247.7564	Igneous	Lava Flow	Basalt			269.9	-63	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv57c	sv57	sv57c1	194.9	-54.2	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv57d	sv57								35.26	247.7564	Igneous	Lava Flow	Basalt			283.2	-69.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv57d	sv57	sv57d1	187.6	-57	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv57e	sv57								35.26	247.7564	Igneous	Lava Flow	Basalt			310.5	-47	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv57f	sv57								35.26	247.7564	Igneous	Lava Flow	Basalt			321	-46.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv57g	sv57								35.26	247.7564	Igneous	Lava Flow	Basalt			308.1	-92	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv57h	sv57								35.26	247.7564	Igneous	Lava Flow	Basalt			252.6	-49	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv57i	sv57								35.26	247.7564	Igneous	Lava Flow	Basalt			222.9	-75	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv57j	sv57								35.26	247.7564	Igneous	Lava Flow	Basalt			219.7	-67	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv57k	sv57								35.26	247.7564	Igneous	Lava Flow	Basalt			206	-52	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
sv57k	sv57	sv57k1	203	-14.6	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv57l	sv57								35.26	247.7564	Igneous	Lava Flow	Basalt			253	-37	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
sv57l	sv57	sv57l2	210.3	-49.6	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv58a	sv58	sv58a1	181.6	-63.7	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv58a	sv58								35.2603	247.7564	Igneous	Lava Flow	Basalt			238.2	-81.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv58b	sv58								35.2603	247.7564	Igneous	Lava Flow	Basalt			229.1	-80	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv58c	sv58								35.2603	247.7564	Igneous	Lava Flow	Basalt			226.5	-86	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv58d	sv58								35.2603	247.7564	Igneous	Lava Flow	Basalt			225.8	-71	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv58d	sv58	sv58d1	176.7	-60	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv58e	sv58								35.2603	247.7564	Igneous	Lava Flow	Basalt			253.9	-80.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv58f	sv58								35.2603	247.7564	Igneous	Lava Flow	Basalt			244.6	-80	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv58g	sv58								35.2603	247.7564	Igneous	Lava Flow	Basalt			221.9	-69.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv58g	sv58	sv58g1	182.5	-60	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv58h	sv58								35.2603	247.7564	Igneous	Lava Flow	Basalt			221.7	-72	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv58i	sv58								35.2603	247.7564	Igneous	Lava Flow	Basalt			254.1	-106.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv58j	sv58								35.2603	247.7564	Igneous	Lava Flow	Basalt			254	-96.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv58k	sv58	sv58k1	188	-65.2	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv58k	sv58								35.2603	247.7564	Igneous	Lava Flow	Basalt			243.9	-83	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv58l	sv58								35.2603	247.7564	Igneous	Lava Flow	Basalt			242.8	-83.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv59a	sv59	sv59a1	181	-51.7	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv59a	sv59								35.2542	247.9934	Igneous	Lava Flow	Basalt			37.1	-57	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv59b	sv59								35.2542	247.9934	Igneous	Lava Flow	Basalt			46.9	-52	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv59c	sv59								35.2542	247.9934	Igneous	Lava Flow	Basalt			38.6	-38	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv59d	sv59								35.2542	247.9934	Igneous	Lava Flow	Basalt			52.4	-36.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv59e	sv59								35.2542	247.9934	Igneous	Lava Flow	Basalt			19.9	-57	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv59f	sv59	sv59f1	179.6	-53.1	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv59f	sv59								35.2542	247.9934	Igneous	Lava Flow	Basalt			33.2	-50	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv59g	sv59	sv59g1	178.4	-52	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv59g	sv59								35.2542	247.9934	Igneous	Lava Flow	Basalt			24.3	-63	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv59h	sv59								35.2542	247.9934	Igneous	Lava Flow	Basalt			35.3	-63.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv59i	sv59								35.2542	247.9934	Igneous	Lava Flow	Basalt			46.6	-73.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv59j	sv59	sv59j1	176.4	-48.3	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv59j	sv59								35.2542	247.9934	Igneous	Lava Flow	Basalt			51.8	-62	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv59k	sv59								35.2542	247.9934	Igneous	Lava Flow	Basalt			325.7	-81	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv59l	sv59								35.2542	247.9934	Igneous	Lava Flow	Basalt			322	-57	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv60a	sv60	sv60a1	219.1	-21	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv60a	sv60								35.2535	248.0864	Igneous	Lava Flow	Basalt			18.4	-19	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv60b	sv60								35.2535	248.0864	Igneous	Lava Flow	Basalt			14.8	-19	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv60c	sv60								35.2535	248.0864	Igneous	Lava Flow	Basalt			335.7	-28	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv60c	sv60	sv60c1	179.5	-28.9	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv60d	sv60								35.2535	248.0864	Igneous	Lava Flow	Basalt			351.9	-20	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv60e	sv60								35.2535	248.0864	Igneous	Lava Flow	Basalt			8.4	-65	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv60f	sv60								35.2535	248.0864	Igneous	Lava Flow	Basalt			42.6	-46	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv60g	sv60								35.2535	248.0864	Igneous	Lava Flow	Basalt			45.1	-43	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv60h	sv60								35.2535	248.0864	Igneous	Lava Flow	Basalt			2.5	-58	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv60i	sv60								35.2535	248.0864	Igneous	Lava Flow	Basalt			345.8	-36	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv60j	sv60								35.2535	248.0864	Igneous	Lava Flow	Basalt			341.8	-28	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv60k	sv60								35.2535	248.0864	Igneous	Lava Flow	Basalt			14.7	-23	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
