tab 	measurements
measurement	experiment	specimen	sequence	standard	quality	method_codes	treat_step_num	meas_field_dc	magn_moment	timestamp
LP-FORC-conventional_example-115-57	LP-FORC-conventional_example	conventional_example	8056	u	g	LP-FORC	8056	-0.04542049	-3.725536e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-58	LP-FORC-conventional_example	conventional_example	8057	u	g	LP-FORC	8057	-0.04257204	-3.596137e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-59	LP-FORC-conventional_example	conventional_example	8058	u	g	LP-FORC	8058	-0.03975122	-3.46427e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-60	LP-FORC-conventional_example	conventional_example	8059	u	g	LP-FORC	8059	-0.03692859	-3.325534e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-61	LP-FORC-conventional_example	conventional_example	8060	u	g	LP-FORC	8060	-0.03410527	-3.177922e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-62	LP-FORC-conventional_example	conventional_example	8061	u	g	LP-FORC	8061	-0.03128264	-3.032768e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-63	LP-FORC-conventional_example	conventional_example	8062	u	g	LP-FORC	8062	-0.02844192	-2.865962e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-64	LP-FORC-conventional_example	conventional_example	8063	u	g	LP-FORC	8063	-0.02561523	-2.699291e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-65	LP-FORC-conventional_example	conventional_example	8064	u	g	LP-FORC	8064	-0.02279385	-2.525323e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-66	LP-FORC-conventional_example	conventional_example	8065	u	g	LP-FORC	8065	-0.01996554	-2.338883e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-67	LP-FORC-conventional_example	conventional_example	8066	u	g	LP-FORC	8066	-0.01714669	-2.136952e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-68	LP-FORC-conventional_example	conventional_example	8067	u	g	LP-FORC	8067	-0.0143028	-1.921776e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-69	LP-FORC-conventional_example	conventional_example	8068	u	g	LP-FORC	8068	-0.01146476	-1.694113e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-70	LP-FORC-conventional_example	conventional_example	8069	u	g	LP-FORC	8069	-0.008645537	-1.453558e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-71	LP-FORC-conventional_example	conventional_example	8070	u	g	LP-FORC	8070	-0.005821482	-1.187298e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-72	LP-FORC-conventional_example	conventional_example	8071	u	g	LP-FORC	8071	-0.002998577	-8.86417e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-115-73	LP-FORC-conventional_example	conventional_example	8072	u	g	LP-FORC	8072	-0.0001752641	-5.683491e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-115-74	LP-FORC-conventional_example	conventional_example	8073	u	g	LP-FORC	8073	0.002657133	-2.315179e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-115-75	LP-FORC-conventional_example	conventional_example	8074	u	g	LP-FORC	8074	0.005474869	9.166869e-09	2016-04-13T13:20:00
LP-FORC-conventional_example-115-76	LP-FORC-conventional_example	conventional_example	8075	u	g	LP-FORC	8075	0.008302567	3.966474e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-115-77	LP-FORC-conventional_example	conventional_example	8076	u	g	LP-FORC	8076	0.01113041	6.864273e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-115-78	LP-FORC-conventional_example	conventional_example	8077	u	g	LP-FORC	8077	0.01395305	9.702992e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-115-79	LP-FORC-conventional_example	conventional_example	8078	u	g	LP-FORC	8078	0.01680484	1.228665e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-80	LP-FORC-conventional_example	conventional_example	8079	u	g	LP-FORC	8079	0.01962994	1.486112e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-81	LP-FORC-conventional_example	conventional_example	8080	u	g	LP-FORC	8080	0.02245379	1.734394e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-82	LP-FORC-conventional_example	conventional_example	8081	u	g	LP-FORC	8081	0.02528028	1.957978e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-83	LP-FORC-conventional_example	conventional_example	8082	u	g	LP-FORC	8082	0.0280991	2.175831e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-84	LP-FORC-conventional_example	conventional_example	8083	u	g	LP-FORC	8083	0.03093416	2.395021e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-115-85	LP-FORC-conventional_example	conventional_example	8084	u	g	LP-FORC	8084	0.03376572	2.58552e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-0	LP-FORC-conventional_example	conventional_example	8085	u	g	LP-FORC	8085	0.2370436	7.742743e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-1	LP-FORC-conventional_example	conventional_example	8086	u	g	LP-FORC	8086	-0.2067122	-7.353886e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-2	LP-FORC-conventional_example	conventional_example	8087	u	g	LP-FORC	8087	-0.2039208	-7.313549e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-3	LP-FORC-conventional_example	conventional_example	8088	u	g	LP-FORC	8088	-0.2010461	-7.280891e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-4	LP-FORC-conventional_example	conventional_example	8089	u	g	LP-FORC	8089	-0.1981902	-7.247132e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-5	LP-FORC-conventional_example	conventional_example	8090	u	g	LP-FORC	8090	-0.1953275	-7.201971e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-6	LP-FORC-conventional_example	conventional_example	8091	u	g	LP-FORC	8091	-0.1924798	-7.163847e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-7	LP-FORC-conventional_example	conventional_example	8092	u	g	LP-FORC	8092	-0.1896471	-7.126289e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-8	LP-FORC-conventional_example	conventional_example	8093	u	g	LP-FORC	8093	-0.1868096	-7.089014e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-9	LP-FORC-conventional_example	conventional_example	8094	u	g	LP-FORC	8094	-0.1839856	-7.051775e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-10	LP-FORC-conventional_example	conventional_example	8095	u	g	LP-FORC	8095	-0.1811538	-7.014193e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-11	LP-FORC-conventional_example	conventional_example	8096	u	g	LP-FORC	8096	-0.1783179	-6.969419e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-12	LP-FORC-conventional_example	conventional_example	8097	u	g	LP-FORC	8097	-0.1754958	-6.928913e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-13	LP-FORC-conventional_example	conventional_example	8098	u	g	LP-FORC	8098	-0.1726687	-6.890792e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-14	LP-FORC-conventional_example	conventional_example	8099	u	g	LP-FORC	8099	-0.1698441	-6.848196e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-15	LP-FORC-conventional_example	conventional_example	8100	u	g	LP-FORC	8100	-0.1670185	-6.81361e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-16	LP-FORC-conventional_example	conventional_example	8101	u	g	LP-FORC	8101	-0.164171	-6.763813e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-17	LP-FORC-conventional_example	conventional_example	8102	u	g	LP-FORC	8102	-0.1613481	-6.729057e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-18	LP-FORC-conventional_example	conventional_example	8103	u	g	LP-FORC	8103	-0.1585242	-6.681764e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-19	LP-FORC-conventional_example	conventional_example	8104	u	g	LP-FORC	8104	-0.1556999	-6.634429e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-20	LP-FORC-conventional_example	conventional_example	8105	u	g	LP-FORC	8105	-0.1528846	-6.586386e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-21	LP-FORC-conventional_example	conventional_example	8106	u	g	LP-FORC	8106	-0.1500466	-6.546319e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-22	LP-FORC-conventional_example	conventional_example	8107	u	g	LP-FORC	8107	-0.1472143	-6.497278e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-23	LP-FORC-conventional_example	conventional_example	8108	u	g	LP-FORC	8108	-0.1443946	-6.452302e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-24	LP-FORC-conventional_example	conventional_example	8109	u	g	LP-FORC	8109	-0.1415665	-6.403809e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-25	LP-FORC-conventional_example	conventional_example	8110	u	g	LP-FORC	8110	-0.1387438	-6.354926e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-26	LP-FORC-conventional_example	conventional_example	8111	u	g	LP-FORC	8111	-0.1359089	-6.306434e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-27	LP-FORC-conventional_example	conventional_example	8112	u	g	LP-FORC	8112	-0.1330645	-6.249032e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-28	LP-FORC-conventional_example	conventional_example	8113	u	g	LP-FORC	8113	-0.130247	-6.199548e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-29	LP-FORC-conventional_example	conventional_example	8114	u	g	LP-FORC	8114	-0.1274206	-6.136981e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-30	LP-FORC-conventional_example	conventional_example	8115	u	g	LP-FORC	8115	-0.1245976	-6.092124e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-31	LP-FORC-conventional_example	conventional_example	8116	u	g	LP-FORC	8116	-0.1217648	-6.032005e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-32	LP-FORC-conventional_example	conventional_example	8117	u	g	LP-FORC	8117	-0.1189306	-5.978041e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-33	LP-FORC-conventional_example	conventional_example	8118	u	g	LP-FORC	8118	-0.1161049	-5.915576e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-34	LP-FORC-conventional_example	conventional_example	8119	u	g	LP-FORC	8119	-0.1132757	-5.853914e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-35	LP-FORC-conventional_example	conventional_example	8120	u	g	LP-FORC	8120	-0.1104474	-5.795908e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-36	LP-FORC-conventional_example	conventional_example	8121	u	g	LP-FORC	8121	-0.1076311	-5.732196e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-37	LP-FORC-conventional_example	conventional_example	8122	u	g	LP-FORC	8122	-0.104789	-5.663376e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-38	LP-FORC-conventional_example	conventional_example	8123	u	g	LP-FORC	8123	-0.1019494	-5.600761e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-39	LP-FORC-conventional_example	conventional_example	8124	u	g	LP-FORC	8124	-0.09912818	-5.527969e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-40	LP-FORC-conventional_example	conventional_example	8125	u	g	LP-FORC	8125	-0.0963007	-5.452704e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-41	LP-FORC-conventional_example	conventional_example	8126	u	g	LP-FORC	8126	-0.09348199	-5.380106e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-42	LP-FORC-conventional_example	conventional_example	8127	u	g	LP-FORC	8127	-0.09065085	-5.310278e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-43	LP-FORC-conventional_example	conventional_example	8128	u	g	LP-FORC	8128	-0.08781862	-5.227328e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-44	LP-FORC-conventional_example	conventional_example	8129	u	g	LP-FORC	8129	-0.08500007	-5.151928e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-45	LP-FORC-conventional_example	conventional_example	8130	u	g	LP-FORC	8130	-0.0821698	-5.063722e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-46	LP-FORC-conventional_example	conventional_example	8131	u	g	LP-FORC	8131	-0.07934665	-4.985448e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-47	LP-FORC-conventional_example	conventional_example	8132	u	g	LP-FORC	8132	-0.07652645	-4.896888e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-48	LP-FORC-conventional_example	conventional_example	8133	u	g	LP-FORC	8133	-0.07367692	-4.799613e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-49	LP-FORC-conventional_example	conventional_example	8134	u	g	LP-FORC	8134	-0.07084765	-4.707483e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-50	LP-FORC-conventional_example	conventional_example	8135	u	g	LP-FORC	8135	-0.06802561	-4.613003e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-51	LP-FORC-conventional_example	conventional_example	8136	u	g	LP-FORC	8136	-0.06520057	-4.518442e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-52	LP-FORC-conventional_example	conventional_example	8137	u	g	LP-FORC	8137	-0.06238236	-4.410459e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-53	LP-FORC-conventional_example	conventional_example	8138	u	g	LP-FORC	8138	-0.05954969	-4.306845e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-54	LP-FORC-conventional_example	conventional_example	8139	u	g	LP-FORC	8139	-0.05672381	-4.197157e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-55	LP-FORC-conventional_example	conventional_example	8140	u	g	LP-FORC	8140	-0.05390223	-4.08493e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-56	LP-FORC-conventional_example	conventional_example	8141	u	g	LP-FORC	8141	-0.05107125	-3.968572e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-57	LP-FORC-conventional_example	conventional_example	8142	u	g	LP-FORC	8142	-0.0482519	-3.856185e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-58	LP-FORC-conventional_example	conventional_example	8143	u	g	LP-FORC	8143	-0.04542328	-3.728116e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-59	LP-FORC-conventional_example	conventional_example	8144	u	g	LP-FORC	8144	-0.04257726	-3.596691e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-60	LP-FORC-conventional_example	conventional_example	8145	u	g	LP-FORC	8145	-0.03975572	-3.46541e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-61	LP-FORC-conventional_example	conventional_example	8146	u	g	LP-FORC	8146	-0.03692784	-3.325005e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-62	LP-FORC-conventional_example	conventional_example	8147	u	g	LP-FORC	8147	-0.03410189	-3.17845e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-63	LP-FORC-conventional_example	conventional_example	8148	u	g	LP-FORC	8148	-0.0312803	-3.028508e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-64	LP-FORC-conventional_example	conventional_example	8149	u	g	LP-FORC	8149	-0.02843968	-2.873015e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-65	LP-FORC-conventional_example	conventional_example	8150	u	g	LP-FORC	8150	-0.02561486	-2.706876e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-66	LP-FORC-conventional_example	conventional_example	8151	u	g	LP-FORC	8151	-0.02279436	-2.521291e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-67	LP-FORC-conventional_example	conventional_example	8152	u	g	LP-FORC	8152	-0.01996449	-2.335507e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-68	LP-FORC-conventional_example	conventional_example	8153	u	g	LP-FORC	8153	-0.0171477	-2.140211e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-69	LP-FORC-conventional_example	conventional_example	8154	u	g	LP-FORC	8154	-0.01430762	-1.922541e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-70	LP-FORC-conventional_example	conventional_example	8155	u	g	LP-FORC	8155	-0.01146801	-1.696184e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-71	LP-FORC-conventional_example	conventional_example	8156	u	g	LP-FORC	8156	-0.008646205	-1.456585e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-72	LP-FORC-conventional_example	conventional_example	8157	u	g	LP-FORC	8157	-0.005821111	-1.187831e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-73	LP-FORC-conventional_example	conventional_example	8158	u	g	LP-FORC	8158	-0.00299695	-8.957097e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-116-74	LP-FORC-conventional_example	conventional_example	8159	u	g	LP-FORC	8159	-0.000174016	-5.732286e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-116-75	LP-FORC-conventional_example	conventional_example	8160	u	g	LP-FORC	8160	0.002658556	-2.31112e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-116-76	LP-FORC-conventional_example	conventional_example	8161	u	g	LP-FORC	8161	0.005479498	9.638686e-09	2016-04-13T13:20:00
LP-FORC-conventional_example-116-77	LP-FORC-conventional_example	conventional_example	8162	u	g	LP-FORC	8162	0.008302904	4.014167e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-116-78	LP-FORC-conventional_example	conventional_example	8163	u	g	LP-FORC	8163	0.01113271	6.861407e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-116-79	LP-FORC-conventional_example	conventional_example	8164	u	g	LP-FORC	8164	0.01395544	9.605379e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-116-80	LP-FORC-conventional_example	conventional_example	8165	u	g	LP-FORC	8165	0.01680629	1.227364e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-81	LP-FORC-conventional_example	conventional_example	8166	u	g	LP-FORC	8166	0.01962944	1.486947e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-82	LP-FORC-conventional_example	conventional_example	8167	u	g	LP-FORC	8167	0.02245281	1.727287e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-83	LP-FORC-conventional_example	conventional_example	8168	u	g	LP-FORC	8168	0.02528125	1.957708e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-84	LP-FORC-conventional_example	conventional_example	8169	u	g	LP-FORC	8169	0.02810136	2.180742e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-116-85	LP-FORC-conventional_example	conventional_example	8170	u	g	LP-FORC	8170	0.03093615	2.392847e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-0	LP-FORC-conventional_example	conventional_example	8171	u	g	LP-FORC	8171	0.2370424	7.74254e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-1	LP-FORC-conventional_example	conventional_example	8172	u	g	LP-FORC	8172	-0.2095255	-7.389437e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-2	LP-FORC-conventional_example	conventional_example	8173	u	g	LP-FORC	8173	-0.2067485	-7.348315e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-3	LP-FORC-conventional_example	conventional_example	8174	u	g	LP-FORC	8174	-0.2038764	-7.319986e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-4	LP-FORC-conventional_example	conventional_example	8175	u	g	LP-FORC	8175	-0.2010199	-7.276239e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-5	LP-FORC-conventional_example	conventional_example	8176	u	g	LP-FORC	8176	-0.1981701	-7.238917e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-6	LP-FORC-conventional_example	conventional_example	8177	u	g	LP-FORC	8177	-0.1953105	-7.203164e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-7	LP-FORC-conventional_example	conventional_example	8178	u	g	LP-FORC	8178	-0.1924654	-7.173071e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-8	LP-FORC-conventional_example	conventional_example	8179	u	g	LP-FORC	8179	-0.1896324	-7.131549e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-9	LP-FORC-conventional_example	conventional_example	8180	u	g	LP-FORC	8180	-0.1868017	-7.087043e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-10	LP-FORC-conventional_example	conventional_example	8181	u	g	LP-FORC	8181	-0.1839743	-7.051304e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-11	LP-FORC-conventional_example	conventional_example	8182	u	g	LP-FORC	8182	-0.1811476	-7.003252e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-12	LP-FORC-conventional_example	conventional_example	8183	u	g	LP-FORC	8183	-0.1783168	-6.97983e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-13	LP-FORC-conventional_example	conventional_example	8184	u	g	LP-FORC	8184	-0.1754971	-6.929792e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-14	LP-FORC-conventional_example	conventional_example	8185	u	g	LP-FORC	8185	-0.1726681	-6.891112e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-15	LP-FORC-conventional_example	conventional_example	8186	u	g	LP-FORC	8186	-0.1698407	-6.847347e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-16	LP-FORC-conventional_example	conventional_example	8187	u	g	LP-FORC	8187	-0.1670142	-6.81109e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-17	LP-FORC-conventional_example	conventional_example	8188	u	g	LP-FORC	8188	-0.164176	-6.764065e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-18	LP-FORC-conventional_example	conventional_example	8189	u	g	LP-FORC	8189	-0.1613519	-6.719165e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-19	LP-FORC-conventional_example	conventional_example	8190	u	g	LP-FORC	8190	-0.1585247	-6.681164e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-20	LP-FORC-conventional_example	conventional_example	8191	u	g	LP-FORC	8191	-0.1557043	-6.636179e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-21	LP-FORC-conventional_example	conventional_example	8192	u	g	LP-FORC	8192	-0.1528825	-6.59053e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-22	LP-FORC-conventional_example	conventional_example	8193	u	g	LP-FORC	8193	-0.1500446	-6.540568e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-23	LP-FORC-conventional_example	conventional_example	8194	u	g	LP-FORC	8194	-0.1472151	-6.499674e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-24	LP-FORC-conventional_example	conventional_example	8195	u	g	LP-FORC	8195	-0.144393	-6.457076e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-25	LP-FORC-conventional_example	conventional_example	8196	u	g	LP-FORC	8196	-0.1415665	-6.404721e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-26	LP-FORC-conventional_example	conventional_example	8197	u	g	LP-FORC	8197	-0.138747	-6.350371e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-27	LP-FORC-conventional_example	conventional_example	8198	u	g	LP-FORC	8198	-0.1359155	-6.302146e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-28	LP-FORC-conventional_example	conventional_example	8199	u	g	LP-FORC	8199	-0.1330707	-6.250133e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-29	LP-FORC-conventional_example	conventional_example	8200	u	g	LP-FORC	8200	-0.1302522	-6.196411e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-30	LP-FORC-conventional_example	conventional_example	8201	u	g	LP-FORC	8201	-0.1274204	-6.146088e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-31	LP-FORC-conventional_example	conventional_example	8202	u	g	LP-FORC	8202	-0.1245978	-6.088518e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-32	LP-FORC-conventional_example	conventional_example	8203	u	g	LP-FORC	8203	-0.1217662	-6.030504e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-33	LP-FORC-conventional_example	conventional_example	8204	u	g	LP-FORC	8204	-0.1189269	-5.976719e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-34	LP-FORC-conventional_example	conventional_example	8205	u	g	LP-FORC	8205	-0.1161006	-5.916998e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-35	LP-FORC-conventional_example	conventional_example	8206	u	g	LP-FORC	8206	-0.1132743	-5.855364e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-36	LP-FORC-conventional_example	conventional_example	8207	u	g	LP-FORC	8207	-0.110449	-5.789652e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-37	LP-FORC-conventional_example	conventional_example	8208	u	g	LP-FORC	8208	-0.1076307	-5.734025e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-38	LP-FORC-conventional_example	conventional_example	8209	u	g	LP-FORC	8209	-0.1047854	-5.66105e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-39	LP-FORC-conventional_example	conventional_example	8210	u	g	LP-FORC	8210	-0.1019505	-5.594893e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-40	LP-FORC-conventional_example	conventional_example	8211	u	g	LP-FORC	8211	-0.09913088	-5.528947e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-41	LP-FORC-conventional_example	conventional_example	8212	u	g	LP-FORC	8212	-0.09630316	-5.458838e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-42	LP-FORC-conventional_example	conventional_example	8213	u	g	LP-FORC	8213	-0.0934825	-5.382285e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-43	LP-FORC-conventional_example	conventional_example	8214	u	g	LP-FORC	8214	-0.09065051	-5.306091e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-44	LP-FORC-conventional_example	conventional_example	8215	u	g	LP-FORC	8215	-0.08781376	-5.22614e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-45	LP-FORC-conventional_example	conventional_example	8216	u	g	LP-FORC	8216	-0.08499764	-5.142954e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-46	LP-FORC-conventional_example	conventional_example	8217	u	g	LP-FORC	8217	-0.08217128	-5.071628e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-47	LP-FORC-conventional_example	conventional_example	8218	u	g	LP-FORC	8218	-0.07934659	-4.982268e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-48	LP-FORC-conventional_example	conventional_example	8219	u	g	LP-FORC	8219	-0.07652639	-4.892501e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-49	LP-FORC-conventional_example	conventional_example	8220	u	g	LP-FORC	8220	-0.07367827	-4.803075e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-50	LP-FORC-conventional_example	conventional_example	8221	u	g	LP-FORC	8221	-0.07085166	-4.711354e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-51	LP-FORC-conventional_example	conventional_example	8222	u	g	LP-FORC	8222	-0.06802756	-4.612762e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-52	LP-FORC-conventional_example	conventional_example	8223	u	g	LP-FORC	8223	-0.06520108	-4.518564e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-53	LP-FORC-conventional_example	conventional_example	8224	u	g	LP-FORC	8224	-0.06238372	-4.412345e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-54	LP-FORC-conventional_example	conventional_example	8225	u	g	LP-FORC	8225	-0.05955084	-4.302871e-07	2016-04-13T13:20:00
