tab 	sites
citations	composite_depth	core_depth	geologic_classes	geologic_types	lithologies	location	site
This study	45.95	45.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-0.95
This study	46	46	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-1
This study	46.05	46.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-1.05
This study	46.1	46.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-1.1
This study	46.15	46.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-1.15
This study	46.2	46.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-1.2
This study	46.25	46.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-1.25
This study	46.3	46.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-1.3
This study	46.35	46.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-1.35
This study	46.4	46.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-1.4
This study	46.45	46.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-1.45
This study	47.55	47.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H-1-W-55
This study	49.05	49.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H-2-W-55
This study	50.54	50.54	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H-3-W-54
This study	52.05	52.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H-4-W-55
This study	53.55	53.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H-5-W-55
This study	55.05	55.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H-6-W-55
This study	55.05	55.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H-6-W-55a
This study	56.34	56.34	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H-7-W-98
This study	47.2	47.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-0.2
This study	47.25	47.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-0.25
This study	47.3	47.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-0.3
This study	47.35	47.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-0.35
This study	47.4	47.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-0.4
This study	47.45	47.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-0.45
This study	47.5	47.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-0.5
This study	47.55	47.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-0.55
This study	47.6	47.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-0.6
This study	47.65	47.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-0.65
This study	47.7	47.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-0.7
This study	47.75	47.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-0.75
This study	47.8	47.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-0.8
This study	47.85	47.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-0.85
This study	47.9	47.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-0.9
This study	47.95	47.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-0.95
This study	48	48	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-1
This study	48.05	48.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-1.05
This study	48.1	48.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-1.1
This study	48.15	48.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-1.15
This study	48.2	48.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-1.2
This study	48.25	48.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-1.25
This study	48.3	48.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-1.3
This study	48.35	48.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-1.35
This study	48.4	48.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_1A-1.4
This study	48.6	48.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-0.1
This study	48.65	48.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-0.15
This study	48.7	48.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-0.2
This study	48.75	48.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-0.25
This study	48.8	48.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-0.3
This study	48.85	48.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-0.35
This study	48.9	48.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-0.4
This study	48.95	48.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-0.45
This study	49	49	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-0.5
This study	49.05	49.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-0.55
This study	49.1	49.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-0.6
This study	49.15	49.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-0.65
This study	49.2	49.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-0.7
This study	49.25	49.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-0.75
This study	49.3	49.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-0.8
This study	49.35	49.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-0.85
This study	49.4	49.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-0.9
This study	49.45	49.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-0.95
This study	49.5	49.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-1
This study	49.55	49.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-1.05
This study	49.6	49.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-1.1
This study	49.65	49.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-1.15
This study	49.7	49.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-1.2
This study	49.75	49.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-1.25
This study	49.8	49.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-1.3
This study	49.85	49.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-1.35
This study	49.9	49.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_2A-1.4
This study	50.1	50.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-0.1
This study	50.15	50.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-0.15
This study	50.2	50.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-0.2
This study	50.25	50.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-0.25
This study	50.3	50.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-0.3
This study	50.35	50.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-0.35
This study	50.4	50.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-0.4
This study	50.45	50.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-0.45
This study	50.5	50.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-0.5
This study	50.55	50.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-0.55
This study	50.6	50.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-0.6
This study	50.65	50.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-0.65
This study	50.7	50.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-0.7
This study	50.75	50.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-0.75
This study	50.8	50.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-0.8
This study	50.85	50.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-0.85
This study	50.9	50.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-0.9
This study	50.95	50.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-0.95
This study	51	51	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-1
This study	51.05	51.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-1.05
This study	51.1	51.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-1.1
This study	51.15	51.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-1.15
This study	51.2	51.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-1.2
This study	51.25	51.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-1.25
This study	51.3	51.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-1.3
This study	51.35	51.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-1.35
This study	51.4	51.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_3A-1.4
This study	51.75	51.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-0.25
This study	51.8	51.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-0.3
This study	51.85	51.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-0.35
This study	51.9	51.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-0.4
This study	51.95	51.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-0.45
This study	52	52	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-0.5
This study	52.05	52.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-0.55
This study	52.1	52.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-0.6
This study	52.15	52.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-0.65
This study	52.2	52.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-0.7
This study	52.25	52.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-0.75
This study	52.3	52.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-0.8
This study	52.35	52.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-0.85
This study	52.4	52.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-0.9
This study	52.45	52.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-0.95
This study	52.5	52.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-1
This study	52.55	52.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-1.05
This study	52.6	52.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-1.1
This study	52.65	52.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-1.15
This study	52.7	52.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-1.2
This study	52.75	52.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-1.25
This study	52.8	52.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-1.3
This study	52.85	52.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-1.35
This study	52.9	52.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_4A-1.4
This study	53.1	53.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-0.1
This study	53.15	53.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-0.15
This study	53.2	53.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-0.2
This study	53.25	53.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-0.25
This study	53.3	53.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-0.3
This study	53.35	53.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-0.35
This study	53.4	53.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-0.4
This study	53.45	53.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-0.45
This study	53.5	53.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-0.5
This study	53.55	53.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-0.55
This study	53.6	53.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-0.6
This study	53.65	53.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-0.65
This study	53.7	53.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-0.7
This study	53.75	53.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-0.75
This study	53.8	53.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-0.8
This study	53.85	53.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-0.85
This study	53.9	53.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-0.9
This study	53.95	53.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-0.95
This study	54	54	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-1
This study	54.05	54.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-1.05
This study	54.1	54.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-1.1
This study	54.25	54.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-1.25
This study	54.3	54.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-1.3
This study	54.35	54.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-1.35
This study	54.4	54.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_5A-1.4
This study	54.6	54.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_6A-0.1
This study	54.65	54.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_6A-0.15
This study	54.7	54.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_6A-0.2
This study	54.75	54.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_6A-0.25
This study	54.8	54.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_6A-0.3
This study	54.85	54.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_6A-0.35
This study	54.9	54.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_6A-0.4
This study	54.95	54.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_6A-0.45
This study	55	55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_6A-0.5
This study	55.05	55.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_6A-0.55
This study	55.1	55.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_6A-0.6
This study	55.15	55.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_6A-0.65
This study	55.2	55.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_6A-0.7
This study	55.25	55.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_6A-0.75
This study	55.3	55.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_6A-0.8
This study	55.35	55.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_6A-0.85
This study	55.46	55.46	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_7A-0.1
This study	55.61	55.61	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_7A-0.25
This study	55.66	55.66	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_7A-0.3
This study	55.71	55.71	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_7A-0.35
This study	55.76	55.76	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_7A-0.4
This study	55.81	55.81	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_7A-0.45
This study	55.86	55.86	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_7A-0.5
This study	55.91	55.91	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_7A-0.55
This study	55.96	55.96	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_7A-0.6
This study	56.01	56.01	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_7A-0.65
This study	56.06	56.06	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_7A-0.7
This study	56.11	56.11	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_7A-0.75
This study	56.16	56.16	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_7A-0.8
This study	56.21	56.21	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_7A-0.85
This study	56.26	56.26	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_7A-0.9
This study	56.31	56.31	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_7A-0.95
This study	56.36	56.36	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_7A-1
This study	56.41	56.41	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_7A-1.05
This study	56.46	56.46	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-006H_7A-1.1
This study	57.5	57.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H-1-W-100
This study	57.5	57.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H-1-W-100a
This study	59.1	59.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H-2-W-110
This study	60.85	60.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H-3-W-135
This study	60.85	60.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H-3-W-135a
This study	61.42	61.42	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H-4-W-42
This study	61.42	61.42	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H-4-W-42a
This study	63.6	63.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H-5-W-110
This study	64.23	64.23	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H-6-W-23
This study	65.7	65.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H-7-W-20
This study	65.7	65.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H-7-W-20a
This study	57.05	57.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_1A-0.55
This study	57.1	57.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_1A-0.6
This study	57.15	57.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_1A-0.65
This study	57.2	57.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_1A-0.7
This study	57.25	57.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_1A-0.75
This study	57.3	57.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_1A-0.8
This study	57.35	57.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_1A-0.85
This study	57.4	57.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_1A-0.9
This study	57.45	57.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_1A-0.95
This study	57.5	57.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_1A-1
This study	57.55	57.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_1A-1.05
This study	57.6	57.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_1A-1.1
This study	57.65	57.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_1A-1.15
This study	57.7	57.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_1A-1.2
This study	57.75	57.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_1A-1.25
This study	57.8	57.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_1A-1.3
This study	57.85	57.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_1A-1.35
This study	57.9	57.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_1A-1.4
This study	58.1	58.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_2A-0.1
This study	58.15	58.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_2A-0.15
This study	58.2	58.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_2A-0.2
This study	58.25	58.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_2A-0.25
This study	58.3	58.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_2A-0.3
This study	58.35	58.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_2A-0.35
This study	58.4	58.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-007H_2A-0.4
