tab	specimens
specimen	sample	dir_alpha95	dir_bfv_dec	dir_bfv_inc	dir_comp	dir_dec	dir_inc	dir_k	dir_k_ratio	dir_n_comps	dir_n_measurements	dir_nrm_origin	dir_polarity	dir_r	dir_tilt_correction	geologic_classes	geologic_types	lithologies	description	scientists	int_rel	citations	method_codes	result_quality	result_type	specimen_alternatives	volume	weight
35-1-066	35-1-066					194.9	19.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003897	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-069	35-1-069					193.7	31.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003568	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-069	35-1-069															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	329.0	1e-06	0.001181
35-1-073	35-1-073					193.0	19.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002797	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-073	35-1-073															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	330.0	1e-06	0.001458
35-1-077	35-1-077															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	331.0	1e-06	0.001291
35-1-077	35-1-077					191.5	32.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002782	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-079	35-1-079															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	332.0	1e-06	0.0012929999999999999
35-1-079	35-1-079					200.6	25.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.004359	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-082	35-1-082					173.6	26.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00209	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-082	35-1-082															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	333.0	1e-06	0.000983
35-1-086	35-1-086					192.0	32.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0029	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-086	35-1-086															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	334.0	1e-06	0.001181
35-1-089	35-1-089					191.2	26.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00196	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-089	35-1-089															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	335.0	1e-06	0.001407
35-1-092	35-1-092															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	336.0	1e-06	0.001263
35-1-092	35-1-092					177.3	47.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003246	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-095	35-1-095					177.3	27.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.004226	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-095	35-1-095															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	337.0	1e-06	0.001139
35-1-099	35-1-099					183.2	35.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003943	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-099	35-1-099															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	338.0	1e-06	0.001349
35-1-103	35-1-103					181.6	32.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.004083	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-103	35-1-103															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	339.0	1e-06	0.001352
35-1-106	35-1-106															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	340.0	1e-06	0.0009220000000000001
35-1-106	35-1-106					181.4	41.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002949	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-109	35-1-109					148.4	41.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002973	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-109	35-1-109															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	341.0	1e-06	0.001172
35-1-112	35-1-112															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	342.0	1e-06	0.001373
35-1-112	35-1-112					174.0	39.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0034939999999999997	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-116	35-1-116															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	343.0	1e-06	0.001367
35-1-116	35-1-116					181.8	29.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003779	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-119	35-1-119															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	344.0	1e-06	0.001056
35-1-119	35-1-119					156.3	46.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002297	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-123	35-1-123					157.4	43.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003311	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-123	35-1-123															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	345.0	1e-06	0.001255
35-1-127	35-1-127					160.2	45.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003259	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-127	35-1-127															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	346.0	1e-06	0.001076
35-1-130	35-1-130															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	347.0	1e-06	0.0013650000000000001
35-1-130	35-1-130					171.1	41.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002916	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-133	35-1-133					172.3	48.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0051270000000000005	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-133	35-1-133															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	348.0	1e-06	0.001387
35-1-136	35-1-136					164.2	35.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003851	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-136	35-1-136															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	349.0	1e-06	0.001173
35-1-139	35-1-139					155.7	53.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.006416	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-139	35-1-139															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	350.0	1e-06	0.0013570000000000001
35-1-142	35-1-142					162.7	48.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.004918	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-142	35-1-142															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	351.0	1e-06	0.000895
35-1-145	35-1-145					172.1	35.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00391	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-145	35-1-145															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	352.0	1e-06	0.001355
35-1-148	35-1-148					157.7	52.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002994	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-1-148	35-1-148															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	353.0	1e-06	0.00145
35-2-005	35-2-005					169.5	66.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0038280000000000002	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-005	35-2-005															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	286.0	1e-06	0.0013570000000000001
35-2-009	35-2-009															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	284.0	1e-06	0.001216
35-2-009	35-2-009					152.1	52.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0029519999999999998	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-013	35-2-013															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	287.0	1e-06	0.000805
35-2-013	35-2-013					232.0	49.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001308	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-015	35-2-015					189.1	47.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0031550000000000003	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-015	35-2-015															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	288.0	1e-06	0.0009109999999999999
35-2-018	35-2-018															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	289.0	1e-06	0.001164
35-2-018	35-2-018					158.3	58.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0026079999999999996	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-023	35-2-023															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	290.0	1e-06	0.00122
35-2-023	35-2-023					158.0	63.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002437	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-026	35-2-026															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	292.0	1e-06	0.001324
35-2-026	35-2-026					161.7	42.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001588	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-031	35-2-031															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	294.0	1e-06	0.001039
35-2-031	35-2-031					192.7	43.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0017870000000000004	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-035	35-2-035															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	295.0	1e-06	0.001332
35-2-035	35-2-035					158.3	48.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001836	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-038	35-2-038															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	296.0	1e-06	0.001078
35-2-038	35-2-038					174.3	35.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002238	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-041	35-2-041															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	297.0	1e-06	0.001169
35-2-041	35-2-041					176.1	46.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002435	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-044	35-2-044															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	298.0	1e-06	0.0011710000000000002
35-2-044	35-2-044					182.6	45.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003275	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-048	35-2-048					160.4	64.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003315	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-048	35-2-048															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	299.0	1e-06	0.001206
35-2-051	35-2-051															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	300.0	1e-06	0.001182
35-2-051	35-2-051					184.5	49.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002891	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-054	35-2-054					184.5	38.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002516	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-054	35-2-054															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	301.0	1e-06	0.001343
35-2-057	35-2-057															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	302.0	1e-06	0.001564
35-2-057	35-2-057					131.9	51.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002252	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-060	35-2-060															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	303.0	1e-06	0.0011
35-2-060	35-2-060					192.4	63.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003156	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-063	35-2-063					169.0	37.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002811	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-063	35-2-063															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	304.0	1e-06	0.001217
35-2-066	35-2-066					197.5	33.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003325	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-066	35-2-066															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	305.0	1e-06	0.0013310000000000002
35-2-069	35-2-069					177.9	20.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002798	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-069	35-2-069															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	306.0	1e-06	0.001209
35-2-073	35-2-073					182.9	20.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0026920000000000004	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-073	35-2-073															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	307.0	1e-06	0.001491
35-2-077	35-2-077					182.1	10.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002397	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-077	35-2-077															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	308.0	1e-06	0.001526
35-2-080	35-2-080					187.8	17.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00432	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-080	35-2-080															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	309.0	1e-06	0.0010869999999999999
35-2-083	35-2-083															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	310.0	1e-06	0.001506
35-2-083	35-2-083					181.2	25.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002046	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-086	35-2-086					188.5	22.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.005152	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-086	35-2-086															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	311.0	1e-06	0.001393
35-2-089	35-2-089															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	312.0	1e-06	0.001248
35-2-089	35-2-089					189.1	20.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003085	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-092	35-2-092					197.4	19.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001657	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-092	35-2-092															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	313.0	1e-06	0.001459
35-2-095	35-2-095															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	314.0	1e-06	0.001536
35-2-095	35-2-095					193.3	16.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001987	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-099	35-2-099															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	315.0	1e-06	0.001301
35-2-099	35-2-099					177.1	25.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002378	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
35-2-102	35-2-102															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	316.0	1e-06	0.001848
35-2-102	35-2-102					185.2	22.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0021620000000000003	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
36-1-022	36-1-022															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	240.0	1e-06	0.001003
36-1-022	36-1-022					237.0	71.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003545000000000001	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
36-1-025	36-1-025															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	241.0	1e-06	0.001258
36-1-025	36-1-025					291.5	66.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.004151	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
36-1-028	36-1-028															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	242.0	1e-06	0.001212
36-1-028	36-1-028					197.6	12.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.005211	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
36-1-031	36-1-031															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	243.0	1e-06	0.0014199999999999998
36-1-031	36-1-031					202.4	70.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002623	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
36-1-034	36-1-034					194.6	69.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002459	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
36-1-034	36-1-034															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	244.0	1e-06	0.001221
36-1-038	36-1-038					203.9	75.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002398	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
36-1-038	36-1-038															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	245.0	1e-06	0.001451
36-1-041	36-1-041															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	246.0	1e-06	0.001415
36-1-041	36-1-041					161.1	76.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0038280000000000002	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
36-1-044	36-1-044															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	247.0	1e-06	0.000799
36-1-044	36-1-044					206.7	75.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.004215	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
36-1-047	36-1-047															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	248.0	1e-06	0.000672
36-1-047	36-1-047					160.2	77.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0039689999999999994	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
36-1-050	36-1-050															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	249.0	1e-06	0.001003
36-1-050	36-1-050					231.6	71.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0044399999999999995	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
36-1-053	36-1-053															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	250.0	1e-06	0.0012619999999999999
36-1-053	36-1-053					173.2	64.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0041719999999999995	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
