tab	specimens
specimen	sample	dir_alpha95	dir_bfv_dec	dir_bfv_inc	dir_comp	dir_dec	dir_inc	dir_k	dir_k_ratio	dir_n_comps	dir_n_measurements	dir_nrm_origin	dir_polarity	dir_r	dir_tilt_correction	geologic_classes	geologic_types	lithologies	description	scientists	int_rel	citations	method_codes	result_quality	result_type	specimen_alternatives	volume	weight
17-2-134	17-2-134															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2925.0	1e-06	0.0017469999999999999
17-2-137	17-2-137					173.8	45.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001336	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-2-137	17-2-137															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2926.0	1e-06	0.0017870000000000004
17-2-141	17-2-141															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2927.0	1e-06	0.001592
17-2-141	17-2-141					153.3	70.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001434	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-004	17-3-004															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2928.0	1e-06	0.0017100000000000001
17-3-004	17-3-004					180.8	58.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001661	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-007	17-3-007															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2929.0	1e-06	0.000875
17-3-007	17-3-007					168.7	68.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00173	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-010	17-3-010					154.4	62.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001474	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-010	17-3-010															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2930.0	1e-06	0.0019030000000000002
17-3-013	17-3-013															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2931.0	1e-06	0.001955
17-3-013	17-3-013					185.9	64.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0012230000000000001	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-017	17-3-017					204.9	69.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001123	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-017	17-3-017															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2932.0	1e-06	0.0016489999999999999
17-3-019	17-3-019															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2933.0	1e-06	0.00165
17-3-019	17-3-019					203.3	74.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0005041000000000001	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-022	17-3-022					243.2	65.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.000459	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-022	17-3-022															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2934.0	1e-06	0.001883
17-3-025	17-3-025					172.0	84.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0005032	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-025	17-3-025															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2935.0	1e-06	0.001889
17-3-027	17-3-027															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2936.0	1e-06	0.0018679999999999999
17-3-027	17-3-027					126.8	78.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0006681	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-030	17-3-030					136.1	73.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0008029999999999999	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-030	17-3-030															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2937.0	1e-06	0.0016129999999999999
17-3-034	17-3-034					182.3	73.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0009916999999999999	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-034	17-3-034															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2938.0	1e-06	0.001865
17-3-036	17-3-036					171.8	70.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.000925	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-036	17-3-036															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2939.0	1e-06	0.00201
17-3-039	17-3-039					164.3	66.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.000964	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-039	17-3-039															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2940.0	1e-06	0.0018219999999999998
17-3-043	17-3-043															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2941.0	1e-06	0.0017469999999999999
17-3-043	17-3-043					177.4	61.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001963	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-046	17-3-046															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2942.0	1e-06	0.001538
17-3-046	17-3-046					158.4	66.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002049	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-049	17-3-049					167.1	65.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001419	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-049	17-3-049															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2943.0	1e-06	0.001405
17-3-053	17-3-053															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2944.0	1e-06	0.001029
17-3-053	17-3-053					156.2	59.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002301	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-056	17-3-056															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2945.0	1e-06	0.001556
17-3-056	17-3-056					168.3	67.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001637	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-060	17-3-060															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2946.0	1e-06	0.001153
17-3-060	17-3-060					233.7	75.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0011279999999999999	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-063	17-3-063															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2947.0	1e-06	0.00159
17-3-063	17-3-063					196.9	63.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0010019999999999999	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-066	17-3-066															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2948.0	1e-06	0.001615
17-3-066	17-3-066					179.5	55.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001145	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-070	17-3-070															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2949.0	1e-06	0.001732
17-3-070	17-3-070					186.1	63.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001855	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-073	17-3-073					178.9	60.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0022789999999999998	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-073	17-3-073															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2950.0	1e-06	0.001634
17-3-076	17-3-076					178.4	56.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0034490000000000002	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-076	17-3-076															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2951.0	1e-06	0.001961
17-3-079	17-3-079															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2952.0	1e-06	0.002023
17-3-079	17-3-079					192.4	58.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002535	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-082	17-3-082															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2953.0	1e-06	0.001816
17-3-082	17-3-082					197.0	66.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0022170000000000002	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-084	17-3-084															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2954.0	1e-06	0.0018260000000000001
17-3-084	17-3-084					191.7	65.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001872	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-088	17-3-088															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2955.0	1e-06	0.001873
17-3-088	17-3-088					185.2	67.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0019039999999999999	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-091	17-3-091															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2956.0	1e-06	0.0017879999999999999
17-3-091	17-3-091					182.3	62.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001877	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-094	17-3-094															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2957.0	1e-06	0.0016940000000000002
17-3-094	17-3-094					154.3	67.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001857	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-097	17-3-097					191.9	61.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001855	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-097	17-3-097															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2958.0	1e-06	0.0016359999999999999
17-3-099	17-3-099					192.4	67.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002019	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-099	17-3-099															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2959.0	1e-06	0.001679
17-3-103	17-3-103					179.2	64.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002367	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-103	17-3-103															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2960.0	1e-06	0.0016879999999999998
17-3-106	17-3-106					203.8	66.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0023769999999999998	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-106	17-3-106															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2961.0	1e-06	0.001697
17-3-110	17-3-110					203.8	61.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002526	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-110	17-3-110															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2962.0	1e-06	0.001634
17-3-113	17-3-113															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2963.0	1e-06	0.001542
17-3-113	17-3-113					218.4	62.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002414	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-117	17-3-117															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2964.0	1e-06	0.001633
17-3-117	17-3-117					224.8	61.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002727	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-120	17-3-120					225.9	60.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001241	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-120	17-3-120															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2965.0	1e-06	0.001674
17-3-123	17-3-123															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2966.0	1e-06	0.001527
17-3-123	17-3-123					257.7	69.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0009641	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-126	17-3-126					243.7	59.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0006976	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-126	17-3-126															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2967.0	1e-06	0.0015660000000000001
17-3-129	17-3-129					14.3	-48.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00128	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-129	17-3-129															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2968.0	1e-06	0.001594
17-3-132	17-3-132					38.3	-44.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0027170000000000002	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
17-3-132	17-3-132															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2969.0	1e-06	0.001626
17-3-135	17-3-135															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2970.0	1e-06	0.0018789999999999998
17-3-135	17-3-135					45.4	-50.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002396	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
18-1-051	18-1-051															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2716.0	1e-06	0.001507
18-1-051	18-1-051					179.7	55.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001756	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
18-1-054	18-1-054															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2717.0	1e-06	0.001584
18-1-054	18-1-054					177.4	44.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00135	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
18-1-057	18-1-057					176.8	53.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002382	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
18-1-057	18-1-057															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2718.0	1e-06	0.0012230000000000001
18-1-059	18-1-059					180.9	50.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0016469999999999998	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
18-1-059	18-1-059															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2719.0	1e-06	0.001413
18-1-063	18-1-063															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2720.0	1e-06	0.0017929999999999999
18-1-063	18-1-063					183.4	52.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001814	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
18-1-065	18-1-065															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2721.0	1e-06	0.001668
18-1-065	18-1-065					139.9	43.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.000591	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
18-1-069	18-1-069															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2722.0	1e-06	0.0015890000000000001
18-1-069	18-1-069					126.9	45.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0005669	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
18-1-072	18-1-072															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2723.0	1e-06	0.0015429999999999999
18-1-072	18-1-072					140.4	39.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0005989	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
18-1-075	18-1-075					142.5	48.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0007714	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
18-1-075	18-1-075															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2724.0	1e-06	0.001501
18-1-078	18-1-078					130.7	47.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0005638	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
18-1-078	18-1-078															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2725.0	1e-06	0.0016120000000000002
18-1-082	18-1-082															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2726.0	1e-06	0.0016539999999999999
18-1-082	18-1-082					172.2	50.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001394	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
18-1-085	18-1-085					180.0	63.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001578	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
