tab	samples
citations	location	sample	site	method_codes	sample_core_depth
This study	DSDP Site 522	32-2-025	32-2-025	FS-C-DRILL-IODP:SP-SS-C:SO-V	123.55
This study	DSDP Site 522	32-2-028	32-2-028	FS-C-DRILL-IODP:SP-SS-C:SO-V	123.58
This study	DSDP Site 522	32-2-032	32-2-032	FS-C-DRILL-IODP:SP-SS-C:SO-V	123.62
This study	DSDP Site 522	32-2-036	32-2-036	FS-C-DRILL-IODP:SP-SS-C:SO-V	123.66
This study	DSDP Site 522	32-2-039	32-2-039	FS-C-DRILL-IODP:SP-SS-C:SO-V	123.69
This study	DSDP Site 522	32-2-042	32-2-042	FS-C-DRILL-IODP:SP-SS-C:SO-V	123.72
This study	DSDP Site 522	32-2-046	32-2-046	FS-C-DRILL-IODP:SP-SS-C:SO-V	123.76
This study	DSDP Site 522	32-2-049	32-2-049	FS-C-DRILL-IODP:SP-SS-C:SO-V	123.79
This study	DSDP Site 522	32-2-053	32-2-053	FS-C-DRILL-IODP:SP-SS-C:SO-V	123.83
This study	DSDP Site 522	32-2-056	32-2-056	FS-C-DRILL-IODP:SP-SS-C:SO-V	123.86
This study	DSDP Site 522	32-2-059	32-2-059	FS-C-DRILL-IODP:SP-SS-C:SO-V	123.89
This study	DSDP Site 522	32-2-063	32-2-063	FS-C-DRILL-IODP:SP-SS-C:SO-V	123.93
This study	DSDP Site 522	32-2-067	32-2-067	FS-C-DRILL-IODP:SP-SS-C:SO-V	123.97
This study	DSDP Site 522	32-2-070	32-2-070	FS-C-DRILL-IODP:SP-SS-C:SO-V	124
This study	DSDP Site 522	32-2-073	32-2-073	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.03
This study	DSDP Site 522	32-2-076	32-2-076	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.06
This study	DSDP Site 522	32-2-080	32-2-080	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.1
This study	DSDP Site 522	32-2-082	32-2-082	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.12
This study	DSDP Site 522	32-2-086	32-2-086	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.16
This study	DSDP Site 522	32-2-090	32-2-090	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.2
This study	DSDP Site 522	32-2-093	32-2-093	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.23
This study	DSDP Site 522	32-2-096	32-2-096	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.26
This study	DSDP Site 522	32-2-099	32-2-099	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.29
This study	DSDP Site 522	32-2-103	32-2-103	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.33
This study	DSDP Site 522	32-2-107	32-2-107	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.37
This study	DSDP Site 522	32-2-113	32-2-113	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.43
This study	DSDP Site 522	32-2-116	32-2-116	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.46
This study	DSDP Site 522	32-2-119	32-2-119	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.49
This study	DSDP Site 522	32-2-123	32-2-123	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.53
This study	DSDP Site 522	32-2-126	32-2-126	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.56
This study	DSDP Site 522	32-2-130	32-2-130	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.6
This study	DSDP Site 522	32-2-134	32-2-134	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.64
This study	DSDP Site 522	32-2-137	32-2-137	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.67
This study	DSDP Site 522	32-2-141	32-2-141	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.71
This study	DSDP Site 522	32-2-144	32-2-144	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.74
This study	DSDP Site 522	32-2-147	32-2-147	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.77
This study	DSDP Site 522	32-2-150	32-2-150	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.8
This study	DSDP Site 522	32-3-004	32-3-004	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.84
This study	DSDP Site 522	32-3-006	32-3-006	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.86
This study	DSDP Site 522	32-3-009	32-3-009	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.89
This study	DSDP Site 522	32-3-013	32-3-013	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.93
This study	DSDP Site 522	32-3-016	32-3-016	FS-C-DRILL-IODP:SP-SS-C:SO-V	124.96
This study	DSDP Site 522	32-3-020	32-3-020	FS-C-DRILL-IODP:SP-SS-C:SO-V	125
This study	DSDP Site 522	32-3-023	32-3-023	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.03
This study	DSDP Site 522	32-3-026	32-3-026	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.06
This study	DSDP Site 522	32-3-029	32-3-029	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.09
This study	DSDP Site 522	32-3-033	32-3-033	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.13
This study	DSDP Site 522	32-3-036	32-3-036	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.16
This study	DSDP Site 522	32-3-039	32-3-039	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.19
This study	DSDP Site 522	32-3-043	32-3-043	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.23
This study	DSDP Site 522	32-3-049	32-3-049	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.29
This study	DSDP Site 522	32-3-052	32-3-052	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.32
This study	DSDP Site 522	32-3-055	32-3-055	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.35
This study	DSDP Site 522	32-3-058	32-3-058	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.38
This study	DSDP Site 522	32-3-063	32-3-063	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.43
This study	DSDP Site 522	32-3-067	32-3-067	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.47
This study	DSDP Site 522	32-3-070	32-3-070	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.5
This study	DSDP Site 522	32-3-074	32-3-074	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.54
This study	DSDP Site 522	32-3-078	32-3-078	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.58
This study	DSDP Site 522	32-3-081	32-3-081	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.61
This study	DSDP Site 522	32-3-084	32-3-084	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.64
This study	DSDP Site 522	32-3-087	32-3-087	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.67
This study	DSDP Site 522	32-3-090	32-3-090	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.7
This study	DSDP Site 522	32-3-093	32-3-093	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.73
This study	DSDP Site 522	32-3-096	32-3-096	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.76
This study	DSDP Site 522	32-3-099	32-3-099	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.79
This study	DSDP Site 522	32-3-103	32-3-103	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.83
This study	DSDP Site 522	32-3-106	32-3-106	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.86
This study	DSDP Site 522	32-3-109	32-3-109	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.89
This study	DSDP Site 522	32-3-112	32-3-112	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.92
This study	DSDP Site 522	32-3-115	32-3-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.95
This study	DSDP Site 522	32-3-118	32-3-118	FS-C-DRILL-IODP:SP-SS-C:SO-V	125.98
This study	DSDP Site 522	32-3-122	32-3-122	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.02
This study	DSDP Site 522	32-3-124	32-3-124	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.04
This study	DSDP Site 522	32-3-128	32-3-128	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.08
This study	DSDP Site 522	32-3-131	32-3-131	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.11
This study	DSDP Site 522	32-3-134	32-3-134	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.14
This study	DSDP Site 522	33-1-012	33-1-012	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.32
This study	DSDP Site 522	33-1-015	33-1-015	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.35
This study	DSDP Site 522	33-1-021	33-1-021	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.41
This study	DSDP Site 522	33-1-027	33-1-027	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.47
This study	DSDP Site 522	33-1-030	33-1-030	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.5
This study	DSDP Site 522	33-1-033	33-1-033	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.53
This study	DSDP Site 522	33-1-038	33-1-038	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.58
This study	DSDP Site 522	33-1-042	33-1-042	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.62
This study	DSDP Site 522	33-1-044	33-1-044	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.64
This study	DSDP Site 522	33-1-047	33-1-047	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.67
This study	DSDP Site 522	33-1-050	33-1-050	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.7
This study	DSDP Site 522	33-1-053	33-1-053	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.73
This study	DSDP Site 522	33-1-057	33-1-057	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.77
This study	DSDP Site 522	33-1-062	33-1-062	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.82
This study	DSDP Site 522	33-1-068	33-1-068	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.88
This study	DSDP Site 522	33-1-071	33-1-071	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.91
This study	DSDP Site 522	33-1-074	33-1-074	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.94
This study	DSDP Site 522	33-1-078	33-1-078	FS-C-DRILL-IODP:SP-SS-C:SO-V	126.98
This study	DSDP Site 522	33-1-083	33-1-083	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.03
This study	DSDP Site 522	33-1-088	33-1-088	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.08
This study	DSDP Site 522	33-1-091	33-1-091	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.11
This study	DSDP Site 522	33-1-094	33-1-094	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.14
This study	DSDP Site 522	33-1-099	33-1-099	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.19
This study	DSDP Site 522	33-1-103	33-1-103	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.23
This study	DSDP Site 522	33-1-109	33-1-109	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.29
This study	DSDP Site 522	33-1-112	33-1-112	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.32
This study	DSDP Site 522	33-1-115	33-1-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.35
This study	DSDP Site 522	33-1-119	33-1-119	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.39
This study	DSDP Site 522	33-1-122	33-1-122	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.42
This study	DSDP Site 522	33-1-125	33-1-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.45
This study	DSDP Site 522	33-1-130	33-1-130	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.5
This study	DSDP Site 522	33-1-134	33-1-134	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.54
This study	DSDP Site 522	33-1-138	33-1-138	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.58
This study	DSDP Site 522	33-1-141	33-1-141	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.61
This study	DSDP Site 522	33-1-145	33-1-145	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.65
This study	DSDP Site 522	33-1-149	33-1-149	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.69
This study	DSDP Site 522	33-2-002	33-2-002	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.72
This study	DSDP Site 522	33-2-005	33-2-005	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.75
This study	DSDP Site 522	33-2-009	33-2-009	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.79
This study	DSDP Site 522	33-2-013	33-2-013	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.83
This study	DSDP Site 522	33-2-017	33-2-017	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.87
This study	DSDP Site 522	33-2-023	33-2-023	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.93
This study	DSDP Site 522	33-2-026	33-2-026	FS-C-DRILL-IODP:SP-SS-C:SO-V	127.96
This study	DSDP Site 522	33-2-031	33-2-031	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.01
This study	DSDP Site 522	33-2-036	33-2-036	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.06
This study	DSDP Site 522	33-2-038	33-2-038	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.08
This study	DSDP Site 522	33-2-045	33-2-045	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.15
This study	DSDP Site 522	33-2-050	33-2-050	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.2
This study	DSDP Site 522	33-2-054	33-2-054	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.24
This study	DSDP Site 522	33-2-057	33-2-057	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.27
This study	DSDP Site 522	33-2-059	33-2-059	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.29
This study	DSDP Site 522	33-2-064	33-2-064	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.34
This study	DSDP Site 522	33-2-067	33-2-067	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.37
This study	DSDP Site 522	33-2-071	33-2-071	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.41
This study	DSDP Site 522	33-2-077	33-2-077	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.47
This study	DSDP Site 522	33-2-082	33-2-082	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.52
This study	DSDP Site 522	33-2-086	33-2-086	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.56
This study	DSDP Site 522	33-2-091	33-2-091	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.61
This study	DSDP Site 522	33-2-094	33-2-094	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.64
This study	DSDP Site 522	33-2-104	33-2-104	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.74
This study	DSDP Site 522	33-2-108	33-2-108	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.78
This study	DSDP Site 522	33-2-112	33-2-112	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.82
This study	DSDP Site 522	33-2-117	33-2-117	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.86
This study	DSDP Site 522	33-2-120	33-2-120	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.9
This study	DSDP Site 522	33-2-124	33-2-124	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.94
This study	DSDP Site 522	33-2-128	33-2-128	FS-C-DRILL-IODP:SP-SS-C:SO-V	128.98
This study	DSDP Site 522	33-2-131	33-2-131	FS-C-DRILL-IODP:SP-SS-C:SO-V	129.01
This study	DSDP Site 522	33-2-136	33-2-136	FS-C-DRILL-IODP:SP-SS-C:SO-V	129.06
This study	DSDP Site 522	33-2-141	33-2-141	FS-C-DRILL-IODP:SP-SS-C:SO-V	129.11
This study	DSDP Site 522	33-2-145	33-2-145	FS-C-DRILL-IODP:SP-SS-C:SO-V	129.15
This study	DSDP Site 522	33-2-149	33-2-149	FS-C-DRILL-IODP:SP-SS-C:SO-V	129.19
This study	DSDP Site 522	33-3-002	33-3-002	FS-C-DRILL-IODP:SP-SS-C:SO-V	129.22
This study	DSDP Site 522	33-3-005	33-3-005	FS-C-DRILL-IODP:SP-SS-C:SO-V	129.25
This study	DSDP Site 522	33-3-011	33-3-011	FS-C-DRILL-IODP:SP-SS-C:SO-V	129.31
This study	DSDP Site 522	33-3-015	33-3-015	FS-C-DRILL-IODP:SP-SS-C:SO-V	129.35
This study	DSDP Site 522	34-1-034	34-1-034	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.04
This study	DSDP Site 522	34-1-037	34-1-037	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.07
This study	DSDP Site 522	34-1-041	34-1-041	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.11
This study	DSDP Site 522	34-1-044	34-1-044	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.14
This study	DSDP Site 522	34-1-049	34-1-049	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.19
This study	DSDP Site 522	34-1-052	34-1-052	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.22
This study	DSDP Site 522	34-1-055	34-1-055	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.25
This study	DSDP Site 522	34-1-059	34-1-059	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.29
This study	DSDP Site 522	34-1-064	34-1-064	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.34
This study	DSDP Site 522	34-1-068	34-1-068	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.38
This study	DSDP Site 522	34-1-078	34-1-078	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.48
This study	DSDP Site 522	34-1-082	34-1-082	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.52
This study	DSDP Site 522	34-1-085	34-1-085	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.55
This study	DSDP Site 522	34-1-088	34-1-088	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.58
This study	DSDP Site 522	34-1-091	34-1-091	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.61
This study	DSDP Site 522	34-1-094	34-1-094	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.64
This study	DSDP Site 522	34-1-101	34-1-101	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.71
This study	DSDP Site 522	34-1-104	34-1-104	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.74
This study	DSDP Site 522	34-1-107	34-1-107	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.77
This study	DSDP Site 522	34-1-115	34-1-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.85
This study	DSDP Site 522	34-1-118	34-1-118	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.88
This study	DSDP Site 522	34-1-121	34-1-121	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.91
This study	DSDP Site 522	34-1-125	34-1-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.95
This study	DSDP Site 522	34-1-128	34-1-128	FS-C-DRILL-IODP:SP-SS-C:SO-V	130.98
This study	DSDP Site 522	34-1-131	34-1-131	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.01
This study	DSDP Site 522	34-1-136	34-1-136	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.06
This study	DSDP Site 522	34-1-139	34-1-139	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.09
This study	DSDP Site 522	34-1-141	34-1-141	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.11
This study	DSDP Site 522	34-1-145	34-1-145	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.15
This study	DSDP Site 522	34-1-148	34-1-148	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.18
This study	DSDP Site 522	34-2-009	34-2-009	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.29
This study	DSDP Site 522	34-2-012	34-2-012	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.32
This study	DSDP Site 522	34-2-014	34-2-014	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.34
This study	DSDP Site 522	34-2-019	34-2-019	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.39
This study	DSDP Site 522	34-2-023	34-2-023	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.43
This study	DSDP Site 522	34-2-026	34-2-026	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.46
This study	DSDP Site 522	34-2-029	34-2-029	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.49
This study	DSDP Site 522	34-2-033	34-2-033	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.53
This study	DSDP Site 522	34-2-037	34-2-037	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.57
This study	DSDP Site 522	34-2-039	34-2-039	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.59
This study	DSDP Site 522	34-2-041	34-2-041	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.61
This study	DSDP Site 522	34-2-044	34-2-044	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.64
This study	DSDP Site 522	34-2-047	34-2-047	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.67
This study	DSDP Site 522	34-2-051	34-2-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.71
This study	DSDP Site 522	34-2-054	34-2-054	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.74
This study	DSDP Site 522	34-2-058	34-2-058	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.78
This study	DSDP Site 522	34-2-061	34-2-061	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.81
This study	DSDP Site 522	34-2-064	34-2-064	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.84
This study	DSDP Site 522	34-2-068	34-2-068	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.88
This study	DSDP Site 522	34-2-072	34-2-072	FS-C-DRILL-IODP:SP-SS-C:SO-V	131.92
This study	DSDP Site 522	34-2-081	34-2-081	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.01
This study	DSDP Site 522	34-2-084	34-2-084	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.04
This study	DSDP Site 522	34-2-087	34-2-087	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.07
This study	DSDP Site 522	34-2-090	34-2-090	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.1
This study	DSDP Site 522	34-2-093	34-2-093	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.13
This study	DSDP Site 522	34-2-096	34-2-096	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.16
This study	DSDP Site 522	34-2-099	34-2-099	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.19
This study	DSDP Site 522	34-2-102	34-2-102	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.22
This study	DSDP Site 522	34-2-105	34-2-105	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.25
This study	DSDP Site 522	34-2-108	34-2-108	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.28
This study	DSDP Site 522	34-2-111	34-2-111	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.31
This study	DSDP Site 522	34-2-114	34-2-114	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.34
This study	DSDP Site 522	34-2-117	34-2-117	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.37
This study	DSDP Site 522	34-2-120	34-2-120	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.4
This study	DSDP Site 522	34-2-123	34-2-123	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.43
This study	DSDP Site 522	34-2-126	34-2-126	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.46
This study	DSDP Site 522	34-2-129	34-2-129	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.49
This study	DSDP Site 522	34-2-132	34-2-132	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.52
This study	DSDP Site 522	34-2-135	34-2-135	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.55
This study	DSDP Site 522	34-2-138	34-2-138	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.58
This study	DSDP Site 522	34-2-142	34-2-142	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.62
This study	DSDP Site 522	34-2-145	34-2-145	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.65
This study	DSDP Site 522	34-2-149	34-2-149	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.69
This study	DSDP Site 522	34-3-006	34-3-006	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.76
This study	DSDP Site 522	34-3-009	34-3-009	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.79
This study	DSDP Site 522	34-3-012	34-3-012	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.82
This study	DSDP Site 522	34-3-015	34-3-015	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.85
This study	DSDP Site 522	34-3-018	34-3-018	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.88
This study	DSDP Site 522	34-3-022	34-3-022	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.92
This study	DSDP Site 522	34-3-025	34-3-025	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.95
This study	DSDP Site 522	34-3-028	34-3-028	FS-C-DRILL-IODP:SP-SS-C:SO-V	132.98
This study	DSDP Site 522	34-3-032	34-3-032	FS-C-DRILL-IODP:SP-SS-C:SO-V	133.02
This study	DSDP Site 522	34-3-035	34-3-035	FS-C-DRILL-IODP:SP-SS-C:SO-V	133.05
This study	DSDP Site 522	34-3-038	34-3-038	FS-C-DRILL-IODP:SP-SS-C:SO-V	133.08
This study	DSDP Site 522	34-3-040	34-3-040	FS-C-DRILL-IODP:SP-SS-C:SO-V	133.1
This study	DSDP Site 522	34-3-044	34-3-044	FS-C-DRILL-IODP:SP-SS-C:SO-V	133.14
This study	DSDP Site 522	34-3-047	34-3-047	FS-C-DRILL-IODP:SP-SS-C:SO-V	133.17
This study	DSDP Site 522	34-3-051	34-3-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	133.21
This study	DSDP Site 522	34-3-053	34-3-053	FS-C-DRILL-IODP:SP-SS-C:SO-V	133.23
This study	DSDP Site 522	34-3-056	34-3-056	FS-C-DRILL-IODP:SP-SS-C:SO-V	133.26
This study	DSDP Site 522	34-3-059	34-3-059	FS-C-DRILL-IODP:SP-SS-C:SO-V	133.29
This study	DSDP Site 522	34-3-062	34-3-062	FS-C-DRILL-IODP:SP-SS-C:SO-V	133.32
This study	DSDP Site 522	34-3-065	34-3-065	FS-C-DRILL-IODP:SP-SS-C:SO-V	133.35
This study	DSDP Site 522	34-3-068	34-3-068	FS-C-DRILL-IODP:SP-SS-C:SO-V	133.38
This study	DSDP Site 522	34-3-071	34-3-071	FS-C-DRILL-IODP:SP-SS-C:SO-V	133.41
This study	DSDP Site 522	34-3-077	34-3-077	FS-C-DRILL-IODP:SP-SS-C:SO-V	133.47
This study	DSDP Site 522	34-3-084	34-3-084	FS-C-DRILL-IODP:SP-SS-C:SO-V	133.54
This study	DSDP Site 522	34-3-087	34-3-087	FS-C-DRILL-IODP:SP-SS-C:SO-V	133.57
This study	DSDP Site 522	34-3-090	34-3-090	FS-C-DRILL-IODP:SP-SS-C:SO-V	133.6
This study	DSDP Site 522	34-3-095	34-3-095	FS-C-DRILL-IODP:SP-SS-C:SO-V	133.65
This study	DSDP Site 522	35-1-035	35-1-035	FS-C-DRILL-IODP:SP-SS-C:SO-V	134.05
This study	DSDP Site 522	35-1-038	35-1-038	FS-C-DRILL-IODP:SP-SS-C:SO-V	134.08
