tab	samples
citations	location	sample	site	method_codes	sample_core_depth
This study	DSDP Site 522	22-2-004	22-2-004	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.23
This study	DSDP Site 522	22-2-007	22-2-007	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.26
This study	DSDP Site 522	22-2-010	22-2-010	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.29
This study	DSDP Site 522	22-2-013	22-2-013	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.32
This study	DSDP Site 522	22-2-019	22-2-019	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.38
This study	DSDP Site 522	22-2-022	22-2-022	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.41
This study	DSDP Site 522	22-2-025	22-2-025	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.44
This study	DSDP Site 522	22-2-028	22-2-028	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.47
This study	DSDP Site 522	22-2-031	22-2-031	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.5
This study	DSDP Site 522	22-2-034	22-2-034	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.53
This study	DSDP Site 522	22-2-036	22-2-036	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.56
This study	DSDP Site 522	22-2-040	22-2-040	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.59
This study	DSDP Site 522	22-2-043	22-2-043	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.62
This study	DSDP Site 522	22-2-046	22-2-046	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.65
This study	DSDP Site 522	22-2-051	22-2-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.71
This study	DSDP Site 522	22-2-055	22-2-055	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.74
This study	DSDP Site 522	22-2-057	22-2-057	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.76
This study	DSDP Site 522	22-2-061	22-2-061	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.8
This study	DSDP Site 522	22-2-064	22-2-064	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.83
This study	DSDP Site 522	22-2-067	22-2-067	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.86
This study	DSDP Site 522	22-2-070	22-2-070	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.89
This study	DSDP Site 522	22-2-073	22-2-073	FS-C-DRILL-IODP:SP-SS-C:SO-V	87.92
This study	DSDP Site 522	22-2-081	22-2-081	FS-C-DRILL-IODP:SP-SS-C:SO-V	88
This study	DSDP Site 522	22-2-083	22-2-083	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.03
This study	DSDP Site 522	22-2-086	22-2-086	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.06
This study	DSDP Site 522	22-2-090	22-2-090	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.09
This study	DSDP Site 522	22-2-093	22-2-093	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.12
This study	DSDP Site 522	22-2-096	22-2-096	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.15
This study	DSDP Site 522	22-2-098	22-2-098	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.18
This study	DSDP Site 522	22-2-102	22-2-102	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.22
This study	DSDP Site 522	22-2-105	22-2-105	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.24
This study	DSDP Site 522	22-2-108	22-2-108	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.27
This study	DSDP Site 522	22-2-112	22-2-112	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.31
This study	DSDP Site 522	22-2-114	22-2-114	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.34
This study	DSDP Site 522	22-2-116	22-2-116	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.36
This study	DSDP Site 522	22-2-119	22-2-119	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.39
This study	DSDP Site 522	22-2-122	22-2-122	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.42
This study	DSDP Site 522	22-2-125	22-2-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.45
This study	DSDP Site 522	22-2-129	22-2-129	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.48
This study	DSDP Site 522	22-2-133	22-2-133	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.52
This study	DSDP Site 522	22-2-136	22-2-136	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.55
This study	DSDP Site 522	22-2-140	22-2-140	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.59
This study	DSDP Site 522	22-3-004	22-3-004	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.64
This study	DSDP Site 522	22-3-009	22-3-009	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.69
This study	DSDP Site 522	22-3-014	22-3-014	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.73
This study	DSDP Site 522	22-3-016	22-3-016	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.76
This study	DSDP Site 522	22-3-019	22-3-019	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.79
This study	DSDP Site 522	22-3-023	22-3-023	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.82
This study	DSDP Site 522	22-3-025	22-3-025	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.84
This study	DSDP Site 522	22-3-028	22-3-028	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.88
This study	DSDP Site 522	22-3-035	22-3-035	FS-C-DRILL-IODP:SP-SS-C:SO-V	88.95
This study	DSDP Site 522	22-3-040	22-3-040	FS-C-DRILL-IODP:SP-SS-C:SO-V	89
This study	DSDP Site 522	22-3-043	22-3-043	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.03
This study	DSDP Site 522	22-3-047	22-3-047	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.06
This study	DSDP Site 522	22-3-051	22-3-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.1
This study	DSDP Site 522	22-3-054	22-3-054	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.13
This study	DSDP Site 522	22-3-057	22-3-057	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.16
This study	DSDP Site 522	22-3-061	22-3-061	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.2
This study	DSDP Site 522	22-3-062	22-3-062	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.22
This study	DSDP Site 522	22-3-065	22-3-065	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.25
This study	DSDP Site 522	22-3-068	22-3-068	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.28
This study	DSDP Site 522	22-3-071	22-3-071	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.31
This study	DSDP Site 522	22-3-075	22-3-075	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.34
This study	DSDP Site 522	22-3-078	22-3-078	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.37
This study	DSDP Site 522	22-3-083	22-3-083	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.42
This study	DSDP Site 522	22-3-086	22-3-086	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.45
This study	DSDP Site 522	22-3-089	22-3-089	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.48
This study	DSDP Site 522	22-3-091	22-3-091	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.51
This study	DSDP Site 522	22-3-095	22-3-095	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.55
This study	DSDP Site 522	22-3-098	22-3-098	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.57
This study	DSDP Site 522	22-3-100	22-3-100	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.6
This study	DSDP Site 522	22-3-104	22-3-104	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.63
This study	DSDP Site 522	22-3-107	22-3-107	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.66
This study	DSDP Site 522	22-3-110	22-3-110	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.69
This study	DSDP Site 522	22-3-113	22-3-113	FS-C-DRILL-IODP:SP-SS-C:SO-V	89.73
This study	DSDP Site 522	25-1-007	25-1-007	FS-C-DRILL-IODP:SP-SS-C:SO-V	91.67
This study	DSDP Site 522	25-1-044	25-1-044	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.04
This study	DSDP Site 522	25-1-063	25-1-063	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.22
This study	DSDP Site 522	25-1-066	25-1-066	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.26
This study	DSDP Site 522	25-1-069	25-1-069	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.29
This study	DSDP Site 522	25-1-072	25-1-072	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.32
This study	DSDP Site 522	25-1-076	25-1-076	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.36
This study	DSDP Site 522	25-1-082	25-1-082	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.41
This study	DSDP Site 522	25-1-092	25-1-092	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.51
This study	DSDP Site 522	25-1-100	25-1-100	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.59
This study	DSDP Site 522	25-1-103	25-1-103	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.62
This study	DSDP Site 522	25-1-107	25-1-107	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.67
This study	DSDP Site 522	25-1-109	25-1-109	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.69
This study	DSDP Site 522	25-1-113	25-1-113	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.72
This study	DSDP Site 522	25-1-115	25-1-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.75
This study	DSDP Site 522	25-1-118	25-1-118	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.78
This study	DSDP Site 522	25-1-121	25-1-121	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.81
This study	DSDP Site 522	25-1-126	25-1-126	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.86
This study	DSDP Site 522	25-1-130	25-1-130	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.9
This study	DSDP Site 522	25-1-133	25-1-133	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.93
This study	DSDP Site 522	25-1-136	25-1-136	FS-C-DRILL-IODP:SP-SS-C:SO-V	92.96
This study	DSDP Site 522	25-1-143	25-1-143	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.02
This study	DSDP Site 522	25-1-146	25-1-146	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.05
This study	DSDP Site 522	25-1-149	25-1-149	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.09
This study	DSDP Site 522	25-2-001	25-2-001	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.11
This study	DSDP Site 522	25-2-005	25-2-005	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.15
This study	DSDP Site 522	25-2-008	25-2-008	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.18
This study	DSDP Site 522	25-2-011	25-2-011	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.21
This study	DSDP Site 522	25-2-015	25-2-015	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.24
This study	DSDP Site 522	25-2-019	25-2-019	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.28
This study	DSDP Site 522	25-2-023	25-2-023	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.33
This study	DSDP Site 522	25-2-026	25-2-026	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.36
This study	DSDP Site 522	25-2-032	25-2-032	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.42
This study	DSDP Site 522	25-2-035	25-2-035	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.44
This study	DSDP Site 522	25-2-039	25-2-039	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.49
This study	DSDP Site 522	25-2-042	25-2-042	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.51
This study	DSDP Site 522	25-2-047	25-2-047	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.56
This study	DSDP Site 522	25-2-050	25-2-050	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.6
This study	DSDP Site 522	25-2-054	25-2-054	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.63
This study	DSDP Site 522	25-2-058	25-2-058	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.67
This study	DSDP Site 522	25-2-060	25-2-060	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.69
This study	DSDP Site 522	25-2-064	25-2-064	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.74
This study	DSDP Site 522	25-2-067	25-2-067	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.77
This study	DSDP Site 522	25-2-071	25-2-071	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.8
This study	DSDP Site 522	25-2-074	25-2-074	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.83
This study	DSDP Site 522	25-2-076	25-2-076	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.86
This study	DSDP Site 522	25-2-079	25-2-079	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.89
This study	DSDP Site 522	25-2-082	25-2-082	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.92
This study	DSDP Site 522	25-2-086	25-2-086	FS-C-DRILL-IODP:SP-SS-C:SO-V	93.96
This study	DSDP Site 522	25-2-090	25-2-090	FS-C-DRILL-IODP:SP-SS-C:SO-V	94
This study	DSDP Site 522	25-2-094	25-2-094	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.03
This study	DSDP Site 522	25-2-098	25-2-098	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.07
This study	DSDP Site 522	25-2-101	25-2-101	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.11
This study	DSDP Site 522	25-2-104	25-2-104	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.13
This study	DSDP Site 522	25-2-107	25-2-107	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.17
This study	DSDP Site 522	25-2-110	25-2-110	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.19
This study	DSDP Site 522	25-2-113	25-2-113	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.22
This study	DSDP Site 522	25-2-117	25-2-117	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.27
This study	DSDP Site 522	25-2-121	25-2-121	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.3
This study	DSDP Site 522	25-2-128	25-2-128	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.38
This study	DSDP Site 522	25-2-132	25-2-132	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.41
This study	DSDP Site 522	25-2-135	25-2-135	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.44
This study	DSDP Site 522	25-2-138	25-2-138	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.48
This study	DSDP Site 522	25-2-141	25-2-141	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.5
This study	DSDP Site 522	25-2-145	25-2-145	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.54
This study	DSDP Site 522	25-2-147	25-2-147	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.57
This study	DSDP Site 522	25-2-150	25-2-150	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.59
This study	DSDP Site 522	25-3-001	25-3-001	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.61
This study	DSDP Site 522	25-3-004	25-3-004	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.64
This study	DSDP Site 522	25-3-007	25-3-007	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.66
This study	DSDP Site 522	25-3-011	25-3-011	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.7
This study	DSDP Site 522	25-3-013	25-3-013	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.73
This study	DSDP Site 522	25-3-017	25-3-017	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.76
This study	DSDP Site 522	25-3-020	25-3-020	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.79
This study	DSDP Site 522	25-3-023	25-3-023	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.82
This study	DSDP Site 522	25-3-027	25-3-027	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.86
This study	DSDP Site 522	25-3-029	25-3-029	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.88
This study	DSDP Site 522	25-3-032	25-3-032	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.92
This study	DSDP Site 522	25-3-035	25-3-035	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.95
This study	DSDP Site 522	25-3-039	25-3-039	FS-C-DRILL-IODP:SP-SS-C:SO-V	94.98
This study	DSDP Site 522	25-3-042	25-3-042	FS-C-DRILL-IODP:SP-SS-C:SO-V	95.01
This study	DSDP Site 522	25-3-045	25-3-045	FS-C-DRILL-IODP:SP-SS-C:SO-V	95.05
This study	DSDP Site 522	25-3-051	25-3-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	95.11
This study	DSDP Site 522	25-3-054	25-3-054	FS-C-DRILL-IODP:SP-SS-C:SO-V	95.14
This study	DSDP Site 522	25-3-056	25-3-056	FS-C-DRILL-IODP:SP-SS-C:SO-V	95.16
This study	DSDP Site 522	25-3-061	25-3-061	FS-C-DRILL-IODP:SP-SS-C:SO-V	95.2
This study	DSDP Site 522	25-3-065	25-3-065	FS-C-DRILL-IODP:SP-SS-C:SO-V	95.24
This study	DSDP Site 522	25-3-067	25-3-067	FS-C-DRILL-IODP:SP-SS-C:SO-V	95.27
This study	DSDP Site 522	25-3-070	25-3-070	FS-C-DRILL-IODP:SP-SS-C:SO-V	95.29
This study	DSDP Site 522	25-3-073	25-3-073	FS-C-DRILL-IODP:SP-SS-C:SO-V	95.33
This study	DSDP Site 522	25-3-076	25-3-076	FS-C-DRILL-IODP:SP-SS-C:SO-V	95.36
This study	DSDP Site 522	25-3-079	25-3-079	FS-C-DRILL-IODP:SP-SS-C:SO-V	95.38
This study	DSDP Site 522	25-3-082	25-3-082	FS-C-DRILL-IODP:SP-SS-C:SO-V	95.41
This study	DSDP Site 522	25-3-085	25-3-085	FS-C-DRILL-IODP:SP-SS-C:SO-V	95.44
This study	DSDP Site 522	25-3-086	25-3-086	FS-C-DRILL-IODP:SP-SS-C:SO-V	95.46
This study	DSDP Site 522	26-1-036	26-1-036	FS-C-DRILL-IODP:SP-SS-C:SO-V	95.96
This study	DSDP Site 522	26-1-041	26-1-041	FS-C-DRILL-IODP:SP-SS-C:SO-V	96
This study	DSDP Site 522	26-1-044	26-1-044	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.03
This study	DSDP Site 522	26-1-046	26-1-046	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.06
This study	DSDP Site 522	26-1-050	26-1-050	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.09
This study	DSDP Site 522	26-1-053	26-1-053	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.12
This study	DSDP Site 522	26-1-055	26-1-055	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.14
This study	DSDP Site 522	26-1-058	26-1-058	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.17
This study	DSDP Site 522	26-1-061	26-1-061	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.21
This study	DSDP Site 522	26-1-063	26-1-063	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.23
This study	DSDP Site 522	26-1-067	26-1-067	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.27
This study	DSDP Site 522	26-1-071	26-1-071	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.3
This study	DSDP Site 522	26-1-075	26-1-075	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.34
This study	DSDP Site 522	26-1-078	26-1-078	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.38
This study	DSDP Site 522	26-1-083	26-1-083	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.43
This study	DSDP Site 522	26-1-086	26-1-086	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.45
This study	DSDP Site 522	26-1-089	26-1-089	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.49
This study	DSDP Site 522	26-1-094	26-1-094	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.54
This study	DSDP Site 522	26-1-098	26-1-098	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.58
This study	DSDP Site 522	26-1-101	26-1-101	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.61
This study	DSDP Site 522	26-1-104	26-1-104	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.63
This study	DSDP Site 522	26-1-107	26-1-107	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.66
This study	DSDP Site 522	26-1-110	26-1-110	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.69
This study	DSDP Site 522	26-1-113	26-1-113	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.72
This study	DSDP Site 522	26-1-116	26-1-116	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.75
This study	DSDP Site 522	26-1-119	26-1-119	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.78
This study	DSDP Site 522	26-1-123	26-1-123	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.83
This study	DSDP Site 522	26-1-127	26-1-127	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.86
This study	DSDP Site 522	26-1-130	26-1-130	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.89
This study	DSDP Site 522	26-1-133	26-1-133	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.92
This study	DSDP Site 522	26-1-136	26-1-136	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.95
This study	DSDP Site 522	26-1-138	26-1-138	FS-C-DRILL-IODP:SP-SS-C:SO-V	96.98
This study	DSDP Site 522	26-1-143	26-1-143	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.02
This study	DSDP Site 522	26-1-148	26-1-148	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.08
This study	DSDP Site 522	26-2-001	26-2-001	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.11
This study	DSDP Site 522	26-2-004	26-2-004	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.14
This study	DSDP Site 522	26-2-007	26-2-007	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.17
This study	DSDP Site 522	26-2-010	26-2-010	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.19
This study	DSDP Site 522	26-2-012	26-2-012	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.21
This study	DSDP Site 522	26-2-015	26-2-015	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.25
This study	DSDP Site 522	26-2-018	26-2-018	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.27
This study	DSDP Site 522	26-2-020	26-2-020	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.29
This study	DSDP Site 522	26-2-023	26-2-023	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.32
This study	DSDP Site 522	26-2-025	26-2-025	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.35
This study	DSDP Site 522	26-2-028	26-2-028	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.38
This study	DSDP Site 522	26-2-031	26-2-031	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.41
This study	DSDP Site 522	26-2-034	26-2-034	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.44
This study	DSDP Site 522	26-2-037	26-2-037	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.47
This study	DSDP Site 522	26-2-040	26-2-040	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.49
This study	DSDP Site 522	26-2-045	26-2-045	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.55
This study	DSDP Site 522	26-2-048	26-2-048	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.58
This study	DSDP Site 522	26-2-051	26-2-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.61
This study	DSDP Site 522	26-2-054	26-2-054	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.64
This study	DSDP Site 522	26-2-058	26-2-058	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.68
This study	DSDP Site 522	26-2-061	26-2-061	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.71
This study	DSDP Site 522	26-2-067	26-2-067	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.77
This study	DSDP Site 522	26-2-070	26-2-070	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.79
This study	DSDP Site 522	26-2-073	26-2-073	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.82
This study	DSDP Site 522	26-2-076	26-2-076	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.85
This study	DSDP Site 522	26-2-079	26-2-079	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.89
This study	DSDP Site 522	26-2-082	26-2-082	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.92
This study	DSDP Site 522	26-2-084	26-2-084	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.94
This study	DSDP Site 522	26-2-087	26-2-087	FS-C-DRILL-IODP:SP-SS-C:SO-V	97.97
This study	DSDP Site 522	26-2-090	26-2-090	FS-C-DRILL-IODP:SP-SS-C:SO-V	98
This study	DSDP Site 522	26-2-093	26-2-093	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.03
This study	DSDP Site 522	26-2-096	26-2-096	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.06
This study	DSDP Site 522	26-2-099	26-2-099	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.09
This study	DSDP Site 522	26-2-102	26-2-102	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.12
This study	DSDP Site 522	26-2-106	26-2-106	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.16
This study	DSDP Site 522	26-2-109	26-2-109	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.19
This study	DSDP Site 522	26-2-112	26-2-112	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.22
This study	DSDP Site 522	26-2-115	26-2-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.24
This study	DSDP Site 522	26-2-117	26-2-117	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.27
This study	DSDP Site 522	26-2-120	26-2-120	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.29
This study	DSDP Site 522	26-2-122	26-2-122	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.32
This study	DSDP Site 522	26-2-125	26-2-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.35
This study	DSDP Site 522	26-2-128	26-2-128	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.38
This study	DSDP Site 522	26-2-131	26-2-131	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.41
This study	DSDP Site 522	26-2-136	26-2-136	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.45
This study	DSDP Site 522	26-2-139	26-2-139	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.48
This study	DSDP Site 522	26-2-142	26-2-142	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.51
This study	DSDP Site 522	26-2-146	26-2-146	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.56
This study	DSDP Site 522	26-2-149	26-2-149	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.59
This study	DSDP Site 522	26-3-001	26-3-001	FS-C-DRILL-IODP:SP-SS-C:SO-V	98.6
