tab 	locations
age_high	age_low	age_unit	citations	conglomerate_test	contact_test	continent_ocean	country	description	dir_alpha95	dir_dec	dir_inc	dir_k	dir_k_ratio	dir_n_samples	dir_n_sites	dir_polarity	dir_tilt_correction	external_database_ids	fold_test	fold_test_significance	geologic_classes	geological_province_sections	lat_n	lat_s	lithologies	location	location_alternatives	location_type	lon_e	lon_w	method_codes	pole_antipodal_angle	pole_comp_name	pole_dm	pole_dp	pole_lat	pole_lon	pole_reversed_perc	region	result_name	result_type	reversal_test	rock_magnetic_test	terranes	village_city
92	83	Ma	10.1016/0040-1951(92)90406-V	ND	ND	Europe	Italy	Late Turonian to Santonian. Thermal to 580C, characteristic component.	35.8	342.3	21.2	12.9			3		0		F+	95	Sedimentary	Scaglia Rossa	43.6	43.6	red limestone	Lower Scaglia Rossa		Outcrop	12.5	12.5	DE-DI:LT-T-Z:LP-DC4			15.3	9.5	49.5	271.1	0	Umbria	6931	i	ND	ND		
112	35	Ma	10.1016/0012-821X(78)90196-6	ND	ND	Europe	Italy	Combined Albian to Eocene. AF minimum dispersion.	6.2	338	39	19			30		100		ND		Sedimentary	South Umbria Combined Result	42.7	42.7	Limestone	South Umbria Sediments, Combined		Outcrop	13	13	DE-DI:LT-AF-Z:LT-T-Z:LP-DC2			7.4	4.4	62.3	241.5	13	Italy	2093	i	Ro	ND		
100	97	Ma	10.1029/JB085IB07P03623	ND	ND	Europe	Italy	Early Cenomanian.	4.6	336.4	36.2			44	8		100		ND		Sedimentary		46	46	Limestone	Pelagic limestones 2		Outcrop	12	12	DE-DI:LT-AF-Z:LP-DC3			5.3	3.1	57.6	236.7	200	Southern Alps	189	i	Ro	ND		
89	65	Ma	10.1016/0012-821X(67)90069-6	ND	ND	Europe	Bulgaria	Senonian age. AF to 70mT, thermal to 600C, cleaning 20mT. OP (TM with ILM lamellae) , Js-T, X-Ray.	13	12	38	26		6	1		0		ND		Extrusive		42	42	Andesite	Cretaceous Bulgarian Andesites		Outcrop	27	27	DE-DI:LT-AF-Z:LT-T-Z:LP-DC2			16	9	66	177	100	Bulgaria	3410	i	ND	M		
94	38	Ma	10.1029/JB080I011P01579	ND	ND	Europe	Italy	Turonian to Middle Eocene. AF cleaning 10-20mT. IRM (sat. 0. 2T, no sat 10T) , Js-T (CT 540-640C) , SUSC.	6.1	317.2	43.7	17.2		318	34		100		ND		Sedimentary	Scaglia Rossa	43	43	red limestone	Scaglia Rossa		Outcrop	13	13	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	168.4		7.7	5	51.1	270.5	24	Umbrian Apennines	2477	i	Rc	M		
94	38	Ma	10.1029/JB080I011P01579	ND	ND	Europe	Italy	Turonian to Middle Eocene. AF cleaning 10-20mT. IRM (sat. 0. 2T, no sat 10T) , Js-T (CT 540-640C) , SUSC.	7.3	313.4	44.2	16			26	n	100		ND		Sedimentary	Scaglia Rossa	43	43	red limestone	Scaglia Rossa		Outcrop	13	13	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	168.4		7.7	5	51.1	270.5	24	Umbrian Apennines	2477	i	Rc	M		
94	38	Ma	10.1029/JB080I011P01579	ND	ND	Europe	Italy	Turonian to Middle Eocene. AF cleaning 10-20mT. IRM (sat. 0. 2T, no sat 10T) , Js-T (CT 540-640C) , SUSC.	11.4	149.1	-42.2	24.4			8	r	100		ND		Sedimentary	Scaglia Rossa	43	43	red limestone	Scaglia Rossa		Outcrop	13	13	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	168.4		7.7	5	51.1	270.5	24	Umbrian Apennines	2477	i	Rc	M		
100	56	Ma	10.1016/0040-1951(80)90242-5	ND	ND	Europe	Italy	Cozzo di Lupo and Sagana-Belmonte Mezzagno structural units. Thermal cleaning 400C.	9.7	124	38.1	11.6		153	21		100		ND		Sedimentary	Scaglia Limestone	38	38	Limestone	Scaglia Limestone, Cozzo di Lupo Unit		Outcrop	13	13	DE-DI:LT-T-Z:LP-DC3	168.4		11.5	6.8	-10.7	64.8	19	Sicily	1391	i	Ro	ND	Sicily	
100	56	Ma	10.1016/0040-1951(80)90242-5	ND	ND	Europe	Italy	Cozzo di Lupo and Sagana-Belmonte Mezzagno structural units. Thermal cleaning 400C.	10.2	120.7	39.9	13.1			17	n	100		ND		Sedimentary	Scaglia Limestone	38	38	Limestone	Scaglia Limestone, Cozzo di Lupo Unit		Outcrop	13	13	DE-DI:LT-T-Z:LP-DC3	168.4		11.5	6.8	-10.7	64.8	19	Sicily	1391	i	Ro	ND	Sicily	
100	56	Ma	10.1016/0040-1951(80)90242-5	ND	ND	Europe	Italy	Cozzo di Lupo and Sagana-Belmonte Mezzagno structural units. Thermal cleaning 400C.	51.6	289	-33.1	4.1			4	r	100		ND		Sedimentary	Scaglia Limestone	38	38	Limestone	Scaglia Limestone, Cozzo di Lupo Unit		Outcrop	13	13	DE-DI:LT-T-Z:LP-DC3	168.4		11.5	6.8	-10.7	64.8	19	Sicily	1391	i	Ro	ND	Sicily	
90	88	Ma	10.1111/J.1365-246X.1987.TB01378.X	ND	ND	Europe	Portugal	Post Upper Cenomanian but pre-Oligocene. Single component magnetizations under AF and thermal. . Js-T (MAGN).	6.7	357	36.2	48		70	11		0		ND		Intrusive	Sintra intrusive complex	38.8	38.8	Syenite:Granite	Sintra Intrusive Complex		Outcrop	350.6	350.6	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			7.7	4.5	71	180	0	Portugal	151	i	ND	M		
1	0	Ma	LOMAX & BRIDEN (1977)	ND	ND	Europe	U.K.	AF cleaning 10-70mT, some NRM. Magnetization secondary, present field?.	14	13	73	10.3		80	12		0		ND		Extrusive	Uriconian Volcanics	52.5	52.5	Extrusives	Uriconian Volcanics		Outcrop	357.2	357.2	DE-DI:LT-AF-Z:LP-DC3			24	23	80	41	0	U.K.	2160	i	ND	ND		
94	65	Ma	BAZHENOV & BURTMAN (1990)	ND	ND	Europe	Ukraine	Turonian - Maastrichtian. Extent 9 m thick. T>200C.	15.6	18	34	13		7			100		ND		Sedimentary	Pukhovskaya suite	48.1	48.1	claystones:red marl	Pukhovskaya Suite, Locality 2		Outcrop	23.9	23.9	DE-DI:LT-T-Z:LP-DC2			17.8	11.6	57.1	171.3	100	N.Carpathians	7859	i	ND	ND	Carpathians	
250	55	Ma	STORETVEDT & CARMICHAEL (1979)	ND	ND	Europe	U.K.	Overlies Flagstone Grp (middle ORS) , uppermost DM (fossil fish). Strikes 253-350/Dips 6-47. A component. Mag. carried by hematite cement as well as other grains. . OP (HEM, TM+ILM altered to HEM). B>A comp. A prefolding, secondary-could be TPA, see REFNO 1944. Diagram appears to show positive test but no detai.	3.9	188.3	-41.1	32		43	9		100		Fo		Sedimentary	John O'Groats Sandstone	58.5	58.5	Redbeds	John O'Groats Sandstone, Comp.A		Outcrop	357	357	DE-DI:LT-CHEM:LT-T-Z:LP-DC3	172.5	A	4.7	2.9	54.2	163.6	89	Scotland	22	i	Rc	M		
250	55	Ma	STORETVEDT & CARMICHAEL (1979)	ND	ND	Europe	U.K.	Overlies Flagstone Grp (middle ORS) , uppermost DM (fossil fish). Strikes 253-350/Dips 6-47. A component. Mag. carried by hematite cement as well as other grains. . OP (HEM, TM+ILM altered to HEM). B>A comp. A prefolding, secondary-could be TPA, see REFNO 1944. Diagram appears to show positive test but no detai.	3.8	189.9	-41	39.7			36	n	100		Fo		Sedimentary	John O'Groats Sandstone	58.5	58.5	Redbeds	John O'Groats Sandstone, Comp.A		Outcrop	357	357	DE-DI:LT-CHEM:LT-T-Z:LP-DC3	172.5	A	4.7	2.9	54.2	163.6	89	Scotland	22	i	Rc	M		
250	55	Ma	STORETVEDT & CARMICHAEL (1979)	ND	ND	Europe	U.K.	Overlies Flagstone Grp (middle ORS) , uppermost DM (fossil fish). Strikes 253-350/Dips 6-47. A component. Mag. carried by hematite cement as well as other grains. . OP (HEM, TM+ILM altered to HEM). B>A comp. A prefolding, secondary-could be TPA, see REFNO 1944. Diagram appears to show positive test but no detai.	15.7	0	41.7	15.8			7	r	100		Fo		Sedimentary	John O'Groats Sandstone	58.5	58.5	Redbeds	John O'Groats Sandstone, Comp.A		Outcrop	357	357	DE-DI:LT-CHEM:LT-T-Z:LP-DC3	172.5	A	4.7	2.9	54.2	163.6	89	Scotland	22	i	Rc	M		
100	65	Ma	SARIBUDAK (1989)	ND	ND	Middle-East	Turkey	North of the North Anatolian Fault. Dips 11-47 in NW-SE directions. AF to 50mT, thermal to 550C, cleaning 15-25mT or 200-250C.	11.8	170.6	-40	27	0.88	57	7		100		Fo	45	Extrusive		41.5	41.5	Andesite:Basalt	Central Pontides Volcanics		Outcrop	34	34	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	171.1		14.2	8.5	69.7	239.7	71	Northern Turkey	5710	i	Ro	ND		
100	65	Ma	SARIBUDAK (1989)	ND	ND	Middle-East	Turkey	North of the North Anatolian Fault. Dips 11-47 in NW-SE directions. AF to 50mT, thermal to 550C, cleaning 15-25mT or 200-250C.	11.1	175.9	-50.6	30.6			7		0		Fo	45	Extrusive		41.5	41.5	Andesite:Basalt	Central Pontides Volcanics		Outcrop	34	34	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	171.1		14.2	8.5	69.7	239.7	71	Northern Turkey	5710	i	Ro	ND		
100	65	Ma	SARIBUDAK (1989)	ND	ND	Middle-East	Turkey	North of the North Anatolian Fault. Dips 11-47 in NW-SE directions. AF to 50mT, thermal to 550C, cleaning 15-25mT or 200-250C.	45.8	351.1	33.7	31.9			2	n	100		Fo	45	Extrusive		41.5	41.5	Andesite:Basalt	Central Pontides Volcanics		Outcrop	34	34	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	171.1		14.2	8.5	69.7	239.7	71	Northern Turkey	5710	i	Ro	ND		
100	65	Ma	SARIBUDAK (1989)	ND	ND	Middle-East	Turkey	North of the North Anatolian Fault. Dips 11-47 in NW-SE directions. AF to 50mT, thermal to 550C, cleaning 15-25mT or 200-250C.	16.3	170.3	-42.6	22.9			5	r	100		Fo	45	Extrusive		41.5	41.5	Andesite:Basalt	Central Pontides Volcanics		Outcrop	34	34	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	171.1		14.2	8.5	69.7	239.7	71	Northern Turkey	5710	i	Ro	ND		
25	0	Ma	KRS (1966)	ND	ND	Europe	Czech Republic	Superseded study. AF to 50mT and thermal to 600C tests. Remagnetized during Late Tertiary ?. Old Result. Superseded study.	3	359.8	65.1	27.2		85	7		0		ND		Sedimentary		50.6	50.6	Redbeds	Lower Triassic sediments, NE Bohemia		Outcrop	16.1	16.1	DE-DI:LT-NO:LP-DC1			4.8	3.9	86.5	198.2	0	NE Bohemia	3780	i	ND	ND		
65	56	Ma	STORETVEDT ET AL. (1978)	ND	ND	Europe	U.K.	Intrudes Middle Devonian sediments. A Component. AF to 100mT, thermal to 560C. Hard component on AF cleaning. OP (MAGN, MAGH) , Js-T (CT 400-550C). Secondary component Paleocene ? See REFNO 1944.	2.3	207.9	-54.6	155		26			0		ND		Intrusive	Duncansby Volcanic Neck	58.6	58.6	Intrusives	Duncansby Volcanic Neck, Comp.A		Outcrop	356.9	356.9	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3		A	3.2	2.3	60.3	126.5	100	Scotland	2313	i	ND	M		
106	100	Ma	VANDENBERG (1980)	ND	ND	Europe	Spain	Late Albian. Thermal cleaning, characteristic comnponent.	3.4	359.6	45.1			27	5		100		ND		Sedimentary		43.3	43.3	sediments	Cretaceous Turbidites		Outcrop	357.7	357.7	DE-DI:LT-T-Z:LP-DC3			4.3	2.7	73.3	178.9	0	Spain	1775	i	ND	ND	Iberia	Bilbao
120	100	Ma	10.1029/2000JB900136	ND	ND	Europe	Spain	Berriasian to Barremian. Group 2. Thermal to 500C, characteristic component 250-500C. IRM (sat. 0. 4T) ; HYST. Remagnetized in Albian-Aptian.	9.9	314.4	55.5	155.8		23	3		100		ND		Sedimentary	Organya Basin	42.2	42.2	marl:Limestone	Organya Berriasian-Barremian Sediments, Group 2		Outcrop	1.3	1.3	DE-DI:LT-T-Z:LP-DC4		2	14.1	10.1	54.5	276.8	0	Northern Spain	8567	i	ND	M	Iberia	
120	100	Ma	10.1029/2000JB900136	ND	ND	Europe	Spain	Berriasian to Barremian. Group 2. Thermal to 500C, characteristic component 250-500C. IRM (sat. 0. 4T) ; HYST. Remagnetized in Albian-Aptian.	16.6	347.4	8.6	56.4			3		0		ND		Sedimentary	Organya Basin	42.2	42.2	marl:Limestone	Organya Berriasian-Barremian Sediments, Group 2		Outcrop	1.3	1.3	DE-DI:LT-T-Z:LP-DC4		2	14.1	10.1	54.5	276.8	0	Northern Spain	8567	i	ND	M	Iberia	
100	86	Ma	10.1029/2000JB900136	ND	ND	Europe	Spain	Cenomanian to Coniacian. Thermal to 500C, characteristic component 250-500C. IRM (sat. 0. 4T) ; HYST.	14.1	354.4	58.9	77.1		22	3		100		F+		Sedimentary	Organya Basin	42.2	42.2	marl:Limestone	Organya Cenomanian-Coniacian Sediments		Outcrop	1.3	1.3	DE-DI:LT-T-Z:LP-DC4			21	15.7	85.1	242.1	0	Northern Spain	8569	i	ND	M	Iberia	
100	86	Ma	10.1029/2000JB900136	ND	ND	Europe	Spain	Cenomanian to Coniacian. Thermal to 500C, characteristic component 250-500C. IRM (sat. 0. 4T) ; HYST.	74.8	10.4	33.8	3.8			3		0		F+		Sedimentary	Organya Basin	42.2	42.2	marl:Limestone	Organya Cenomanian-Coniacian Sediments		Outcrop	1.3	1.3	DE-DI:LT-T-Z:LP-DC4			21	15.7	85.1	242.1	0	Northern Spain	8569	i	ND	M	Iberia	
89	65	Ma	10.1016/0040-1951(83)90210-X	ND	ND	Europe	Hungary	Senonian. Dips 0-10 degrees. Combined Result. Thermal cleaning 150-550C. IRM. Includes data from RESULTNO 1423, REFNO 1772.	7	318	53	195	3.75	34	4		100		Fo	90	Sedimentary		47.5	47.5	marl	Senonian Sediments		Outcrop	18.1	18.1	DE-DI:LT-T-Z:LP-DC3			9.7	6.7	56	280	200	Transdanubian Central Mountains	1458	a	Ro	M		
89	65	Ma	10.1016/0040-1951(83)90210-X	ND	ND	Europe	Hungary	Senonian. Dips 0-10 degrees. Combined Result. Thermal cleaning 150-550C. IRM. Includes data from RESULTNO 1423, REFNO 1772.	13	324	62	52			4		0		Fo	90	Sedimentary		47.5	47.5	marl	Senonian Sediments		Outcrop	18.1	18.1	DE-DI:LT-T-Z:LP-DC3			9.7	6.7	56	280	200	Transdanubian Central Mountains	1458	a	Ro	M		
100	50	Ma	MARTON ET AL. (1991)	ND	ND	Europe	Slovakia	Rhaetian to Dogger in age. Thermal to 650C, cleaning 250-585C.	6.3	30.2	30.5	213		30	4		100		F-		Sedimentary		48.6	48.6	Limestone	Slovak Karst 1		Outcrop	20.7	20.7	DE-DI:LT-T-Z:LP-DC3			7	3.9	49.5	152.7	0	Slovakia	6373	i	ND	ND		
100	50	Ma	MARTON ET AL. (1991)	ND	ND	Europe	Slovakia	Rhaetian to Dogger in age. Thermal to 650C, cleaning 250-585C.		34.5	47.5	5	0.02		4		0		F-		Sedimentary		48.6	48.6	Limestone	Slovak Karst 1		Outcrop	20.7	20.7	DE-DI:LT-T-Z:LP-DC3			7	3.9	49.5	152.7	0	Slovakia	6373	i	ND	ND		
100	50	Ma	MARTON ET AL. (1991)	ND	ND	Europe	Slovakia	Rhaetian to Dogger in age. Thermal to 650C, cleaning 250-585C.	6.3	30.2	30.5	213			4		0		F-		Sedimentary		48.6	48.6	Limestone	Slovak Karst 1		Outcrop	20.7	20.7	DE-DI:LT-T-Z:LP-DC3			7	3.9	49.5	152.7	0	Slovakia	6373	i	ND	ND		
94	86	Ma	CHANNELL (1977)	ND	ND	Europe	Italy	Turonian/Coniacian age. AF to 40mT, cleaning 10-15mT. IRM (sat. 0. 2T).	6.5	335	37.8	31.3		114	17		100		ND		Sedimentary		41.9	41.9	Limestone	Cretaceous Limestones, Gargano Peninsula		Outcrop	16	16	DE-DI:LT-AF-Z:LP-DC3			7.7	4.5	60.5	249.1	0	Gargano Peninsula	1986	i	ND	M		
89	86	Ma	KRS ET AL. (1978)	ND	ND	Europe	Czech Republic	Coniacian (Lower Senonian). AF cleaning to 120mT.	10	300.3	46	3.1		94	1		100		ND		Sedimentary		49.5	49.5	sediments	Grey Sandstones, Outer West Carpathians		Outcrop	18.4	18.4	DE-DI:LT-AF-Z:LP-DC3			18.2	16.5	39.8	285.3	200	Carpathians	1366	i	Ro	ND		
65	45	Ma	10.1016/0031-9201(91)90022-A	ND	ND	Europe	U.K.	A1 Component. AF to 60mT, thermal to 620C. OP (MAGN, HEM, MART) , IRM, Hysteresis. Early Paleogene component.	3.5	188	-49			15			0		ND		Intrusive:Extrusive	Garleton Hills Volcanics	56	56	Intrusives:Basalt	Garleton Hills Volcanics, Comp.A1		Outcrop	357.5	357.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3		A1	4.6	3.1	63	162	87	Scotland	6306	i	Ro	M		
94	65	Ma	10.1016/0040-1951(83)90209-3	ND	ND	Europe	Italy	Turonian to Senonian. Apulian Platform, essentially flat lying. . AF to 25mT, thermal to 500C, univectorial to origin.	4.3	327.7	38.2			123	21		0		ND		Sedimentary	Scaglia Limestone	41.8	41.8	Limestone	Scaglia Limestone, Gargano Peninsula		Outcrop	16	16	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			5.1	3	56.1	259.2	0	Italy	1449	i	ND	ND		
60	40	Ma	10.1016/S0012-821X(99)00182-X	ND	ND	Europe	France	A Component. AF to 100mT, thermal to 550C, component <440C. IRM (no sat. 1. 2T). Part corrected only for Late Cretaceous extensional tilting.	8	142	-57	44		76	9		100		SF+	95	Sedimentary		44.7	44.7	sediments	Brianconnais Cover Jurassic Rocks		Outcrop	6.6	6.6	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3		A	11.6	8.5	60.8	275.9	100	France	8479	i	ND	M		
60	40	Ma	10.1016/S0012-821X(99)00182-X	ND	ND	Europe	France	A Component. AF to 100mT, thermal to 550C, component <440C. IRM (no sat. 1. 2T). Part corrected only for Late Cretaceous extensional tilting.	28	115	-23	4	0.23		9		100		SF+	95	Sedimentary		44.7	44.7	sediments	Brianconnais Cover Jurassic Rocks		Outcrop	6.6	6.6	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3		A	11.6	8.5	60.8	275.9	100	France	8479	i	ND	M		
60	40	Ma	10.1016/S0012-821X(99)00182-X	ND	ND	Europe	France	A Component. AF to 100mT, thermal to 550C, component <440C. IRM (no sat. 1. 2T). Part corrected only for Late Cretaceous extensional tilting.	13	146	-59	17			9		0		SF+	95	Sedimentary		44.7	44.7	sediments	Brianconnais Cover Jurassic Rocks		Outcrop	6.6	6.6	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3		A	11.6	8.5	60.8	275.9	100	France	8479	i	ND	M		
161	89	Ma	10.1016/0012-821X(75)90240-X	ND	ND	Europe	Italy	Dogger-Malm to Upper Cretaceous. Thermal to 600C, AF to 100mT.	11	290.5	51.5	74	7.12	15	4		100		F+	95	Sedimentary	Umbrian sequence	43.5	43.5	Limestone	Umbrian sequence, northern Apennines		Outcrop	12.7	12.7	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			15	10	35.5	295.5	0	Northern Apennines	2685	i	ND	ND		
161	89	Ma	10.1016/0012-821X(75)90240-X	ND	ND	Europe	Italy	Dogger-Malm to Upper Cretaceous. Thermal to 600C, AF to 100mT.	29.9	325.7	36	10.4			4		0		F+	95	Sedimentary	Umbrian sequence	43.5	43.5	Limestone	Umbrian sequence, northern Apennines		Outcrop	12.7	12.7	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			15	10	35.5	295.5	0	Northern Apennines	2685	i	ND	ND		
50	40	Ma	10.1046/J.0956-540X.2001.01382.X	ND	ND	Europe	France	Carboniferous to Triassic. Extent 50 km. outcrops and boreholes. C Component. Thermal 100-300C+AF 35-40mT (sulphides) , 390-650C (other rocks). SUSC-T (MAGN). Early to Middle Eocene overprint.	3.1	2.5	54.4	140		248	15		100		ND		Sedimentary		44.2	44.2	Dolostone:Limestone	Cevennes Sediments, Comp.C		Outcrop	4.1	4.1	DE-DI:LT-AF-Z:LT-T-Z:LP-DC5		C	4.4	3.1	81.6	165.5	0	Cevennes	8679	i	ND	ND	Massif Central	
50	40	Ma	10.1046/J.0956-540X.2001.01382.X	ND	ND	Europe	France	Carboniferous to Triassic. Extent 50 km. outcrops and boreholes. C Component. Thermal 100-300C+AF 35-40mT (sulphides) , 390-650C (other rocks). SUSC-T (MAGN). Early to Middle Eocene overprint.	2.9	108	59	158			15		0		ND		Sedimentary		44.2	44.2	Dolostone:Limestone	Cevennes Sediments, Comp.C		Outcrop	4.1	4.1	DE-DI:LT-AF-Z:LT-T-Z:LP-DC5		C	4.4	3.1	81.6	165.5	0	Cevennes	8679	i	ND	ND	Massif Central	
50	40	Ma	10.1046/J.0956-540X.2001.01382.X	ND	ND	Europe	France	Carboniferous to Triassic. Extent 50 km. outcrops and boreholes. C Component. Thermal 100-300C+AF 35-40mT (sulphides) , 390-650C (other rocks). SUSC-T (MAGN). Early to Middle Eocene overprint.	3.1	2.5	54.4	140			15		0		ND		Sedimentary		44.2	44.2	Dolostone:Limestone	Cevennes Sediments, Comp.C		Outcrop	4.1	4.1	DE-DI:LT-AF-Z:LT-T-Z:LP-DC5		C	4.4	3.1	81.6	165.5	0	Cevennes	8679	i	ND	ND	Massif Central	
3	0	Ma	10.1007/BF00875023	ND	ND	Europe	Hungary	AF cleaning minimum dispersion.	6.2	182.4	-63.6	39.3		156	15		0	GPMDB[3072]	ND		Extrusive		48.2	46.1	Basalt	Hungary	Metsek Mountains Volcanics : Plio-Pleistocene Basalts, Hungary:Matra Mountains Volcanics	Outcrop	20.1	17.1	DE-VGP:FS-H:LT-AF-Z:SO-NO:LP-DC3	169.2		8.4	8.4	88.2	96.8	60	Hungary	Plio-Pleistocene Basalts, Hungary : 3072	a	R-	ND		
3	0	Ma	10.1007/BF00875023	ND	ND	Europe	Hungary	AF cleaning minimum dispersion.	6.7	15.7	61.6	101.3			6	n	0	GPMDB[3072]	ND		Extrusive		48.2	46.1	Basalt	Hungary	Metsek Mountains Volcanics : Plio-Pleistocene Basalts, Hungary:Matra Mountains Volcanics	Outcrop	20.1	17.1	DE-VGP:FS-H:LT-AF-Z:SO-NO:LP-DC3	169.2		8.4	8.4	88.2	96.8	60	Hungary	Plio-Pleistocene Basalts, Hungary : 3072	a	R-	ND		
3	0	Ma	10.1007/BF00875023	ND	ND	Europe	Hungary	AF cleaning minimum dispersion.	9.1	172.6	-64.1	32.8			9	r	0	GPMDB[3072]	ND		Extrusive		48.2	46.1	Basalt	Hungary	Metsek Mountains Volcanics : Plio-Pleistocene Basalts, Hungary:Matra Mountains Volcanics	Outcrop	20.1	17.1	DE-VGP:FS-H:LT-AF-Z:SO-NO:LP-DC3	169.2		8.4	8.4	88.2	96.8	60	Hungary	Plio-Pleistocene Basalts, Hungary : 3072	a	R-	ND		
12	7	Ma	10.1007/BF00875023	ND	ND	Europe	Hungary	AF cleaning minimum dispersion.	6.9	182	-49.9	29.4		83	16		0	GPMDB[3073]	ND		Extrusive		48.2	46.1	Basalt	Hungary	Metsek Mountains Volcanics : Plio-Pleistocene Basalts, Hungary:Matra Mountains Volcanics	Outcrop	20.1	17.1	DE-VGP:FS-H:LT-AF-Z:SO-NO:LP-DC3	168.9		7.8	7.8	73.1	194.2	69	Hungary	Matra Mountains Volcanics : 3073	a	Rc	ND		
12	7	Ma	10.1007/BF00875023	ND	ND	Europe	Hungary	AF cleaning minimum dispersion.	18.8	13.8	49.1	17.5			5	n	0	GPMDB[3073]	ND		Extrusive		48.2	46.1	Basalt	Hungary	Metsek Mountains Volcanics : Plio-Pleistocene Basalts, Hungary:Matra Mountains Volcanics	Outcrop	20.1	17.1	DE-VGP:FS-H:LT-AF-Z:SO-NO:LP-DC3	168.9		7.8	7.8	73.1	194.2	69	Hungary	Matra Mountains Volcanics : 3073	a	Rc	ND		
12	7	Ma	10.1007/BF00875023	ND	ND	Europe	Hungary	AF cleaning minimum dispersion.	6.9	176.7	-49.8	45.4			11	r	0	GPMDB[3073]	ND		Extrusive		48.2	46.1	Basalt	Hungary	Metsek Mountains Volcanics : Plio-Pleistocene Basalts, Hungary:Matra Mountains Volcanics	Outcrop	20.1	17.1	DE-VGP:FS-H:LT-AF-Z:SO-NO:LP-DC3	168.9		7.8	7.8	73.1	194.2	69	Hungary	Matra Mountains Volcanics : 3073	a	Rc	ND		
11	7	Ma	10.1007/BF00875023	ND	ND	Europe	Hungary	AF cleaning minimum dispersion.	8.9	182.2	-60.7	107		28	4		0	GPMDB[3074]	ND		Extrusive		48.2	46.1	Basalt	Hungary	Metsek Mountains Volcanics : Plio-Pleistocene Basalts, Hungary:Matra Mountains Volcanics	Outcrop	20.1	17.1	DE-VGP:FS-H:LT-AF-Z:SO-NO:LP-DC3			12	12	83.8	183.5	100	Hungary	Cserhat Mountains Volcanics : 3074	a	ND	ND		
140	130	Ma	10.1007/BF00875023	ND	ND	Europe	Hungary	AF cleaning minimum dispersion.	13.4	205	-62.8	33.4		27	5		0	GPMDB[3075]	ND		Extrusive		48.2	46.1	Basalt	Hungary	Metsek Mountains Volcanics : Plio-Pleistocene Basalts, Hungary:Matra Mountains Volcanics	Outcrop	20.1	17.1	DE-DI:FS-H:LT-AF-Z:SO-NO:LP-DC3	153.2		21	16.5	72.3	105.5	80	Hungary	Metsek Mountains Volcanics : 3075	a	R-	ND		
140	130	Ma	10.1007/BF00875023	ND	ND	Europe	Hungary	AF cleaning minimum dispersion.	18	350.4	51.5	27			1	n	0	GPMDB[3075]	ND		Extrusive		48.2	46.1	Basalt	Hungary	Metsek Mountains Volcanics : Plio-Pleistocene Basalts, Hungary:Matra Mountains Volcanics	Outcrop	20.1	17.1	DE-DI:FS-H:LT-AF-Z:SO-NO:LP-DC3	153.2		21	16.5	72.3	105.5	80	Hungary	Metsek Mountains Volcanics : 3075	a	R-	ND		
140	130	Ma	10.1007/BF00875023	ND	ND	Europe	Hungary	AF cleaning minimum dispersion.	9.7	216.6	-63.7	90.3			4	r	0	GPMDB[3075]	ND		Extrusive		48.2	46.1	Basalt	Hungary	Metsek Mountains Volcanics : Plio-Pleistocene Basalts, Hungary:Matra Mountains Volcanics	Outcrop	20.1	17.1	DE-DI:FS-H:LT-AF-Z:SO-NO:LP-DC3	153.2		21	16.5	72.3	105.5	80	Hungary	Metsek Mountains Volcanics : 3075	a	R-	ND		
89	65	Ma	10.1016/0040-1951(92)90462-F	ND	ND	Europe	Romania	Senonian age. AF to 100mT, characteristic component. OP.	5.5	259.7	-37.7	19		118	38		0		ND		Intrusive:Extrusive	Banat Region Volcanics	45.2	45.2	Gabbro:Andesite	Banat Region Volcanics		Outcrop	21.5	21.5	DE-DI:LT-AF-Z:LP-DC3	176.7		5.1	3.8	22	104.2	61	Romania	4733	i	Rc	M		
89	65	Ma	10.1016/0040-1951(92)90462-F	ND	ND	Europe	Romania	Senonian age. AF to 100mT, characteristic component. OP.	9.9	80.7	40.1	15.9			15	n	0		ND		Intrusive:Extrusive	Banat Region Volcanics	45.2	45.2	Gabbro:Andesite	Banat Region Volcanics		Outcrop	21.5	21.5	DE-DI:LT-AF-Z:LP-DC3	176.7		5.1	3.8	22	104.2	61	Romania	4733	i	Rc	M		
