tab 	samples
azimuth	citations	cooling_rate	criteria	description	dip	geologic_classes	geologic_types	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_specimens	lat	lithologies	lon	method_codes	result_type	sample	site	software_packages	specimens
	This study	4.38E+11	ACCEPT	Paleointensity;V[A]DM;mgj04b, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	4.16e-05	2.32e-06	5.59	4	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgj04b	mgj04	thellier_gui.v.2.29:pmagpy-3.3.2	mgj04b01:mgj04b03:mgj04b04:mgj04b11
	This study	4.38E+11				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185			mgj04c	mgj04		
	This study	4.38E+11		paleointensity mean		Archeologic	Mixed Archeological Objects	3.53e-05	2.30e-06	6.50	8	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04d	mgj04	thellier_gui.v.2.29:pmagpy-3.3.2	mgj04d02:mgj04d03:mgj04d04:mgj04d05:mgj04d06:mgj04d10:mgj04d11:mgj04d12
	This study	4.38E+11	ACCEPT	Paleointensity;V[A]DM;mgj04d, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	3.53e-05	2.30e-06	6.50	8	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgj04d	mgj04	thellier_gui.v.2.29:pmagpy-3.3.2	mgj04d02:mgj04d03:mgj04d04:mgj04d05:mgj04d06:mgj04d10:mgj04d11:mgj04d12
	This study	4.38E+11				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185			mgj04e	mgj04		
	This study	4.38E+11		paleointensity mean		Archeologic	Mixed Archeological Objects	3.84e-05	2.98e-06	7.75	4	32.585	Not Specified	35.185	IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06a	mgj06	thellier_gui.v.2.29:pmagpy-3.3.2	mgj06a01:mgj06a02:mgj06a03:mgj06a04
	This study	4.38E+11	ACCEPT	Paleointensity;V[A]DM;mgj06a, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	3.84e-05	2.98e-06	7.75	4	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgj06a	mgj06	thellier_gui.v.2.29:pmagpy-3.3.2	mgj06a01:mgj06a02:mgj06a03:mgj06a04
	This study	4.38E+11		paleointensity mean		Archeologic	Mixed Archeological Objects	4.01e-05	4.06e-07	1.01	3	32.585	Not Specified	35.185	IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06b	mgj06	thellier_gui.v.2.29:pmagpy-3.3.2	mgj06b01:mgj06b02:mgj06b03
	This study	4.38E+11	ACCEPT	Paleointensity;V[A]DM;mgj06b, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	4.01e-05	4.06e-07	1.01	3	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgj06b	mgj06	thellier_gui.v.2.29:pmagpy-3.3.2	mgj06b01:mgj06b02:mgj06b03
	This study	4.38E+11		paleointensity mean		Archeologic	Mixed Archeological Objects	4.02e-05	1.27e-06	3.16	4	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06c	mgj06	thellier_gui.v.2.29:pmagpy-3.3.2	mgj06c01:mgj06c02:mgj06c03:mgj06c04
	This study	4.38E+11	ACCEPT	Paleointensity;V[A]DM;mgj06c, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	4.02e-05	1.27e-06	3.16	4	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgj06c	mgj06	thellier_gui.v.2.29:pmagpy-3.3.2	mgj06c01:mgj06c02:mgj06c03:mgj06c04
	This study	4.38E+11		paleointensity mean		Archeologic	Mixed Archeological Objects	3.83e-05	7.77e-07	2.03	4	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj06d	mgj06	thellier_gui.v.2.29:pmagpy-3.3.2	mgj06d01:mgj06d02:mgj06d03:mgj06d04
	This study	4.38E+11	ACCEPT	Paleointensity;V[A]DM;mgj06d, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	3.83e-05	7.77e-07	2.03	4	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgj06d	mgj06	thellier_gui.v.2.29:pmagpy-3.3.2	mgj06d01:mgj06d02:mgj06d03:mgj06d04
	This study	4.38E+11		paleointensity mean		Archeologic	Mixed Archeological Objects	6.66e-05	8.27e-07	1.24	5	32.585	Not Specified	35.185	IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM:LP-TRM		mgk06a	mgk06	thellier_gui.v.2.29:pmagpy-3.3.2	mgk06a03:mgk06a05:mgk06a06:mgk06a07:mgk06a10
	This study	4.38E+11	ACCEPT	Paleointensity;V[A]DM;mgk06a, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	6.66e-05	8.27e-07	1.24	5	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgk06a	mgk06	thellier_gui.v.2.29:pmagpy-3.3.2	mgk06a03:mgk06a05:mgk06a06:mgk06a07:mgk06a10
	This study	4.38E+11		paleointensity mean		Archeologic	Mixed Archeological Objects	6.24e-05	3.03e-06	4.86	3	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06b	mgk06	thellier_gui.v.2.29:pmagpy-3.3.2	mgk06b04:mgk06b06:mgk06b07
	This study	4.38E+11	ACCEPT	Paleointensity;V[A]DM;mgk06b, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	6.24e-05	3.03e-06	4.86	3	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgk06b	mgk06	thellier_gui.v.2.29:pmagpy-3.3.2	mgk06b04:mgk06b06:mgk06b07
	This study	4.38E+11		paleointensity mean		Archeologic	Mixed Archeological Objects	6.24e-05	2.45e-06	3.92	4	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06c	mgk06	thellier_gui.v.2.29:pmagpy-3.3.2	mgk06c04:mgk06c05:mgk06c06:mgk06c07
	This study	4.38E+11	ACCEPT	Paleointensity;V[A]DM;mgk06c, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	6.24e-05	2.45e-06	3.92	4	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgk06c	mgk06	thellier_gui.v.2.29:pmagpy-3.3.2	mgk06c04:mgk06c05:mgk06c06:mgk06c07
	This study	4.38E+11		paleointensity mean		Archeologic	Mixed Archeological Objects	6.07e-05	4.60e-07	0.76	5	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06d	mgk06	thellier_gui.v.2.29:pmagpy-3.3.2	mgk06d01:mgk06d02:mgk06d03:mgk06d04:mgk06d05
	This study	4.38E+11	ACCEPT	Paleointensity;V[A]DM;mgk06d, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	6.07e-05	4.60e-07	0.76	5	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgk06d	mgk06	thellier_gui.v.2.29:pmagpy-3.3.2	mgk06d01:mgk06d02:mgk06d03:mgk06d04:mgk06d05
	This study	4.38E+11		paleointensity mean		Archeologic	Mixed Archeological Objects	5.88e-05	7.66e-07	1.30	3	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk08a	mgk08	thellier_gui.v.2.29:pmagpy-3.3.2	mgk08a01:mgk08a02:mgk08a03
	This study	4.38E+11	ACCEPT	Paleointensity;V[A]DM;mgk08a, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	5.88e-05	7.66e-07	1.30	3	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgk08a	mgk08	thellier_gui.v.2.29:pmagpy-3.3.2	mgk08a01:mgk08a02:mgk08a03
	This study	4.38E+11		paleointensity mean		Archeologic	Mixed Archeological Objects	5.91e-05	3.43e-06	5.81	4	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk08b	mgk08	thellier_gui.v.2.29:pmagpy-3.3.2	mgk08b01:mgk08b04:mgk08b05:mgk08b06
	This study	4.38E+11	ACCEPT	Paleointensity;V[A]DM;mgk08b, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	5.91e-05	3.43e-06	5.81	4	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgk08b	mgk08	thellier_gui.v.2.29:pmagpy-3.3.2	mgk08b01:mgk08b04:mgk08b05:mgk08b06
	This study	4.38E+11		paleointensity mean		Archeologic	Mixed Archeological Objects	6.29e-05	2.48e-07	0.39	4	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk08c	mgk08	thellier_gui.v.2.29:pmagpy-3.3.2	mgk08c01:mgk08c02:mgk08c04:mgk08c05
	This study	4.38E+11	ACCEPT	Paleointensity;V[A]DM;mgk08c, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	6.29e-05	2.48e-07	0.39	4	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgk08c	mgk08	thellier_gui.v.2.29:pmagpy-3.3.2	mgk08c01:mgk08c02:mgk08c04:mgk08c05
	This study	4.38E+11				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185			mgk08d	mgk08		
	This study	4.38E+11		paleointensity mean		Archeologic	Mixed Archeological Objects	5.55e-05	8.26e-07	1.49	5	32.585	Not Specified	35.185	IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk08e	mgk08	thellier_gui.v.2.29:pmagpy-3.3.2	mgk08e01:mgk08e02:mgk08e03:mgk08e05:mgk08e07
	This study	4.38E+11	ACCEPT	Paleointensity;V[A]DM;mgk08e, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	5.55e-05	8.26e-07	1.49	5	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgk08e	mgk08	thellier_gui.v.2.29:pmagpy-3.3.2	mgk08e01:mgk08e02:mgk08e03:mgk08e05:mgk08e07
	This study	4.38E+11		paleointensity mean		Archeologic	Mixed Archeological Objects	5.24e-05	3.94e-06	7.51	3	32.585	Not Specified	35.185	IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk09t1PI	mgk09	thellier_gui.v.2.29:pmagpy-3.3.2	mgk09t1PI01:mgk09t1PI07:mgk09t1PI08
	This study	4.38E+11	ACCEPT	Paleointensity;V[A]DM;mgk09t1PI, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	5.24e-05	3.94e-06	7.51	3	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgk09t1PI	mgk09	thellier_gui.v.2.29:pmagpy-3.3.2	mgk09t1PI01:mgk09t1PI07:mgk09t1PI08
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgk09t1a1	mgk09t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgk09t1a2	mgk09t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgk09t1b1	mgk09t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgk09t1b2	mgk09t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgk09t1c1	mgk09t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgk09t1c2	mgk09t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgk09t1d1	mgk09t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgk09t1d2	mgk09t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq04t101	mgq04t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq04t102	mgq04t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq04t103	mgq04t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq04t104	mgq04t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq04t105	mgq04t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq04t106	mgq04t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq04t107	mgq04t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq04t108	mgq04t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq04t109	mgq04t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq04t110	mgq04t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq04t111	mgq04t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq04t112	mgq04t1		
	This study	4.38E+11				Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185			mgq04t1PI	mgq04		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t101	mgq05t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t102	mgq05t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t103	mgq05t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t104	mgq05t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t105	mgq05t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t106	mgq05t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t107	mgq05t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t108	mgq05t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t109	mgq05t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t111	mgq05t1		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t112	mgq05t1		
	This study	4.38E+11		paleointensity mean		Archeologic	Mixed Archeological Objects	6.87e-05	7.63e-07	1.11	3	32.585	Not Specified	35.185	IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgq05t1PI	mgq05	thellier_gui.v.2.29:pmagpy-3.3.2	mgq05t1PI02:mgq05t1PI03:mgq05t1PI04
	This study	4.38E+11	ACCEPT	Paleointensity;V[A]DM;mgq05t1PI, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	6.87e-05	7.63e-07	1.11	3	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgq05t1PI	mgq05	thellier_gui.v.2.29:pmagpy-3.3.2	mgq05t1PI02:mgq05t1PI03:mgq05t1PI04
	This study	4.38E+11		paleointensity mean		Archeologic	Mixed Archeological Objects	6.41e-05	1.28e-06	1.99	6	32.585	Not Specified	35.185	IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgq05t2PI	mgq05	thellier_gui.v.2.29:pmagpy-3.3.2	mgq05t2PI01:mgq05t2PI02:mgq05t2PI03:mgq05t2PI04:mgq05t2PI09:mgq05t2PI10
	This study	4.38E+11	ACCEPT	Paleointensity;V[A]DM;mgq05t2PI, Paleointensity; V[A]DM		Archeologic	Mixed Archeological Objects	6.41e-05	1.28e-06	1.99	6	32.585	Not Specified	35.185	GM-C14:GM-CC-ARCH:IE-TT:LP-AN-ARM:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	i	mgq05t2PI	mgq05	thellier_gui.v.2.29:pmagpy-3.3.2	mgq05t2PI01:mgq05t2PI02:mgq05t2PI03:mgq05t2PI04:mgq05t2PI09:mgq05t2PI10
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t2a1	mgq05t2		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t2a2	mgq05t2		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t2b1	mgq05t2		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t2b2	mgq05t2		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t2c2	mgq05t2		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t2d1	mgq05t2		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t2d2	mgq05t2		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t2e1	mgq05t2		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t2e2	mgq05t2		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t2f1	mgq05t2		
0.0	This study	4.38E+11			0	Archeologic	Mixed Archeological Objects					32.585	Not Specified	35.185	SO-NO		mgq05t2f2	mgq05t2		
