tab delimited	contribution
id	version	timestamp	contributor	data_model_version	reference
16749	3	2020-02-15T20:31:55.746Z	@ltauxe	3.0	10.1016/J.EPSL.2014.12.034
>>>>>>>>>>
tab delimited	locations
location	location_type	citations	expedition_name	expedition_ship	expedition_leg	expedition_url	geologic_classes	lithologies	tectonic_settings	lat_s	lat_n	lon_w	lon_e	continent_ocean	region	age_low	age_high	age_unit
U1361A	Drill Site	This study	318	JOIDES Resolution	318	http://publications.iodp.org/proceedings/318/318toc.htm	Sedimentary	Silicate Clay:Silty Clay	Continental Shelf	-64.2457	-64.2457	143.532	143.532	Indian Ocean	Wilkes Land Margin	0	12	ma
>>>>>>>>>>
tab delimited	sites
site	location	result_type	result_quality	method_codes	citations	geologic_classes	geologic_types	lithologies	lat	lon	core_depth	age_low	age_high	age_unit
318-U1361A-025X-6-W-60-LP-DIR-AF-3	318-U1361A-025X-6-W-60-LP-DIR-AF	318-U1361A-025X-6-W-60	0.3	344.6	-42.8				0.01				0				0	0				3	273							This study		LT-AF-Z : LP-DIR-AF	g	3893	u				4						273				pmagpy-2.93	2010-07-02T14:15:00Z	1.2830000000000001e-08
318-U1361A-025X-6-W-60-LP-DIR-AF-4	318-U1361A-025X-6-W-60-LP-DIR-AF	318-U1361A-025X-6-W-60	0.3	348.6	-54.1				0.015				0				0	0				4	273							This study		LT-AF-Z : LP-DIR-AF	g	3894	u				4						273				pmagpy-2.93	2010-07-02T14:17:00Z	1.4680000000000001e-08
318-U1361A-025X-6-W-60-LP-DIR-AF-5	318-U1361A-025X-6-W-60-LP-DIR-AF	318-U1361A-025X-6-W-60	0.3	352.1	-59.4				0.02				0				0	0				5	273							This study		LT-AF-Z : LP-DIR-AF	g	3895	u				4						273				pmagpy-2.93	2010-07-02T14:18:00Z	1.381e-08
318-U1361A-025X-6-W-60-LP-DIR-AF-6	318-U1361A-025X-6-W-60-LP-DIR-AF	318-U1361A-025X-6-W-60	0.4	340.3	-61.9				0.03				0				0	0				6	273							This study		LT-AF-Z : LP-DIR-AF	g	3896	u				4						273				pmagpy-2.93	2010-07-02T14:19:00Z	9.457e-09
318-U1361A-025X-6-W-60-LP-DIR-AF-7	318-U1361A-025X-6-W-60-LP-DIR-AF	318-U1361A-025X-6-W-60	8.6	343.2	-73				0.04				0				0	0				7	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3897	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T14:22:00Z	6.125e-09
318-U1361A-025X-6-W-60-LP-DIR-AF-8	318-U1361A-025X-6-W-60-LP-DIR-AF	318-U1361A-025X-6-W-60	5.4	231.4	-82.6				0.06				0				0	0				8	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3898	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T14:25:00Z	2.281e-09
318-U1361A-025X-6-W-60-LP-DIR-AF-9	318-U1361A-025X-6-W-60-LP-DIR-AF	318-U1361A-025X-6-W-60	31.9	245.8	-62.4				0.08				0				0	0				9	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3899	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T14:27:00Z	1.262e-09
318-U1361A-025X-6-W-60-LP-DIR-AF-10	318-U1361A-025X-6-W-60-LP-DIR-AF	318-U1361A-025X-6-W-60	66.1	207.7	-36.9				0.1				0				0	0				10	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3900	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T14:30:00Z	1.4800000000000003e-09
318-U1361A-025X-7-W-21-LP-DIR-AF-1	318-U1361A-025X-7-W-21-LP-DIR-AF	318-U1361A-025X-7-W-21	0.9	283.4	20.3				0.03				0				0	0				1	273							This study		LT-AF-Z : LP-DIR-AF	g	3901	u				4						273				pmagpy-2.93	2010-06-02T19:52:00Z	4.99e-10
318-U1361A-025X-7-W-21-LP-DIR-AF-2	318-U1361A-025X-7-W-21-LP-DIR-AF	318-U1361A-025X-7-W-21	31.8	308.6	3.6				0.04				0				0	0				2	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3902	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T14:39:00Z	4.0099999999999996e-10
318-U1361A-025X-7-W-21-LP-DIR-AF-3	318-U1361A-025X-7-W-21-LP-DIR-AF	318-U1361A-025X-7-W-21	38.8	244.3	-2.4				0.06				0				0	0				3	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3903	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T14:42:00Z	5.313e-10
318-U1361A-025X-7-W-21-LP-DIR-AF-4	318-U1361A-025X-7-W-21-LP-DIR-AF	318-U1361A-025X-7-W-21	9.9	264.2	-25.8				0.08				0				0	0				4	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3904	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T14:44:00Z	6.759999999999999e-10
318-U1361A-026X-5-W-18-LP-DIR-AF-1	318-U1361A-026X-5-W-18-LP-DIR-AF	318-U1361A-026X-5-W-18	0.3	304.7	64.3				0.03				0				0	0				1	273							This study		LT-AF-Z : LP-DIR-AF	g	3905	u				4						273				pmagpy-2.93	2010-06-02T19:54:00Z	1.3519999999999999e-09
318-U1361A-026X-5-W-18-LP-DIR-AF-2	318-U1361A-026X-5-W-18-LP-DIR-AF	318-U1361A-026X-5-W-18	13.7	310.1	18.3				0.04				0				0	0				2	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3906	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T15:00:00Z	4.908e-10
318-U1361A-026X-5-W-18-LP-DIR-AF-3	318-U1361A-026X-5-W-18-LP-DIR-AF	318-U1361A-026X-5-W-18	38.1	283.5	0.3				0.06				0				0	0				3	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3907	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T15:36:00Z	4.786e-10
318-U1361A-026X-5-W-18-LP-DIR-AF-4	318-U1361A-026X-5-W-18-LP-DIR-AF	318-U1361A-026X-5-W-18	27.9	56.5	61.4				0.08				0				0	0				4	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3908	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T15:38:00Z	1.892e-10
318-U1361A-026X-6-W-116-LP-DIR-AF-1	318-U1361A-026X-6-W-116-LP-DIR-AF	318-U1361A-026X-6-W-116	0.3	128.8	75.6				0				0				0	0				1	273							This study		LT-NO : LP-DIR-AF	g	3909	u				4						273				pmagpy-2.93	2010-06-02T19:53:00Z	2.213e-08
318-U1361A-026X-6-W-116-LP-DIR-AF-2	318-U1361A-026X-6-W-116-LP-DIR-AF	318-U1361A-026X-6-W-116	0.3	135.5	74.4				0.005				0				0	0				2	273							This study		LT-AF-Z : LP-DIR-AF	g	3910	u				4						273				pmagpy-2.93	2010-07-02T15:57:00Z	5.153999999999999e-09
318-U1361A-026X-6-W-116-LP-DIR-AF-3	318-U1361A-026X-6-W-116-LP-DIR-AF	318-U1361A-026X-6-W-116	0.8	146.1	53.2				0.01				0				0	0				3	273							This study		LT-AF-Z : LP-DIR-AF	g	3911	u				4						273				pmagpy-2.93	2010-07-02T15:58:00Z	1.593e-09
318-U1361A-026X-6-W-116-LP-DIR-AF-4	318-U1361A-026X-6-W-116-LP-DIR-AF	318-U1361A-026X-6-W-116	1.8	92.8	6.8				0.015				0				0	0				4	273							This study		LT-AF-Z : LP-DIR-AF	g	3912	u				4						273				pmagpy-2.93	2010-07-02T15:59:00Z	7.487e-10
318-U1361A-026X-6-W-116-LP-DIR-AF-5	318-U1361A-026X-6-W-116-LP-DIR-AF	318-U1361A-026X-6-W-116	1.6	111.1	-20				0.02				0				0	0				5	273							This study		LT-AF-Z : LP-DIR-AF	g	3913	u				4						273				pmagpy-2.93	2010-07-02T16:01:00Z	1.055e-09
318-U1361A-026X-6-W-116-LP-DIR-AF-6	318-U1361A-026X-6-W-116-LP-DIR-AF	318-U1361A-026X-6-W-116	2.2	356.3	61.4				0.03				0				0	0				6	273							This study		LT-AF-Z : LP-DIR-AF	g	3914	u				4						273				pmagpy-2.93	2010-07-02T16:03:00Z	4.17e-10
318-U1361A-027X-5-W-92-LP-DIR-AF-1	318-U1361A-027X-5-W-92-LP-DIR-AF	318-U1361A-027X-5-W-92	0.4	282.4	-55.1				0				0				0	0				1	273							This study		LT-NO : LP-DIR-AF	g	3915	u				4						273				pmagpy-2.93	2010-06-02T19:55:00Z	2.315e-09
318-U1361A-027X-5-W-92-LP-DIR-AF-2	318-U1361A-027X-5-W-92-LP-DIR-AF	318-U1361A-027X-5-W-92	0.5	264.1	-70.3				0.005				0				0	0				2	273							This study		LT-AF-Z : LP-DIR-AF	g	3916	u				4						273				pmagpy-2.93	2010-07-02T16:15:00Z	1.5299999999999999e-09
318-U1361A-027X-5-W-92-LP-DIR-AF-3	318-U1361A-027X-5-W-92-LP-DIR-AF	318-U1361A-027X-5-W-92	0.4	287.3	-85.1				0.01				0				0	0				3	273							This study		LT-AF-Z : LP-DIR-AF	g	3917	u				4						273				pmagpy-2.93	2010-07-02T16:17:00Z	5.484e-10
318-U1361A-027X-5-W-92-LP-DIR-AF-4	318-U1361A-027X-5-W-92-LP-DIR-AF	318-U1361A-027X-5-W-92	0.7	22.5	-82				0.015				0				0	0				4	273							This study		LT-AF-Z : LP-DIR-AF	g	3918	u				4						273				pmagpy-2.93	2010-07-02T16:18:00Z	4.208e-10
318-U1361A-027X-5-W-92-LP-DIR-AF-5	318-U1361A-027X-5-W-92-LP-DIR-AF	318-U1361A-027X-5-W-92	0.7	86.7	-75.5				0.02				0				0	0				5	273							This study		LT-AF-Z : LP-DIR-AF	g	3919	u				4						273				pmagpy-2.93	2010-07-02T16:19:00Z	3.697e-10
318-U1361A-027X-5-W-92-LP-DIR-AF-6	318-U1361A-027X-5-W-92-LP-DIR-AF	318-U1361A-027X-5-W-92	1.1	148.8	-81.8				0.03				0				0	0				6	273							This study		LT-AF-Z : LP-DIR-AF	g	3920	u				4						273				pmagpy-2.93	2010-07-02T16:20:00Z	1.7730000000000002e-10
318-U1361A-027X-5-W-92-LP-DIR-AF-7	318-U1361A-027X-5-W-92-LP-DIR-AF	318-U1361A-027X-5-W-92	29.6	101.6	15.8				0.04				0				0	0				7	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3921	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T16:23:00Z	1.5030000000000001e-10
318-U1361A-027X-5-W-92-LP-DIR-AF-8	318-U1361A-027X-5-W-92-LP-DIR-AF	318-U1361A-027X-5-W-92	37.3	54.9	-16.8				0.06				0				0	0				8	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3922	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T16:26:00Z	7.804999999999999e-11
318-U1361A-029X-1-W-113-LP-DIR-AF-1	318-U1361A-029X-1-W-113-LP-DIR-AF	318-U1361A-029X-1-W-113	0.4	192.5	45.1				0.03				0				0	0				1	273							This study		LT-AF-Z : LP-DIR-AF	g	3923	u				4						273				pmagpy-2.93	2010-06-02T19:56:00Z	9.54e-10
318-U1361A-029X-1-W-113-LP-DIR-AF-2	318-U1361A-029X-1-W-113-LP-DIR-AF	318-U1361A-029X-1-W-113	25.2	144.4	5.7				0.04				0				0	0				2	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3924	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T19:07:00Z	3.413e-10
318-U1361A-029X-1-W-113-LP-DIR-AF-3	318-U1361A-029X-1-W-113-LP-DIR-AF	318-U1361A-029X-1-W-113	28.8	114.8	6.2				0.06				0				0	0				3	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3925	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T19:10:00Z	3.365e-10
318-U1361A-029X-1-W-113-LP-DIR-AF-4	318-U1361A-029X-1-W-113-LP-DIR-AF	318-U1361A-029X-1-W-113	17.3	106.2	-2				0.08				0				0	0				4	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3926	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T19:12:00Z	4.289e-10
318-U1361A-032X-1-W-75-LP-DIR-AF-1	318-U1361A-032X-1-W-75-LP-DIR-AF	318-U1361A-032X-1-W-75	0.7	355.8	-58.8				0.03				0				0	0				1	273							This study		LT-AF-Z : LP-DIR-AF	g	3927	u				4						273				pmagpy-2.93	2010-06-02T19:57:00Z	3.537e-10
318-U1361A-032X-1-W-75-LP-DIR-AF-2	318-U1361A-032X-1-W-75-LP-DIR-AF	318-U1361A-032X-1-W-75	24.3	144.6	-11.5				0.04				0				0	0				2	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3928	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T19:16:00Z	1.156e-10
318-U1361A-032X-1-W-75-LP-DIR-AF-3	318-U1361A-032X-1-W-75-LP-DIR-AF	318-U1361A-032X-1-W-75	23.2	179.5	-67.3				0.06				0				0	0				3	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3929	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T19:20:00Z	1.237e-10
318-U1361A-032X-1-W-75-LP-DIR-AF-4	318-U1361A-032X-1-W-75-LP-DIR-AF	318-U1361A-032X-1-W-75	57.1	223.3	-42.2				0.08				0				0	0				4	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3930	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T19:23:00Z	1.264e-10
318-U1361A-032X-2-W-41-LP-DIR-AF-1	318-U1361A-032X-2-W-41-LP-DIR-AF	318-U1361A-032X-2-W-41	0.4	24.9	-61.3				0.03				0				0	0				1	273							This study		LT-AF-Z : LP-DIR-AF	g	3931	u				4						273				pmagpy-2.93	2010-06-02T19:57:00Z	6.582000000000001e-10
318-U1361A-032X-2-W-41-LP-DIR-AF-2	318-U1361A-032X-2-W-41-LP-DIR-AF	318-U1361A-032X-2-W-41	20.5	136.6	-60.1				0.04				0				0	0				2	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3932	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T20:23:00Z	3.1830000000000003e-10
318-U1361A-032X-2-W-41-LP-DIR-AF-3	318-U1361A-032X-2-W-41-LP-DIR-AF	318-U1361A-032X-2-W-41	29.1	141.3	-22.1				0.06				0				0	0				3	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3933	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T20:26:00Z	1.243e-10
318-U1361A-032X-2-W-41-LP-DIR-AF-4	318-U1361A-032X-2-W-41-LP-DIR-AF	318-U1361A-032X-2-W-41	53.8	83.6	-43.9				0.08				0				0	0				4	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3934	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T20:29:00Z	1.1400000000000001e-10
318-U1361A-032X-3-W-34-LP-DIR-AF-1	318-U1361A-032X-3-W-34-LP-DIR-AF	318-U1361A-032X-3-W-34	0.4	45.8	-67.8				0.03				0				0	0				1	273							This study		LT-AF-Z : LP-DIR-AF	g	3935	u				4						273				pmagpy-2.93	2010-06-02T19:58:00Z	7.127e-10
318-U1361A-032X-3-W-34-LP-DIR-AF-2	318-U1361A-032X-3-W-34-LP-DIR-AF	318-U1361A-032X-3-W-34	4.3	69.8	-72.8				0.04				0				0	0				2	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3936	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T20:42:00Z	4.2230000000000003e-10
318-U1361A-032X-3-W-34-LP-DIR-AF-3	318-U1361A-032X-3-W-34-LP-DIR-AF	318-U1361A-032X-3-W-34	5.6	81.0	-51.2				0.06				0				0	0				3	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3937	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T20:45:00Z	3.054e-10
318-U1361A-032X-3-W-34-LP-DIR-AF-4	318-U1361A-032X-3-W-34-LP-DIR-AF	318-U1361A-032X-3-W-34	21.4	116.7	-15.7				0.08				0				0	0				4	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3938	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T20:47:00Z	2.3819999999999996e-10
318-U1361A-032X-4-W-110-LP-DIR-AF-1	318-U1361A-032X-4-W-110-LP-DIR-AF	318-U1361A-032X-4-W-110	0.5	78.3	-3.9				0.03				0				0	0				1	273							This study		LT-AF-Z : LP-DIR-AF	g	3939	u				4						273				pmagpy-2.93	2010-06-02T19:59:00Z	4.512e-10
318-U1361A-032X-4-W-110-LP-DIR-AF-2	318-U1361A-032X-4-W-110-LP-DIR-AF	318-U1361A-032X-4-W-110	15.7	133.0	14.4				0.04				0				0	0				2	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3940	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T20:51:00Z	3.195e-10
318-U1361A-032X-4-W-110-LP-DIR-AF-3	318-U1361A-032X-4-W-110-LP-DIR-AF	318-U1361A-032X-4-W-110	11.6	129.9	1.9				0.06				0				0	0				3	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3941	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T20:53:00Z	3.084e-10
318-U1361A-032X-4-W-110-LP-DIR-AF-4	318-U1361A-032X-4-W-110-LP-DIR-AF	318-U1361A-032X-4-W-110	44.8	113.9	23				0.08				0				0	0				4	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3942	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-02T20:56:00Z	1.621e-10
318-U1361A-032X-5-W-101-LP-DIR-AF-1	318-U1361A-032X-5-W-101-LP-DIR-AF	318-U1361A-032X-5-W-101	0.4	9.9	-56.5				0.03				0				0	0				1	273							This study		LT-AF-Z : LP-DIR-AF	g	3943	u				4						273				pmagpy-2.93	2010-06-02T19:59:00Z	1.035e-09
318-U1361A-032X-5-W-101-LP-DIR-AF-2	318-U1361A-032X-5-W-101-LP-DIR-AF	318-U1361A-032X-5-W-101	1.1	53.9	-69.8				0.04				0				0	0				2	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3944	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T14:31:00Z	7.128e-10
318-U1361A-032X-5-W-101-LP-DIR-AF-3	318-U1361A-032X-5-W-101-LP-DIR-AF	318-U1361A-032X-5-W-101	107.2	347.2	-26.1				0.06				0				0	0				3	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3945	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T14:34:00Z	9.653e-11
318-U1361A-032X-5-W-101-LP-DIR-AF-4	318-U1361A-032X-5-W-101-LP-DIR-AF	318-U1361A-032X-5-W-101	10.6	219.9	-1.8				0.08				0				0	0				4	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3946	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T14:37:00Z	3.399e-10
318-U1361A-032X-5-W-101-LP-DIR-AF-5	318-U1361A-032X-5-W-101-LP-DIR-AF	318-U1361A-032X-5-W-101	9.7	207.6	23.2				0.1				0				0	0				5	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3947	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T14:39:00Z	3.803e-10
318-U1361A-032X-6-W-59-LP-DIR-AF-1	318-U1361A-032X-6-W-59-LP-DIR-AF	318-U1361A-032X-6-W-59	0.6	333.9	-57.5				0.03				0				0	0				1	273							This study		LT-AF-Z : LP-DIR-AF	g	3948	u				4						273				pmagpy-2.93	2010-06-02T20:00:00Z	7.779999999999999e-10
318-U1361A-032X-6-W-59-LP-DIR-AF-2	318-U1361A-032X-6-W-59-LP-DIR-AF	318-U1361A-032X-6-W-59	20.6	331.1	-68.9				0.04				0				0	0				2	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3949	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T14:53:00Z	2.3209999999999998e-10
318-U1361A-032X-6-W-59-LP-DIR-AF-3	318-U1361A-032X-6-W-59-LP-DIR-AF	318-U1361A-032X-6-W-59	19.1	23.7	-50.7				0.06				0				0	0				3	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3950	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T14:55:00Z	2.675e-10
318-U1361A-032X-6-W-59-LP-DIR-AF-4	318-U1361A-032X-6-W-59-LP-DIR-AF	318-U1361A-032X-6-W-59	73.4	32.1	-47.1				0.08				0				0	0				4	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3951	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T14:58:00Z	9.340000000000001e-11
318-U1361A-033X-1-W-112-LP-DIR-AF-1	318-U1361A-033X-1-W-112-LP-DIR-AF	318-U1361A-033X-1-W-112	0.7	321.0	-54.5				0.03				0				0	0				1	273							This study		LT-AF-Z : LP-DIR-AF	g	3952	u				4						273				pmagpy-2.93	2010-06-02T20:01:00Z	6.487000000000001e-10
318-U1361A-033X-1-W-112-LP-DIR-AF-2	318-U1361A-033X-1-W-112-LP-DIR-AF	318-U1361A-033X-1-W-112	7.4	213.2	-72.6				0.04				0				0	0				2	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3953	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T15:26:00Z	3.3839999999999994e-10
318-U1361A-033X-1-W-112-LP-DIR-AF-3	318-U1361A-033X-1-W-112-LP-DIR-AF	318-U1361A-033X-1-W-112	10.7	237.0	-86.3				0.06				0				0	0				3	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3954	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T15:29:00Z	3.8560000000000004e-10
318-U1361A-033X-1-W-112-LP-DIR-AF-4	318-U1361A-033X-1-W-112-LP-DIR-AF	318-U1361A-033X-1-W-112	8.3	241.5	-80.6				0.08				0				0	0				4	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3955	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T15:31:00Z	2.616e-10
318-U1361A-033X-1-W-112-LP-DIR-AF-5	318-U1361A-033X-1-W-112-LP-DIR-AF	318-U1361A-033X-1-W-112	12.6	294.2	-47.9				0.1				0				0	0				5	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3956	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T15:34:00Z	1.313e-10
318-U1361A-033X-2-W-82-LP-DIR-AF-1	318-U1361A-033X-2-W-82-LP-DIR-AF	318-U1361A-033X-2-W-82	1.8	349.2	-65.8				0.03				0				0	0				1	273							This study		LT-AF-Z : LP-DIR-AF	g	3957	u				4						273				pmagpy-2.93	2010-06-02T20:01:00Z	4.326e-10
318-U1361A-033X-2-W-82-LP-DIR-AF-2	318-U1361A-033X-2-W-82-LP-DIR-AF	318-U1361A-033X-2-W-82	8.6	137.9	-78.2				0.04				0				0	0				2	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3958	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T15:44:00Z	2.9769999999999996e-10
318-U1361A-033X-2-W-82-LP-DIR-AF-3	318-U1361A-033X-2-W-82-LP-DIR-AF	318-U1361A-033X-2-W-82	8.6	130.4	-60.9				0.06				0				0	0				3	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3959	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T15:46:00Z	2.7010000000000003e-10
318-U1361A-033X-2-W-82-LP-DIR-AF-4	318-U1361A-033X-2-W-82-LP-DIR-AF	318-U1361A-033X-2-W-82	15.7	171.2	-61.6				0.08				0				0	0				4	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3960	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T15:49:00Z	2.078e-10
318-U1361A-033X-2-W-82-LP-DIR-AF-5	318-U1361A-033X-2-W-82-LP-DIR-AF	318-U1361A-033X-2-W-82	19.3	112.7	-68.6				0.1				0				0	0				5	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3961	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T15:52:00Z	1.6069999999999997e-10
318-U1361A-033X-3-W-119-LP-DIR-AF-1	318-U1361A-033X-3-W-119-LP-DIR-AF	318-U1361A-033X-3-W-119	0.3	114.6	-75.8				0.03				0				0	0				1	273							This study		LT-AF-Z : LP-DIR-AF	g	3962	u				4						273				pmagpy-2.93	2010-06-02T20:02:00Z	1.364e-07
318-U1361A-033X-3-W-119-LP-DIR-AF-2	318-U1361A-033X-3-W-119-LP-DIR-AF	318-U1361A-033X-3-W-119	0.7	113.4	-75.8				0.04				0				0	0				2	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3963	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T20:35:00Z	8.261000000000001e-08
318-U1361A-033X-3-W-119-LP-DIR-AF-3	318-U1361A-033X-3-W-119-LP-DIR-AF	318-U1361A-033X-3-W-119	0.6	113.3	-77				0.06				0				0	0				3	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3964	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T20:38:00Z	2.955e-08
318-U1361A-033X-3-W-119-LP-DIR-AF-4	318-U1361A-033X-3-W-119-LP-DIR-AF	318-U1361A-033X-3-W-119	5.2	137.3	-81.3				0.08				0				0	0				4	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3965	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T20:41:00Z	8.977e-09
318-U1361A-033X-3-W-119-LP-DIR-AF-5	318-U1361A-033X-3-W-119-LP-DIR-AF	318-U1361A-033X-3-W-119	7.6	227.9	-70.5				0.1				0				0	0				5	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3966	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T20:43:00Z	2.432e-09
318-U1361A-033X-4-W-90-LP-DIR-AF-1	318-U1361A-033X-4-W-90-LP-DIR-AF	318-U1361A-033X-4-W-90	0.3	4.4	-66.1				0.03				0				0	0				1	273							This study		LT-AF-Z : LP-DIR-AF	g	3967	u				4						273				pmagpy-2.93	2010-06-02T20:03:00Z	1.537e-09
318-U1361A-033X-4-W-90-LP-DIR-AF-2	318-U1361A-033X-4-W-90-LP-DIR-AF	318-U1361A-033X-4-W-90	7.8	3.7	-82.2				0.04				0				0	0				2	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3968	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T20:55:00Z	1.0829999999999999e-09
318-U1361A-033X-4-W-90-LP-DIR-AF-3	318-U1361A-033X-4-W-90-LP-DIR-AF	318-U1361A-033X-4-W-90	6.4	15.7	-75.7				0.06				0				0	0				3	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3969	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T20:57:00Z	7.074e-10
318-U1361A-033X-4-W-90-LP-DIR-AF-4	318-U1361A-033X-4-W-90-LP-DIR-AF	318-U1361A-033X-4-W-90	4.9	355.1	-74.2				0.08				0				0	0				4	273							This study		LT-AF-Z : DE-VM : LP-DIR-AF	g	3970	u				2						273			average of multiple measurements.	pmagpy-2.93	2010-07-06T21:17:00Z	5.157000000000001e-10
