tab delimited	contribution
id	version	timestamp	contributor	data_model_version	reference	description
14132	4	2015-02-20T12:21:14.000Z	@ltauxe	3.0	10.1111/j.1365-246X.1997.tb04082.x	Upgraded to MagIC Data Model 3.0 by the MagIC Database Team
>>>>>>>>>>
tab delimited	locations
location	location_type	citations	plate_blocks	lat_s	lat_n	lon_w	lon_e	continent_ocean
DSDP Site 522	Drill Site	This study	African Plate	-27	-27	355	355	Atlantic Ocean
>>>>>>>>>>
tab delimited	sites
site	location	citations	geologic_classes	geologic_types	lithologies	core_depth	age	age_unit
DSDP Site 522	17-2-004	25.122	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-008	25.128	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-011	25.136	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-013	25.138	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-017	25.148	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-020	25.152	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-024	25.16	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-027	25.166	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-030	25.172	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-033	25.18	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-037	25.1841	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-040	25.1895	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-043	25.1936	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-046	25.1963	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-049	25.2017	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-052	25.2058	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-056	25.2112	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-059	25.2153	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-063	25.2193	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-066	25.2234	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-070	25.2302	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-073	25.2329	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-076	25.2369	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-080	25.2437	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-083	25.2478	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-086	25.2519	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-090	25.2573	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-094	25.2614	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-097	25.2654	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-099	25.2695	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-103	25.2749	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-106	25.2776	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-109	25.2831	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-112	25.2871	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-115	25.2898	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-118	25.2953	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-122	25.2993	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-125	25.3047	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-128	25.3075	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-131	25.3115	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-134	25.3169	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-137	25.321	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-2-141	25.3251	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-004	25.3319	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-007	25.3346	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-010	25.3386	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-013	25.3441	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-017	25.3481	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-019	25.3522	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-022	25.3563	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-025	25.359	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-027	25.3631	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-030	25.3671	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-034	25.3712	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-036	25.3753	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-039	25.3793	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-043	25.3847	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-046	25.3888	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-049	25.3929	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-053	25.3969	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-056	25.4024	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-060	25.4064	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-063	25.4105	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-066	25.4159	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-070	25.42	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-073	25.4241	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-076	25.4281	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-079	25.4322	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-082	25.4363	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-084	25.4403	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-088	25.4444	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-091	25.4485	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-094	25.4525	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-097	25.4566	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-099	25.4607	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-103	25.4661	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-106	25.4702	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-110	25.4756	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-113	25.4783	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-117	25.4837	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-120	25.4878	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-123	25.4919	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-126	25.4959	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-129	25.5	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-132	25.5059	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-3-135	25.5138	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-051	25.6401	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-054	25.6461	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-057	25.652	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-059	25.6579	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-063	25.6638	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-065	25.6697	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-069	25.6757	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-072	25.6816	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-075	25.6875	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-078	25.6934	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-082	25.7013	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-085	25.7072	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-088	25.7132	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-091	25.7211	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-094	25.727	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-097	25.7329	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-101	25.7388	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-104	25.7467	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-107	25.7526	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-111	25.7605	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-114	25.7664	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-117	25.7724	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-120	25.7783	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-123	25.7842	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-126	25.7882	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-128	25.7941	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-132	25.8	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-135	25.8059	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-138	25.8118	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-142	25.8197	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-145	25.8257	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-147	25.8316	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-1-150	25.8375	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-002	25.8414	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-008	25.8533	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-012	25.8612	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-015	25.8671	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-018	25.873	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-022	25.8789	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-025	25.8868	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-028	25.8908	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-031	25.8987	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-034	25.9046	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-037	25.9105	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-039	25.9145	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-043	25.9224	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-046	25.9263	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-049	25.9342	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-052	25.9382	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-054	25.9441	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-057	25.95	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-060	25.9532	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-063	25.9565	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-065	25.9586	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-069	25.9619	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-073	25.9673	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-077	25.9705	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-079	25.9738	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-082	25.977	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-086	25.9802	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-089	25.9835	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-093	25.9878	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-096	25.991	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-098	25.9943	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-102	25.9975	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-104	26.0008	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-107	26.0029	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-109	26.0051	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-112	26.0094	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-115	26.0126	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-118	26.0159	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-122	26.0191	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-125	26.0224	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-128	26.0256	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-130	26.0278	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-133	26.0321	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-136	26.0343	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-139	26.0375	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-142	26.0407	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-145	26.0451	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-148	26.0472	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-2-150	26.0505	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-002	26.0515	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-005	26.0559	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-008	26.058	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-010	26.0613	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-013	26.0645	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-018	26.0699	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-021	26.0721	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-024	26.0753	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-027	26.0785	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-029	26.0807	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-032	26.0839	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-035	26.0883	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-039	26.0915	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-042	26.0947	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-045	26.0991	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-047	26.1012	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-051	26.1045	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-054	26.1077	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-058	26.112	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-061	26.1153	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-064	26.1185	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-067	26.1217	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-071	26.1271	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-075	26.1315	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-078	26.1347	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-080	26.1369	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-083	26.1401	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-086	26.1433	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-089	26.1466	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-093	26.1498	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-096	26.1531	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-099	26.1563	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-102	26.1595	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-105	26.1628	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	18-3-107	26.166	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-024	26.2265	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-028	26.2308	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-043	26.247	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-046	26.2514	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-049	26.2546	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-053	26.2589	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-057	26.2622	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-061	26.2676	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-064	26.2708	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-071	26.2784	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-074	26.2805	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-077	26.2848	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-080	26.287	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-083	26.2913	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-088	26.2956	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-091	26.2989	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-094	26.3021	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-098	26.3064	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-100	26.3086	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-103	26.3129	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-106	26.3162	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-109	26.3194	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-113	26.3237	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-117	26.328	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-121	26.3313	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-124	26.3356	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-128	26.3389	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-131	26.3432	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-135	26.3464	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-137	26.3497	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-140	26.3529	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-144	26.3561	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-147	26.3594	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-1-150	26.3626	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-001	26.3648	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-004	26.368	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-008	26.3713	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-010	26.3745	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-014	26.3777	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-017	26.3821	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-020	26.3842	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-025	26.3896	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-028	26.3929	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-032	26.3983	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-035	26.4015	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-039	26.4047	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-042	26.408	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-045	26.4123	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-048	26.4155	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-051	26.4177	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-055	26.422	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-057	26.4253	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-062	26.4296	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-065	26.4328	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-069	26.4371	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-072	26.4404	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-076	26.4447	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-079	26.4479	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-082	26.4523	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-085	26.4555	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-090	26.4598	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-092	26.4631	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-096	26.4674	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-100	26.4706	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-102	26.4739	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-106	26.4771	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-109	26.4803	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-112	26.4847	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-115	26.4868	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-118	26.4911	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-122	26.4944	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-125	26.4976	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-128	26.502	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-131	26.5052	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-135	26.5095	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-138	26.5128	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-142	26.5171	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-145	26.5203	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-2-148	26.5236	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-3-001	26.5257	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-3-004	26.529	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-3-007	26.5322	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-3-010	26.5365	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-3-013	26.5387	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-3-017	26.543	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-3-020	26.5473	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-3-023	26.5506	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-3-026	26.5538	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-3-030	26.557	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-3-034	26.5624	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-3-038	26.5657	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-3-041	26.57	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-3-044	26.5756	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-3-046	26.5793	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	19-3-050	26.5868	Ma	GM-INT-L:GM-PMAG-POL	This study
