tab delimited	contribution
id	version	timestamp	contributor	data_model_version	reference	description
14132	4	2015-02-20T12:21:14.000Z	@ltauxe	3.0	10.1111/j.1365-246X.1997.tb04082.x	Upgraded to MagIC Data Model 3.0 by the MagIC Database Team
>>>>>>>>>>
tab delimited	locations
location	location_type	citations	plate_blocks	lat_s	lat_n	lon_w	lon_e	continent_ocean
DSDP Site 522	Drill Site	This study	African Plate	-27	-27	355	355	Atlantic Ocean
>>>>>>>>>>
tab delimited	sites
site	location	citations	geologic_classes	geologic_types	lithologies	core_depth	age	age_unit
16-3-092	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	63.42	24.7148	Ma
16-3-095	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	63.45	24.721	Ma
16-3-098	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	63.47	24.7251	Ma
16-3-102	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	63.51	24.7333	Ma
16-3-105	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	63.54	24.7395	Ma
16-3-108	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	63.57	24.7457	Ma
16-3-110	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	63.6	24.7519	Ma
16-3-114	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	63.63	24.758	Ma
16-3-116	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	63.66	24.7642	Ma
16-3-119	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	63.69	24.7704	Ma
16-3-122	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	63.72	24.7765	Ma
16-3-125	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	63.75	24.7827	Ma
16-3-127	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	63.77	24.7868	Ma
17-1-005	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	63.95	24.8238	Ma
17-1-009	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	63.98	24.83	Ma
17-1-012	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.01	24.836	Ma
17-1-015	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.04	24.842	Ma
17-1-018	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.08	24.85	Ma
17-1-021	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.11	24.856	Ma
17-1-022	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.12	24.858	Ma
17-1-023	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.13	24.86	Ma
17-1-026	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.16	24.866	Ma
17-1-030	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.19	24.872	Ma
17-1-035	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.25	24.884	Ma
17-1-040	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.29	24.892	Ma
17-1-042	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.32	24.898	Ma
17-1-045	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.35	24.904	Ma
17-1-048	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.38	24.91	Ma
17-1-051	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.41	24.916	Ma
17-1-054	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.44	24.922	Ma
17-1-058	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.48	24.93	Ma
17-1-061	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.5	24.934	Ma
17-1-064	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.53	24.94	Ma
17-1-066	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.56	24.946	Ma
17-1-069	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.59	24.952	Ma
17-1-072	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.62	24.958	Ma
17-1-075	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.65	24.964	Ma
17-1-079	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.68	24.97	Ma
17-1-081	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.7	24.974	Ma
17-1-085	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.74	24.982	Ma
17-1-087	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.77	24.988	Ma
17-1-091	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.8	24.994	Ma
17-1-094	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.84	25.002	Ma
17-1-097	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.87	25.008	Ma
17-1-100	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.9	25.014	Ma
17-1-103	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.93	25.02	Ma
17-1-107	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.96	25.026	Ma
17-1-110	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	64.99	25.032	Ma
17-1-113	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.03	25.04	Ma
17-1-116	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.05	25.044	Ma
17-1-119	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.08	25.05	Ma
17-1-123	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.12	25.058	Ma
17-1-125	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.15	25.064	Ma
17-1-128	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.18	25.07	Ma
17-1-131	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.21	25.076	Ma
17-1-134	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.24	25.082	Ma
17-1-137	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.26	25.086	Ma
17-1-141	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.3	25.094	Ma
17-1-144	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.33	25.1	Ma
17-1-147	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.36	25.106	Ma
17-1-150	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.39	25.112	Ma
17-2-004	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.44	25.122	Ma
17-2-008	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.47	25.128	Ma
17-2-011	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.51	25.136	Ma
17-2-013	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.52	25.138	Ma
17-2-017	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.57	25.148	Ma
17-2-020	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.59	25.152	Ma
17-2-024	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.63	25.16	Ma
17-2-027	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.66	25.166	Ma
17-2-030	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.69	25.172	Ma
17-2-033	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.73	25.18	Ma
17-2-037	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.76	25.1841	Ma
17-2-040	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.8	25.1895	Ma
17-2-043	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.83	25.1936	Ma
17-2-046	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.85	25.1963	Ma
17-2-049	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.89	25.2017	Ma
17-2-052	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.92	25.2058	Ma
17-2-056	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.96	25.2112	Ma
17-2-059	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	65.99	25.2153	Ma
17-2-063	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.02	25.2193	Ma
17-2-066	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.05	25.2234	Ma
17-2-070	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.1	25.2302	Ma
17-2-073	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.12	25.2329	Ma
17-2-076	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.15	25.2369	Ma
17-2-080	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.2	25.2437	Ma
17-2-083	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.23	25.2478	Ma
17-2-086	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.26	25.2519	Ma
17-2-090	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.3	25.2573	Ma
17-2-094	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.33	25.2614	Ma
17-2-097	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.36	25.2654	Ma
17-2-099	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.39	25.2695	Ma
17-2-103	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.43	25.2749	Ma
17-2-106	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.45	25.2776	Ma
17-2-109	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.49	25.2831	Ma
17-2-112	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.52	25.2871	Ma
17-2-115	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.54	25.2898	Ma
17-2-118	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.58	25.2953	Ma
17-2-122	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.61	25.2993	Ma
17-2-125	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.65	25.3047	Ma
17-2-128	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.67	25.3075	Ma
17-2-131	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.7	25.3115	Ma
17-2-134	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.74	25.3169	Ma
17-2-137	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.77	25.321	Ma
17-2-141	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.8	25.3251	Ma
17-3-004	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.85	25.3319	Ma
17-3-007	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.87	25.3346	Ma
17-3-010	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.9	25.3386	Ma
17-3-013	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.94	25.3441	Ma
17-3-017	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	66.97	25.3481	Ma
17-3-019	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67	25.3522	Ma
17-3-022	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.03	25.3563	Ma
17-3-025	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.05	25.359	Ma
17-3-027	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.08	25.3631	Ma
17-3-030	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.11	25.3671	Ma
17-3-034	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.14	25.3712	Ma
17-3-036	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.17	25.3753	Ma
17-3-039	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.2	25.3793	Ma
17-3-043	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.24	25.3847	Ma
17-3-046	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.27	25.3888	Ma
17-3-049	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.3	25.3929	Ma
17-3-053	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.33	25.3969	Ma
17-3-056	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.37	25.4024	Ma
17-3-060	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.4	25.4064	Ma
17-3-063	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.43	25.4105	Ma
17-3-066	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.47	25.4159	Ma
17-3-070	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.5	25.42	Ma
17-3-073	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.53	25.4241	Ma
17-3-076	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.56	25.4281	Ma
17-3-079	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.59	25.4322	Ma
17-3-082	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.62	25.4363	Ma
17-3-084	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.65	25.4403	Ma
17-3-088	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.68	25.4444	Ma
17-3-091	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.71	25.4485	Ma
17-3-094	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.74	25.4525	Ma
17-3-097	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.77	25.4566	Ma
17-3-099	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.8	25.4607	Ma
17-3-103	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.84	25.4661	Ma
17-3-106	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.87	25.4702	Ma
17-3-110	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.91	25.4756	Ma
17-3-113	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.93	25.4783	Ma
17-3-117	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	67.97	25.4837	Ma
17-3-120	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	68	25.4878	Ma
17-3-123	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	68.03	25.4919	Ma
17-3-126	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	68.06	25.4959	Ma
17-3-129	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	68.09	25.5	Ma
17-3-132	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	68.12	25.5059	Ma
17-3-135	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	68.16	25.5138	Ma
18-1-051	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	68.8	25.6401	Ma
18-1-054	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	68.83	25.6461	Ma
18-1-057	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	68.86	25.652	Ma
18-1-059	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	68.89	25.6579	Ma
18-1-063	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	68.92	25.6638	Ma
18-1-065	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	68.95	25.6697	Ma
18-1-069	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	68.98	25.6757	Ma
18-1-072	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.01	25.6816	Ma
18-1-075	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.04	25.6875	Ma
18-1-078	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.07	25.6934	Ma
18-1-082	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.11	25.7013	Ma
18-1-085	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.14	25.7072	Ma
18-1-088	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.17	25.7132	Ma
18-1-091	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.21	25.7211	Ma
18-1-094	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.24	25.727	Ma
18-1-097	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.27	25.7329	Ma
18-1-101	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.3	25.7388	Ma
18-1-104	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.34	25.7467	Ma
18-1-107	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.37	25.7526	Ma
18-1-111	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.41	25.7605	Ma
18-1-114	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.44	25.7664	Ma
18-1-117	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.47	25.7724	Ma
18-1-120	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.5	25.7783	Ma
18-1-123	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.53	25.7842	Ma
18-1-126	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.55	25.7882	Ma
18-1-128	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.58	25.7941	Ma
18-1-132	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.61	25.8	Ma
18-1-135	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.64	25.8059	Ma
18-1-138	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.67	25.8118	Ma
18-1-142	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.71	25.8197	Ma
18-1-145	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.74	25.8257	Ma
18-1-147	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.77	25.8316	Ma
18-1-150	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.8	25.8375	Ma
18-2-002	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.82	25.8414	Ma
18-2-008	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.88	25.8533	Ma
18-2-012	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.92	25.8612	Ma
18-2-015	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.95	25.8671	Ma
18-2-018	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	69.98	25.873	Ma
18-2-022	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.01	25.8789	Ma
18-2-025	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.05	25.8868	Ma
18-2-028	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.07	25.8908	Ma
18-2-031	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.11	25.8987	Ma
18-2-034	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.14	25.9046	Ma
18-2-037	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.17	25.9105	Ma
18-2-039	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.19	25.9145	Ma
18-2-043	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.23	25.9224	Ma
18-2-046	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.25	25.9263	Ma
18-2-049	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.29	25.9342	Ma
18-2-052	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.31	25.9382	Ma
18-2-054	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.34	25.9441	Ma
18-2-057	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.37	25.95	Ma
18-2-060	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.4	25.9532	Ma
18-2-063	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.43	25.9565	Ma
18-2-065	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.45	25.9586	Ma
18-2-069	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.48	25.9619	Ma
18-2-073	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.53	25.9673	Ma
18-2-077	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.56	25.9705	Ma
18-2-079	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.59	25.9738	Ma
18-2-082	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.62	25.977	Ma
18-2-086	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.65	25.9802	Ma
18-2-089	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.68	25.9835	Ma
18-2-093	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.72	25.9878	Ma
18-2-096	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.75	25.991	Ma
18-2-098	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.78	25.9943	Ma
18-2-102	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.81	25.9975	Ma
18-2-104	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.84	26.0008	Ma
18-2-107	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.86	26.0029	Ma
18-2-109	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.88	26.0051	Ma
18-2-112	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.92	26.0094	Ma
18-2-115	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.95	26.0126	Ma
18-2-118	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	70.98	26.0159	Ma
18-2-122	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	71.01	26.0191	Ma
18-2-125	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	71.04	26.0224	Ma
18-2-128	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	71.07	26.0256	Ma
18-2-130	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	71.09	26.0278	Ma
18-2-133	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	71.13	26.0321	Ma
18-2-136	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	71.15	26.0343	Ma
18-2-139	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	71.18	26.0375	Ma
18-2-142	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	71.21	26.0407	Ma
18-2-145	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	71.25	26.0451	Ma
18-2-148	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	71.27	26.0472	Ma
18-2-150	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	71.3	26.0505	Ma
18-3-002	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	71.31	26.0515	Ma
18-3-005	DSDP Site 522	This study	sedimentary	sedimentary layer	nannofossil ooze	71.35	26.0559	Ma
