tab 	pmag_specimens
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_description	specimen_direction_type	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
	This study	U1361A	318-U1361A-012H-4-W-91	318-U1361A-012H-4-W-91	318-U1361A-012H-4-W-91	318-U1361A-012H-4-W-91:LP-DIR-AF	LP-DIR-AF:DE-FM	pmagpy-2.77	8.00E-02	1.00E-02	T	10.9	A	u	-1	89.6		l	-51.5		7	-1
	This study	U1361A	318-U1361A-012H-5-W-122	318-U1361A-012H-5-W-122	318-U1361A-012H-5-W-122	318-U1361A-012H-5-W-122:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	2.00E-02	T		A	u	3.3	171.1		l	-70.9	3.5	6	-1
	This study	U1361A	318-U1361A-012H-7-W-43	318-U1361A-012H-7-W-43	318-U1361A-012H-7-W-43	318-U1361A-012H-7-W-43:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	1.00E-02	T		A	u	0.8	229.2		l	76.4	0.6	8	-1
	This study	U1361A	318-U1361A-013H-2-W-70	318-U1361A-013H-2-W-70	318-U1361A-013H-2-W-70	318-U1361A-013H-2-W-70:LP-DIR-AF	LP-DIR-AF:DE-FM	pmagpy-2.77	1.20E-01	1.00E-02	T	3.7	A	u	-1	297.5		l	65.4		9	-1
	This study	U1361A	318-U1361A-013H-3-W-97	318-U1361A-013H-3-W-97	318-U1361A-013H-3-W-97	318-U1361A-013H-3-W-97:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	8.00E-02	1.00E-02	T		A	u	2.9	314.2		l	75.6	1.1	7	-1
	This study	U1361A	318-U1361A-013H-4-W-118	318-U1361A-013H-4-W-118	318-U1361A-013H-4-W-118	318-U1361A-013H-4-W-118:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	8.00E-02	1.00E-02	T		A	u	0.6	300.9		l	64.5	1.8	7	-1
	This study	U1361A	318-U1361A-013H-5-W-95	318-U1361A-013H-5-W-95	318-U1361A-013H-5-W-95	318-U1361A-013H-5-W-95:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	8.00E-02	1.00E-02	T		A	u	2.2	104.4		l	-69.8	4.1	7	-1
	This study	U1361A	318-U1361A-013H-6-W-89	318-U1361A-013H-6-W-89	318-U1361A-013H-6-W-89	318-U1361A-013H-6-W-89:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	8.00E-02	1.00E-02	T		A	u	1.4	128.9		l	-75	2	7	-1
	This study	U1361A	318-U1361A-014H-1-W-123	318-U1361A-014H-1-W-123	318-U1361A-014H-1-W-123	318-U1361A-014H-1-W-123:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	8.00E-02	1.00E-02	T		A	u	1.6	19		l	84.8	0.9	7	-1
	This study	U1361A	318-U1361A-014H-2-W-87	318-U1361A-014H-2-W-87	318-U1361A-014H-2-W-87	318-U1361A-014H-2-W-87:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-BFL	pmagpy-2.112	1.200e-01	0.000e+00	T		A	u	5.8	8.3		l	74.7	8.0	11	0
	This study	U1361A	318-U1361A-014H-3-W-115	318-U1361A-014H-3-W-115	318-U1361A-014H-3-W-115	318-U1361A-014H-3-W-115:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	5.00E-03	T		A	u	4.7	47.2		l	89.7	4.2	9	-1
	This study	U1361A	318-U1361A-014H-4-W-110	318-U1361A-014H-4-W-110	318-U1361A-014H-4-W-110	318-U1361A-014H-4-W-110:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	1.00E-02	T		A	u	1.6	80.2		l	85	0.8	8	-1
	This study	U1361A	318-U1361A-014H-5-W-113	318-U1361A-014H-5-W-113	318-U1361A-014H-5-W-113	318-U1361A-014H-5-W-113:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	8.00E-02	5.00E-03	T		A	u	3.7	267.6		l	88.9	2.4	8	-1
	This study	U1361A	318-U1361A-014H-6-W-88	318-U1361A-014H-6-W-88	318-U1361A-014H-6-W-88	318-U1361A-014H-6-W-88:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	8.00E-02	1.00E-02	T		A	u	0.2	104.1		l	76.8	0.6	7	-1
	This study	U1361A	318-U1361A-015H-1-W-110	318-U1361A-015H-1-W-110	318-U1361A-015H-1-W-110	318-U1361A-015H-1-W-110:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.112	4.000e-02	5.000e-03	T	8.0	A	u	-1.0	176.5		l	69.2		6	0
	This study	U1361A	318-U1361A-015H-2-W-59	318-U1361A-015H-2-W-59	318-U1361A-015H-2-W-59	318-U1361A-015H-2-W-59:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	1.00E-02	T		A	u	0.2	118.7		l	82	1	8	-1
	This study	U1361A	318-U1361A-015H-3-W-51	318-U1361A-015H-3-W-51	318-U1361A-015H-3-W-51	318-U1361A-015H-3-W-51:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.20E-01	1.50E-02	T		A	u	5.4	140.1		l	64.5	8.1	8	-1
	This study	U1361A	318-U1361A-015H-4-W-58	318-U1361A-015H-4-W-58	318-U1361A-015H-4-W-58	318-U1361A-015H-4-W-58:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	1.00E-02	T		A	u	0.8	137.2		l	73	1.7	8	-1
	This study	U1361A	318-U1361A-015H-5-W-57	318-U1361A-015H-5-W-57	318-U1361A-015H-5-W-57	318-U1361A-015H-5-W-57:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	8.00E-02	1.00E-02	T		A	u	1	128.2		l	77.2	1.8	7	-1
	This study	U1361A	318-U1361A-015H-6-W-125	318-U1361A-015H-6-W-125	318-U1361A-015H-6-W-125	318-U1361A-015H-6-W-125:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.20E-01	1.50E-02	T		A	u	1.2	111.5		l	52.1	1.2	8	-1
	This study	U1361A	318-U1361A-016H-1-W-60	318-U1361A-016H-1-W-60	318-U1361A-016H-1-W-60	318-U1361A-016H-1-W-60:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	1.00E-02	T		A	u	0.2	158.6		l	77.7	1	8	-1
	This study	U1361A	318-U1361A-016H-2-W-60	318-U1361A-016H-2-W-60	318-U1361A-016H-2-W-60	318-U1361A-016H-2-W-60:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	1.00E-02	T		A	u	0.3	300		l	-74.9	0.7	8	-1
	This study	U1361A	318-U1361A-016H-3-W-60	318-U1361A-016H-3-W-60	318-U1361A-016H-3-W-60	318-U1361A-016H-3-W-60:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.112	1.000e-01	2.000e-02	T	9.0	A	u	-1.0	267.9		l	-87.5		6	0
	This study	U1361A	318-U1361A-016H-4-W-60	318-U1361A-016H-4-W-60	318-U1361A-016H-4-W-60	318-U1361A-016H-4-W-60:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.112	8.000e-02	2.000e-02	T	10.6	A	u	-1.0	268.2		l	-61.6		5	0
	This study	U1361A	318-U1361A-016H-5-W-60	318-U1361A-016H-5-W-60	318-U1361A-016H-5-W-60	318-U1361A-016H-5-W-60:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	8.00E-02	1.50E-02	T		A	u	4.6	190.5		l	-78.5	1.2	6	-1
	This study	U1361A	318-U1361A-016H-6-W-60	318-U1361A-016H-6-W-60	318-U1361A-016H-6-W-60	318-U1361A-016H-6-W-60:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	1.00E-02	T		A	u	0.6	260.5		l	-82.3	0.8	8	-1
	This study	U1361A	318-U1361A-016H-7-W-33	318-U1361A-016H-7-W-33	318-U1361A-016H-7-W-33	318-U1361A-016H-7-W-33:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	2.00E-02	T		A	u	0.5	304.3		l	-71	0.6	6	-1
	This study	U1361A	318-U1361A-017X-1-W-58	318-U1361A-017X-1-W-58	318-U1361A-017X-1-W-58	318-U1361A-017X-1-W-58:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	8.00E-02	5.00E-03	T		A	u	1.2	219.1		l	59.6	2.2	8	-1
	This study	U1361A	318-U1361A-017X-2-W-58	318-U1361A-017X-2-W-58	318-U1361A-017X-2-W-58	318-U1361A-017X-2-W-58:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	1.00E-02	T		A	u	3.9	171.7		l	-5.7	3.1	8	-1
	This study	U1361A	318-U1361A-017X-3-W-58	318-U1361A-017X-3-W-58	318-U1361A-017X-3-W-58	318-U1361A-017X-3-W-58:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	1.00E-02	T		A	u	0.7	199		l	78.1	1.5	8	-1
	This study	U1361A	318-U1361A-017X-5-W-58	318-U1361A-017X-5-W-58	318-U1361A-017X-5-W-58	318-U1361A-017X-5-W-58:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.50E-01	3.00E-02	T		A	u	11.5	159.8		l	71.3	5.2	7	-1
	This study	U1361A	318-U1361A-017X-6-W-58	318-U1361A-017X-6-W-58	318-U1361A-017X-6-W-58	318-U1361A-017X-6-W-58:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	1.00E-02	T		A	u	2.1	185.2		l	76.1	2.1	8	-1
	This study	U1361A	318-U1361A-018X-2-W-89	318-U1361A-018X-2-W-89	318-U1361A-018X-2-W-89	318-U1361A-018X-2-W-89:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.20E-01	1.50E-02	T		A	u	0.8	50.1		l	52.5	2.4	9	-1
	This study	U1361A	318-U1361A-018X-3-W-89	318-U1361A-018X-3-W-89	318-U1361A-018X-3-W-89	318-U1361A-018X-3-W-89:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	2.00E-02	T		A	u	12.8	236.4		l	68.1	1.1	6	-1
	This study	U1361A	318-U1361A-018X-4-W-89	318-U1361A-018X-4-W-89	318-U1361A-018X-4-W-89	318-U1361A-018X-4-W-89:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.20E-01	2.00E-02	T		A	u	3.4	242.5		l	-65.5	1	7	-1
	This study	U1361A	318-U1361A-018X-5-W-89	318-U1361A-018X-5-W-89	318-U1361A-018X-5-W-89	318-U1361A-018X-5-W-89:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.80E-01	1.00E-02	T		A	u	9.6	197.4		l	-62.8	4.8	11	-1
	This study	U1361A	318-U1361A-020X-1-W-142	318-U1361A-020X-1-W-14	318-U1361A-020X-1-W-142	318-U1361A-020X-1-W-142:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.93	3.00E-02	5.00E-03	T	9.8	A	u	-1	18.4		l	81		5	-1
	This study	U1361A	318-U1361A-020X-1-W-37	318-U1361A-020X-1-W-3	318-U1361A-020X-1-W-37	318-U1361A-020X-1-W-37:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.93	4.00E-02	5.00E-03	T	11.6	A	u	-1	333.5		l	38.1		4	-1
	This study	U1361A	318-U1361A-020X-2-W-10	318-U1361A-020X-2-W-10	318-U1361A-020X-2-W-10	318-U1361A-020X-2-W-10:LP-DIR-AF	LP-DIR-AF:DE-FM	pmagpy-2.77	1.20E-01	4.00E-02	T	6.4	A	u	-1	244.7		l	73		5	-1
	This study	U1361A	318-U1361A-020X-2-W-33	318-U1361A-020X-2-W-3	318-U1361A-020X-2-W-33	318-U1361A-020X-2-W-33:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.93	8.00E-02	3.00E-02	T	11.1	A	u	-1	53.2		l	28.1		4	-1
	This study	U1361A	318-U1361A-020X-4-W-91	318-U1361A-020X-4-W-9	318-U1361A-020X-4-W-91	318-U1361A-020X-4-W-91:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.93	3.00E-02	1.00E-02	T	14.1	A	u	-1	0.9		l	-51.1		4	-1
	This study	U1361A	318-U1361A-022X-1-W-105	318-U1361A-022X-1-W-10	318-U1361A-022X-1-W-105	318-U1361A-022X-1-W-105:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-BFL	pmagpy-2.93	8.00E-02	1.00E-02	T		A	u	0.9	52.4		l	61.3	2.9	7	-1
	This study	U1361A	318-U1361A-022X-2-W-108	318-U1361A-022X-2-W-10	318-U1361A-022X-2-W-108	318-U1361A-022X-2-W-108:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-BFL	pmagpy-2.93	8.00E-02	1.50E-02	T		A	u	11.2	92		l	48	4.4	6	-1
	This study	U1361A	318-U1361A-022X-2-W-110	318-U1361A-022X-2-W-11	318-U1361A-022X-2-W-110	318-U1361A-022X-2-W-110:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-BFL	pmagpy-2.93	8.00E-02	1.00E-02	T		A	u	4.5	349		l	27.7	4.9	7	-1
	This study	U1361A	318-U1361A-022X-3-W-93	318-U1361A-022X-3-W-93	318-U1361A-022X-3-W-93	318-U1361A-022X-3-W-93:LP-DIR-AF	LP-DIR-AF:DE-FM	pmagpy-2.77	8.00E-02	1.00E-02	T	8.1	A	u	-1	160.7		l	33.8		7	-1
	This study	U1361A	318-U1361A-022X-4-W-115	318-U1361A-022X-4-W-11	318-U1361A-022X-4-W-115	318-U1361A-022X-4-W-115:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-BFL	pmagpy-2.93	4.00E-02	5.00E-03	T		A	u	15.7	283.4		l	41.9	5.6	6	-1
	This study	U1361A	318-U1361A-022X-5-W-20	318-U1361A-022X-5-W-2	318-U1361A-022X-5-W-20	318-U1361A-022X-5-W-20:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-BFL	pmagpy-2.93	4.00E-02	5.00E-03	T		A	u	11.2	250.5		l	-28.8	8	6	-1
	This study	U1361A	318-U1361A-023X-1-W-75	318-U1361A-023X-1-W-7	318-U1361A-023X-1-W-75	318-U1361A-023X-1-W-75:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-BFL	pmagpy-2.93	8.00E-02	5.00E-03	T		A	u	3.1	67.8		l	69.5	1.3	8	-1
	This study	U1361A	318-U1361A-023X-2-W-79	318-U1361A-023X-2-W-7	318-U1361A-023X-2-W-79	318-U1361A-023X-2-W-79:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.112	6.000e-02	1.500e-02	T	7.7	A	u	-1.0	49.6		l	62.1		5	0
	This study	U1361A	318-U1361A-023X-3-W-65	318-U1361A-023X-3-W-6	318-U1361A-023X-3-W-65	318-U1361A-023X-3-W-65:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.93	1.50E-02	0.00E+00	T	2.1	A	u	-1	66.5		l	-50.7		4	-1
	This study	U1361A	318-U1361A-023X-4-W-71	318-U1361A-023X-4-W-7	318-U1361A-023X-4-W-71	318-U1361A-023X-4-W-71:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-BFL	pmagpy-2.93	8.00E-02	5.00E-03	T		A	u	10.1	80.4		l	83.9	4.8	8	-1
	This study	U1361A	318-U1361A-023X-5-W-92	318-U1361A-023X-5-W-9	318-U1361A-023X-5-W-92	318-U1361A-023X-5-W-92:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-BFL	pmagpy-2.93	8.00E-02	1.00E-02	T		A	u	3.3	320.8		l	41.6	5.9	7	-1
	This study	U1361A	318-U1361A-023X-6-W-58	318-U1361A-023X-6-W-5	318-U1361A-023X-6-W-58	318-U1361A-023X-6-W-58:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.112	4.000e-02	1.000e-02	T	7.1	A	u	-1.0	92.7		l	44.9		5	0
	This study	U1361A	318-U1361A-023X-6-W-91	318-U1361A-023X-6-W-91	318-U1361A-023X-6-W-91	318-U1361A-023X-6-W-91:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.93	8.00E-02	3.00E-02	T	14	A	u	-1	311.8		l	54.9		4	-1
	This study	U1361A	318-U1361A-023X-7-W-18	318-U1361A-023X-7-W-1	318-U1361A-023X-7-W-18	318-U1361A-023X-7-W-18:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.93	8.00E-02	2.00E-02	T	3.5	A	u	-1	236.4		l	80.2		5	-1
	This study	U1361A	318-U1361A-023X-7-W-48	318-U1361A-023X-7-W-48	318-U1361A-023X-7-W-48	318-U1361A-023X-7-W-48:LP-DIR-AF	LP-DIR-AF:DE-FM	pmagpy-2.77	8.00E-02	1.00E-02	T	10.7	A	u	-1	331.7		l	40.9		7	-1
	This study	U1361A	318-U1361A-023X-CC-W-15	318-U1361A-023X-CC-W-1	318-U1361A-023X-CC-W-15	318-U1361A-023X-CC-W-15:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-BFL	pmagpy-2.93	6.00E-02	1.00E-02	T		A	u	7	57.1		l	49.4	3.6	6	-1
	This study	U1361A	318-U1361A-024X-2-W-97	318-U1361A-024X-2-W-97	318-U1361A-024X-2-W-97	318-U1361A-024X-2-W-97:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	5.00E-03	T		A	u	14.6	179.2		l	81.8	2.8	9	-1
	This study	U1361A	318-U1361A-025X-1-W-103	318-U1361A-025X-1-W-103	318-U1361A-025X-1-W-103	318-U1361A-025X-1-W-103:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	1.00E-02	T		A	u	0.6	105.8		l	84.6	5.5	9	-1
	This study	U1361A	318-U1361A-025X-2-W-112	318-U1361A-025X-2-W-112	318-U1361A-025X-2-W-112	318-U1361A-025X-2-W-112:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	6.00E-02	1.00E-02	T		A	u	5.4	229		l	72.9	4.6	6	-1
	This study	U1361A	318-U1361A-025X-3-W-32	318-U1361A-025X-3-W-32	318-U1361A-025X-3-W-32	318-U1361A-025X-3-W-32:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.20E-01	1.00E-02	T		A	u	2.9	304.6		l	74.5	3.3	10	-1
	This study	U1361A	318-U1361A-025X-5-W-60	318-U1361A-025X-5-W-60	318-U1361A-025X-5-W-60	318-U1361A-025X-5-W-60:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	1.00E-02	T		A	u	0.5	157.4		l	68	1.4	8	-1
	This study	U1361A	318-U1361A-025X-6-W-60	318-U1361A-025X-6-W-60	318-U1361A-025X-6-W-60	318-U1361A-025X-6-W-60:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	2.00E-02	T		A	u	14.9	354.2		l	-54.9	5.2	6	-1
	This study	U1361A	318-U1361A-026X-1-W-146	318-U1361A-026X-1-W-14	318-U1361A-026X-1-W-146	318-U1361A-026X-1-W-146:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.93	8.00E-02	1.00E-02	T	13	A	u	-1	37.5		l	-74.5		7	-1
	This study	U1361A	318-U1361A-026X-2-W-41	318-U1361A-026X-2-W-4	318-U1361A-026X-2-W-41	318-U1361A-026X-2-W-41:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.112	3.000e-02	5.000e-03	T	9.3	A	u	-1.0	213.8		l	-18.4		5	0
	This study	U1361A	318-U1361A-026X-5-W-132	318-U1361A-026X-5-W-13	318-U1361A-026X-5-W-132	318-U1361A-026X-5-W-132:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.93	4.00E-02	1.50E-02	T	14.4	A	u	-1	14.1		l	-25.3		4	-1
	This study	U1361A	318-U1361A-027X-1-W-125	318-U1361A-027X-1-W-12	318-U1361A-027X-1-W-125	318-U1361A-027X-1-W-125:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.93	4.00E-02	1.50E-02	T	11.7	A	u	-1	156.5		l	-46.5		4	-1
	This study	U1361A	318-U1361A-027X-2-W-60	318-U1361A-027X-2-W-6	318-U1361A-027X-2-W-60	318-U1361A-027X-2-W-60:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-BFL	pmagpy-2.93	8.00E-02	1.50E-02	T		A	u	6.2	172.5		l	30	5.4	6	-1
	This study	U1361A	318-U1361A-027X-4-W-70	318-U1361A-027X-4-W-7	318-U1361A-027X-4-W-70	318-U1361A-027X-4-W-70:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.93	6.00E-02	1.50E-02	T	5.2	A	u	-1	136.3		l	-43.9		5	-1
	This study	U1361A	318-U1361A-027X-5-W-92	318-U1361A-027X-5-W-92	318-U1361A-027X-5-W-92	318-U1361A-027X-5-W-92:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	6.00E-02	5.00E-03	T		A	u	18.8	265.2		l	-66.8	7.3	7	-1
	This study	U1361A	318-U1361A-028X-2-W-76	318-U1361A-028X-2-W-7	318-U1361A-028X-2-W-76	318-U1361A-028X-2-W-76:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.93	4.00E-02	1.00E-02	T	4.8	A	u	-1	195.8		l	-10.7		5	-1
	This study	U1361A	318-U1361A-028X-3-W-52	318-U1361A-028X-3-W-5	318-U1361A-028X-3-W-52	318-U1361A-028X-3-W-52:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-BFL	pmagpy-2.93	3.00E-02	0.00E+00	T		A	u	2.5	83.3		l	-49.2	1.6	6	-1
	This study	U1361A	318-U1361A-028X-4-W-81	318-U1361A-028X-4-W-8	318-U1361A-028X-4-W-81	318-U1361A-028X-4-W-81:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-BFL	pmagpy-2.93	6.00E-02	5.00E-03	T		A	u	15.6	63.2		l	74.6	8.2	7	-1
	This study	U1361A	318-U1361A-028X-5-W-40	318-U1361A-028X-5-W-4	318-U1361A-028X-5-W-40	318-U1361A-028X-5-W-40:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-BFL	pmagpy-2.93	4.00E-02	0.00E+00	T		A	u	5.4	86.8		l	-13	2.4	7	-1
	This study	U1361A	318-U1361A-032X-2-W-41	318-U1361A-032X-2-W-41	318-U1361A-032X-2-W-41	318-U1361A-032X-2-W-41:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.112	3.000e-02	1.000e-02	T	9.7	A	u	-1.0	101.8		l	-87.1		4	0
	This study	U1361A	318-U1361A-032X-3-W-34	318-U1361A-032X-3-W-34	318-U1361A-032X-3-W-34	318-U1361A-032X-3-W-34:LP-DIR-AF	LP-DIR-AF:DE-FM	pmagpy-2.77	6.00E-02	1.00E-02	T	9	A	u	-1	56.6		l	-67.3		7	-1
	This study	U1361A	318-U1361A-033X-1-W-112	318-U1361A-033X-1-W-112	318-U1361A-033X-1-W-112	318-U1361A-033X-1-W-112:LP-DIR-AF	LP-DIR-AF:DE-FM	pmagpy-2.77	1.00E-01	1.00E-02	T	11.8	A	u	-1	259.6		l	-75.3		9	-1
	This study	U1361A	318-U1361A-033X-2-W-82	318-U1361A-033X-2-W-82	318-U1361A-033X-2-W-82	318-U1361A-033X-2-W-82:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.93	1.00E-01	4.00E-02	T	14.5	A	u	-1	139.6		l	-68.9		4	-1
	This study	U1361A	318-U1361A-033X-3-W-119	318-U1361A-033X-3-W-119	318-U1361A-033X-3-W-119	318-U1361A-033X-3-W-119:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.93	1.00E-01	3.00E-02	T	11.5	A	u	-1	140.7		l	-80.6		5	-1
	This study	U1361A	318-U1361A-033X-4-W-90	318-U1361A-033X-4-W-90	318-U1361A-033X-4-W-90	318-U1361A-033X-4-W-90:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.93	1.00E-01	4.00E-02	T	9.4	A	u	-1	19.5		l	-79.7		4	-1
	This study	U1361A	318-U1361A-033X-6-W-12	318-U1361A-033X-6-W-12	318-U1361A-033X-6-W-12	318-U1361A-033X-6-W-12:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-FM	pmagpy-2.93	8.00E-02	3.00E-02	T	9.6	A	u	-1	38		l	-73.9		4	-1
	This study	U1361A	318-U1361A-034X-2-W-138	318-U1361A-034X-2-W-138	318-U1361A-034X-2-W-138	318-U1361A-034X-2-W-138:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	8.00E-02	1.00E-02	T		A	u	1.2	282.1		l	-79.1	6.1	8	-1
	This study	U1361A	318-U1361A-034X-3-W-20	318-U1361A-034X-3-W-20	318-U1361A-034X-3-W-20	318-U1361A-034X-3-W-20:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-BFL	pmagpy-2.112	6.000e-02	1.000e-02	T		A	u	5.1	1.4		l	84.6	8.6	7	0
	This study	U1361A	318-U1361A-034X-4-W-35	318-U1361A-034X-4-W-35	318-U1361A-034X-4-W-35	318-U1361A-034X-4-W-35:LP-DIR-AF	LP-DIR-AF:DE-BFL	pmagpy-2.77	1.00E-01	5.00E-03	T		A	u	1.9	141.9		l	79.2	1.7	10	-1
	This study	U1361A	318-U1361A-034X-5-W-61	318-U1361A-034X-5-W-61	318-U1361A-034X-5-W-61	318-U1361A-034X-5-W-61:LP-DIR-AF	LT-AF-Z:LP-DIR-AF:LP-DIR-AF:DE-BFL	pmagpy-2.93	1.20E-01	3.00E-02	T		A	u	6.5	116.5		l	70.3	1.9	6	-1
