tab 	er_ages
age	age_description	age_unit	er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes
5.71	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_4A-1.2	318-U1361A-015H_4A-1.2	GM-INT:GM-POL:GM-FOSSIL
5.71	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_4A-1.25	318-U1361A-015H_4A-1.25	GM-INT:GM-POL:GM-FOSSIL
5.71	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_4A-1.3	318-U1361A-015H_4A-1.3	GM-INT:GM-POL:GM-FOSSIL
5.71	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_4A-1.35	318-U1361A-015H_4A-1.35	GM-INT:GM-POL:GM-FOSSIL
5.71	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_4A-1.4	318-U1361A-015H_4A-1.4	GM-INT:GM-POL:GM-FOSSIL
5.72	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-0.1	318-U1361A-015H_5A-0.1	GM-INT:GM-POL:GM-FOSSIL
5.72	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-0.15	318-U1361A-015H_5A-0.15	GM-INT:GM-POL:GM-FOSSIL
5.72	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-0.2	318-U1361A-015H_5A-0.2	GM-INT:GM-POL:GM-FOSSIL
5.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-0.25	318-U1361A-015H_5A-0.25	GM-INT:GM-POL:GM-FOSSIL
5.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-0.3	318-U1361A-015H_5A-0.3	GM-INT:GM-POL:GM-FOSSIL
5.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-0.35	318-U1361A-015H_5A-0.35	GM-INT:GM-POL:GM-FOSSIL
5.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-0.4	318-U1361A-015H_5A-0.4	GM-INT:GM-POL:GM-FOSSIL
5.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-0.45	318-U1361A-015H_5A-0.45	GM-INT:GM-POL:GM-FOSSIL
5.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-0.5	318-U1361A-015H_5A-0.5	GM-INT:GM-POL:GM-FOSSIL
5.74	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-0.55	318-U1361A-015H_5A-0.55	GM-INT:GM-POL:GM-FOSSIL
5.74	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-0.6	318-U1361A-015H_5A-0.6	GM-INT:GM-POL:GM-FOSSIL
5.74	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-0.65	318-U1361A-015H_5A-0.65	GM-INT:GM-POL:GM-FOSSIL
5.74	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-0.7	318-U1361A-015H_5A-0.7	GM-INT:GM-POL:GM-FOSSIL
5.74	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-0.75	318-U1361A-015H_5A-0.75	GM-INT:GM-POL:GM-FOSSIL
5.74	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-0.8	318-U1361A-015H_5A-0.8	GM-INT:GM-POL:GM-FOSSIL
5.75	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-0.85	318-U1361A-015H_5A-0.85	GM-INT:GM-POL:GM-FOSSIL
5.75	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-0.9	318-U1361A-015H_5A-0.9	GM-INT:GM-POL:GM-FOSSIL
5.75	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-0.95	318-U1361A-015H_5A-0.95	GM-INT:GM-POL:GM-FOSSIL
5.75	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-1	318-U1361A-015H_5A-1	GM-INT:GM-POL:GM-FOSSIL
5.75	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-1.05	318-U1361A-015H_5A-1.05	GM-INT:GM-POL:GM-FOSSIL
5.76	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-1.1	318-U1361A-015H_5A-1.1	GM-INT:GM-POL:GM-FOSSIL
5.76	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-1.15	318-U1361A-015H_5A-1.15	GM-INT:GM-POL:GM-FOSSIL
5.76	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-1.2	318-U1361A-015H_5A-1.2	GM-INT:GM-POL:GM-FOSSIL
5.76	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-1.25	318-U1361A-015H_5A-1.25	GM-INT:GM-POL:GM-FOSSIL
5.76	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-1.3	318-U1361A-015H_5A-1.3	GM-INT:GM-POL:GM-FOSSIL
5.76	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-1.35	318-U1361A-015H_5A-1.35	GM-INT:GM-POL:GM-FOSSIL
5.77	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_5A-1.4	318-U1361A-015H_5A-1.4	GM-INT:GM-POL:GM-FOSSIL
5.77	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-0.1	318-U1361A-015H_6A-0.1	GM-INT:GM-POL:GM-FOSSIL
5.77	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-0.15	318-U1361A-015H_6A-0.15	GM-INT:GM-POL:GM-FOSSIL
5.78	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-0.2	318-U1361A-015H_6A-0.2	GM-INT:GM-POL:GM-FOSSIL
5.78	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-0.25	318-U1361A-015H_6A-0.25	GM-INT:GM-POL:GM-FOSSIL
5.78	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-0.3	318-U1361A-015H_6A-0.3	GM-INT:GM-POL:GM-FOSSIL
5.78	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-0.35	318-U1361A-015H_6A-0.35	GM-INT:GM-POL:GM-FOSSIL
5.78	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-0.4	318-U1361A-015H_6A-0.4	GM-INT:GM-POL:GM-FOSSIL
5.78	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-0.45	318-U1361A-015H_6A-0.45	GM-INT:GM-POL:GM-FOSSIL
5.79	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-0.5	318-U1361A-015H_6A-0.5	GM-INT:GM-POL:GM-FOSSIL
5.79	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-0.55	318-U1361A-015H_6A-0.55	GM-INT:GM-POL:GM-FOSSIL
5.79	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-0.6	318-U1361A-015H_6A-0.6	GM-INT:GM-POL:GM-FOSSIL
5.79	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-0.65	318-U1361A-015H_6A-0.65	GM-INT:GM-POL:GM-FOSSIL
5.79	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-0.7	318-U1361A-015H_6A-0.7	GM-INT:GM-POL:GM-FOSSIL
5.80	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-0.75	318-U1361A-015H_6A-0.75	GM-INT:GM-POL:GM-FOSSIL
5.80	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-0.8	318-U1361A-015H_6A-0.8	GM-INT:GM-POL:GM-FOSSIL
5.80	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-0.85	318-U1361A-015H_6A-0.85	GM-INT:GM-POL:GM-FOSSIL
5.80	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-0.9	318-U1361A-015H_6A-0.9	GM-INT:GM-POL:GM-FOSSIL
5.80	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-0.95	318-U1361A-015H_6A-0.95	GM-INT:GM-POL:GM-FOSSIL
5.80	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-1	318-U1361A-015H_6A-1	GM-INT:GM-POL:GM-FOSSIL
5.81	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-1.05	318-U1361A-015H_6A-1.05	GM-INT:GM-POL:GM-FOSSIL
5.81	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-1.1	318-U1361A-015H_6A-1.1	GM-INT:GM-POL:GM-FOSSIL
5.81	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-1.15	318-U1361A-015H_6A-1.15	GM-INT:GM-POL:GM-FOSSIL
5.81	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-1.2	318-U1361A-015H_6A-1.2	GM-INT:GM-POL:GM-FOSSIL
5.81	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-015H_6A-1.25	318-U1361A-015H_6A-1.25	GM-INT:GM-POL:GM-FOSSIL
5.86	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H-1-W-60	318-U1361A-016H-1-W-60	GM-INT:GM-POL:GM-FOSSIL
5.86	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H-1-W-60a	318-U1361A-016H-1-W-60a	GM-INT:GM-POL:GM-FOSSIL
5.91	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H-2-W-60	318-U1361A-016H-2-W-60	GM-INT:GM-POL:GM-FOSSIL
5.96	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H-3-W-60	318-U1361A-016H-3-W-60	GM-INT:GM-POL:GM-FOSSIL
5.96	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H-3-W-60a	318-U1361A-016H-3-W-60a	GM-INT:GM-POL:GM-FOSSIL
6.01	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H-4-W-60	318-U1361A-016H-4-W-60	GM-INT:GM-POL:GM-FOSSIL
6.07	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H-5-W-60	318-U1361A-016H-5-W-60	GM-INT:GM-POL:GM-FOSSIL
6.07	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H-5-W-60a	318-U1361A-016H-5-W-60a	GM-INT:GM-POL:GM-FOSSIL
6.12	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H-6-W-60	318-U1361A-016H-6-W-60	GM-INT:GM-POL:GM-FOSSIL
6.15	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H-7-W-33	318-U1361A-016H-7-W-33	GM-INT:GM-POL:GM-FOSSIL
5.84	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-0.1	318-U1361A-016H_1A-0.1	GM-INT:GM-POL:GM-FOSSIL
5.84	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-0.15	318-U1361A-016H_1A-0.15	GM-INT:GM-POL:GM-FOSSIL
5.85	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-0.2	318-U1361A-016H_1A-0.2	GM-INT:GM-POL:GM-FOSSIL
5.85	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-0.25	318-U1361A-016H_1A-0.25	GM-INT:GM-POL:GM-FOSSIL
5.85	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-0.3	318-U1361A-016H_1A-0.3	GM-INT:GM-POL:GM-FOSSIL
5.85	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-0.35	318-U1361A-016H_1A-0.35	GM-INT:GM-POL:GM-FOSSIL
5.85	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-0.4	318-U1361A-016H_1A-0.4	GM-INT:GM-POL:GM-FOSSIL
5.85	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-0.45	318-U1361A-016H_1A-0.45	GM-INT:GM-POL:GM-FOSSIL
5.86	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-0.5	318-U1361A-016H_1A-0.5	GM-INT:GM-POL:GM-FOSSIL
5.86	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-0.55	318-U1361A-016H_1A-0.55	GM-INT:GM-POL:GM-FOSSIL
5.86	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-0.6	318-U1361A-016H_1A-0.6	GM-INT:GM-POL:GM-FOSSIL
5.86	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-0.65	318-U1361A-016H_1A-0.65	GM-INT:GM-POL:GM-FOSSIL
5.86	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-0.7	318-U1361A-016H_1A-0.7	GM-INT:GM-POL:GM-FOSSIL
5.86	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-0.75	318-U1361A-016H_1A-0.75	GM-INT:GM-POL:GM-FOSSIL
5.87	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-0.8	318-U1361A-016H_1A-0.8	GM-INT:GM-POL:GM-FOSSIL
5.87	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-0.85	318-U1361A-016H_1A-0.85	GM-INT:GM-POL:GM-FOSSIL
5.87	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-0.9	318-U1361A-016H_1A-0.9	GM-INT:GM-POL:GM-FOSSIL
5.87	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-0.95	318-U1361A-016H_1A-0.95	GM-INT:GM-POL:GM-FOSSIL
5.87	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-1	318-U1361A-016H_1A-1	GM-INT:GM-POL:GM-FOSSIL
5.88	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-1.05	318-U1361A-016H_1A-1.05	GM-INT:GM-POL:GM-FOSSIL
5.88	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-1.1	318-U1361A-016H_1A-1.1	GM-INT:GM-POL:GM-FOSSIL
5.88	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-1.15	318-U1361A-016H_1A-1.15	GM-INT:GM-POL:GM-FOSSIL
5.88	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-1.2	318-U1361A-016H_1A-1.2	GM-INT:GM-POL:GM-FOSSIL
5.88	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-1.25	318-U1361A-016H_1A-1.25	GM-INT:GM-POL:GM-FOSSIL
5.88	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-1.3	318-U1361A-016H_1A-1.3	GM-INT:GM-POL:GM-FOSSIL
5.89	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-1.35	318-U1361A-016H_1A-1.35	GM-INT:GM-POL:GM-FOSSIL
5.89	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_1A-1.4	318-U1361A-016H_1A-1.4	GM-INT:GM-POL:GM-FOSSIL
5.89	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-0.1	318-U1361A-016H_2A-0.1	GM-INT:GM-POL:GM-FOSSIL
5.90	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-0.15	318-U1361A-016H_2A-0.15	GM-INT:GM-POL:GM-FOSSIL
5.90	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-0.2	318-U1361A-016H_2A-0.2	GM-INT:GM-POL:GM-FOSSIL
5.90	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-0.25	318-U1361A-016H_2A-0.25	GM-INT:GM-POL:GM-FOSSIL
5.90	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-0.3	318-U1361A-016H_2A-0.3	GM-INT:GM-POL:GM-FOSSIL
5.90	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-0.35	318-U1361A-016H_2A-0.35	GM-INT:GM-POL:GM-FOSSIL
5.90	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-0.4	318-U1361A-016H_2A-0.4	GM-INT:GM-POL:GM-FOSSIL
5.91	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-0.45	318-U1361A-016H_2A-0.45	GM-INT:GM-POL:GM-FOSSIL
5.91	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-0.5	318-U1361A-016H_2A-0.5	GM-INT:GM-POL:GM-FOSSIL
5.91	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-0.55	318-U1361A-016H_2A-0.55	GM-INT:GM-POL:GM-FOSSIL
5.91	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-0.6	318-U1361A-016H_2A-0.6	GM-INT:GM-POL:GM-FOSSIL
5.91	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-0.65	318-U1361A-016H_2A-0.65	GM-INT:GM-POL:GM-FOSSIL
5.91	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-0.7	318-U1361A-016H_2A-0.7	GM-INT:GM-POL:GM-FOSSIL
5.92	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-0.75	318-U1361A-016H_2A-0.75	GM-INT:GM-POL:GM-FOSSIL
5.92	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-0.8	318-U1361A-016H_2A-0.8	GM-INT:GM-POL:GM-FOSSIL
5.92	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-0.85	318-U1361A-016H_2A-0.85	GM-INT:GM-POL:GM-FOSSIL
5.92	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-0.9	318-U1361A-016H_2A-0.9	GM-INT:GM-POL:GM-FOSSIL
5.92	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-0.95	318-U1361A-016H_2A-0.95	GM-INT:GM-POL:GM-FOSSIL
5.93	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-1	318-U1361A-016H_2A-1	GM-INT:GM-POL:GM-FOSSIL
5.93	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-1.05	318-U1361A-016H_2A-1.05	GM-INT:GM-POL:GM-FOSSIL
5.93	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-1.1	318-U1361A-016H_2A-1.1	GM-INT:GM-POL:GM-FOSSIL
5.93	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-1.15	318-U1361A-016H_2A-1.15	GM-INT:GM-POL:GM-FOSSIL
5.93	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-1.2	318-U1361A-016H_2A-1.2	GM-INT:GM-POL:GM-FOSSIL
5.93	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-1.25	318-U1361A-016H_2A-1.25	GM-INT:GM-POL:GM-FOSSIL
5.94	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-1.3	318-U1361A-016H_2A-1.3	GM-INT:GM-POL:GM-FOSSIL
5.94	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-1.35	318-U1361A-016H_2A-1.35	GM-INT:GM-POL:GM-FOSSIL
5.94	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_2A-1.4	318-U1361A-016H_2A-1.4	GM-INT:GM-POL:GM-FOSSIL
5.95	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-0.1	318-U1361A-016H_3A-0.1	GM-INT:GM-POL:GM-FOSSIL
5.95	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-0.15	318-U1361A-016H_3A-0.15	GM-INT:GM-POL:GM-FOSSIL
5.95	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-0.2	318-U1361A-016H_3A-0.2	GM-INT:GM-POL:GM-FOSSIL
5.95	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-0.25	318-U1361A-016H_3A-0.25	GM-INT:GM-POL:GM-FOSSIL
5.95	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-0.3	318-U1361A-016H_3A-0.3	GM-INT:GM-POL:GM-FOSSIL
5.95	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-0.35	318-U1361A-016H_3A-0.35	GM-INT:GM-POL:GM-FOSSIL
5.96	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-0.4	318-U1361A-016H_3A-0.4	GM-INT:GM-POL:GM-FOSSIL
5.96	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-0.45	318-U1361A-016H_3A-0.45	GM-INT:GM-POL:GM-FOSSIL
5.96	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-0.5	318-U1361A-016H_3A-0.5	GM-INT:GM-POL:GM-FOSSIL
5.96	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-0.55	318-U1361A-016H_3A-0.55	GM-INT:GM-POL:GM-FOSSIL
5.96	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-0.6	318-U1361A-016H_3A-0.6	GM-INT:GM-POL:GM-FOSSIL
5.96	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-0.65	318-U1361A-016H_3A-0.65	GM-INT:GM-POL:GM-FOSSIL
5.97	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-0.7	318-U1361A-016H_3A-0.7	GM-INT:GM-POL:GM-FOSSIL
5.97	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-0.75	318-U1361A-016H_3A-0.75	GM-INT:GM-POL:GM-FOSSIL
5.97	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-0.8	318-U1361A-016H_3A-0.8	GM-INT:GM-POL:GM-FOSSIL
5.97	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-0.85	318-U1361A-016H_3A-0.85	GM-INT:GM-POL:GM-FOSSIL
5.97	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-0.9	318-U1361A-016H_3A-0.9	GM-INT:GM-POL:GM-FOSSIL
5.98	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-0.95	318-U1361A-016H_3A-0.95	GM-INT:GM-POL:GM-FOSSIL
