tab 	er_ages
age	age_description	age_unit	er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes
0.72	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-001H_6A-1.1	318-U1361A-001H_6A-1.1	GM-INT:GM-POL:GM-FOSSIL
0.72	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-001H_6A-1.15	318-U1361A-001H_6A-1.15	GM-INT:GM-POL:GM-FOSSIL
0.72	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-001H_6A-1.2	318-U1361A-001H_6A-1.2	GM-INT:GM-POL:GM-FOSSIL
0.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-001H_6A-1.25	318-U1361A-001H_6A-1.25	GM-INT:GM-POL:GM-FOSSIL
0.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-001H_6A-1.3	318-U1361A-001H_6A-1.3	GM-INT:GM-POL:GM-FOSSIL
0.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-001H_6A-1.35	318-U1361A-001H_6A-1.35	GM-INT:GM-POL:GM-FOSSIL
0.97	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-002H-4-W-114	318-U1361A-002H-4-W-114	GM-INT:GM-POL:GM-FOSSIL
0.96	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-002H-4-W-84	318-U1361A-002H-4-W-84	GM-INT:GM-POL:GM-FOSSIL
0.97	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-002H-4-W-94	318-U1361A-002H-4-W-94	GM-INT:GM-POL:GM-FOSSIL
0.99	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-002H-5-W-10	318-U1361A-002H-5-W-10	GM-INT:GM-POL:GM-FOSSIL
1.03	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-002H-5-W-108	318-U1361A-002H-5-W-108	GM-INT:GM-POL:GM-FOSSIL
1.04	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-002H-5-W-131	318-U1361A-002H-5-W-131	GM-INT:GM-POL:GM-FOSSIL
1.00	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-002H-5-W-25	318-U1361A-002H-5-W-25	GM-INT:GM-POL:GM-FOSSIL
1.01	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-002H-5-W-53	318-U1361A-002H-5-W-53	GM-INT:GM-POL:GM-FOSSIL
1.02	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-002H-5-W-84	318-U1361A-002H-5-W-84	GM-INT:GM-POL:GM-FOSSIL
1.06	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-002H-6-W-11	318-U1361A-002H-6-W-11	GM-INT:GM-POL:GM-FOSSIL
1.10	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-002H-6-W-118	318-U1361A-002H-6-W-118	GM-INT:GM-POL:GM-FOSSIL
1.11	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-002H-6-W-145	318-U1361A-002H-6-W-145	GM-INT:GM-POL:GM-FOSSIL
1.07	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-002H-6-W-40	318-U1361A-002H-6-W-40	GM-INT:GM-POL:GM-FOSSIL
1.08	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-002H-6-W-63	318-U1361A-002H-6-W-63	GM-INT:GM-POL:GM-FOSSIL
1.09	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-002H-6-W-91	318-U1361A-002H-6-W-91	GM-INT:GM-POL:GM-FOSSIL
1.13	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-002H-7-W-34	318-U1361A-002H-7-W-34	GM-INT:GM-POL:GM-FOSSIL
1.24	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-2-W-107	318-U1361A-003H-2-W-107	GM-INT:GM-POL:GM-FOSSIL
1.20	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-2-W-12	318-U1361A-003H-2-W-12	GM-INT:GM-POL:GM-FOSSIL
1.25	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-2-W-129	318-U1361A-003H-2-W-129	GM-INT:GM-POL:GM-FOSSIL
1.21	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-2-W-32	318-U1361A-003H-2-W-32	GM-INT:GM-POL:GM-FOSSIL
1.22	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-2-W-58	318-U1361A-003H-2-W-58	GM-INT:GM-POL:GM-FOSSIL
1.23	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-2-W-80	318-U1361A-003H-2-W-80	GM-INT:GM-POL:GM-FOSSIL
1.26	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-3-W-10	318-U1361A-003H-3-W-10	GM-INT:GM-POL:GM-FOSSIL
1.30	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-3-W-100	318-U1361A-003H-3-W-100	GM-INT:GM-POL:GM-FOSSIL
1.31	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-3-W-119	318-U1361A-003H-3-W-119	GM-INT:GM-POL:GM-FOSSIL
1.31	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-3-W-135	318-U1361A-003H-3-W-135	GM-INT:GM-POL:GM-FOSSIL
1.27	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-3-W-32	318-U1361A-003H-3-W-32	GM-INT:GM-POL:GM-FOSSIL
1.28	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-3-W-60	318-U1361A-003H-3-W-60	GM-INT:GM-POL:GM-FOSSIL
1.29	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-3-W-80	318-U1361A-003H-3-W-80	GM-INT:GM-POL:GM-FOSSIL
1.37	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-4-W-120	318-U1361A-003H-4-W-120	GM-INT:GM-POL:GM-FOSSIL
1.33	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-4-W-29	318-U1361A-003H-4-W-29	GM-INT:GM-POL:GM-FOSSIL
1.32	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-4-W-5	318-U1361A-003H-4-W-5	GM-INT:GM-POL:GM-FOSSIL
1.34	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-4-W-50	318-U1361A-003H-4-W-50	GM-INT:GM-POL:GM-FOSSIL
1.36	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-4-W-84	318-U1361A-003H-4-W-84	GM-INT:GM-POL:GM-FOSSIL
1.36	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-4-W-98	318-U1361A-003H-4-W-98	GM-INT:GM-POL:GM-FOSSIL
1.43	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-5-W-112	318-U1361A-003H-5-W-112	GM-INT:GM-POL:GM-FOSSIL
1.44	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-5-W-132	318-U1361A-003H-5-W-132	GM-INT:GM-POL:GM-FOSSIL
1.39	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-5-W-29	318-U1361A-003H-5-W-29	GM-INT:GM-POL:GM-FOSSIL
1.38	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-5-W-5	318-U1361A-003H-5-W-5	GM-INT:GM-POL:GM-FOSSIL
1.40	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-5-W-53	318-U1361A-003H-5-W-53	GM-INT:GM-POL:GM-FOSSIL
1.41	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-5-W-75	318-U1361A-003H-5-W-75	GM-INT:GM-POL:GM-FOSSIL
1.42	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-5-W-89	318-U1361A-003H-5-W-89	GM-INT:GM-POL:GM-FOSSIL
1.47	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-6-W-66	318-U1361A-003H-6-W-66	GM-INT:GM-POL:GM-FOSSIL
1.52	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-003H-7-W-50	318-U1361A-003H-7-W-50	GM-INT:GM-POL:GM-FOSSIL
1.62	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H-2-W-81	318-U1361A-004H-2-W-81	GM-INT:GM-POL:GM-FOSSIL
1.68	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H-3-W-81	318-U1361A-004H-3-W-81	GM-INT:GM-POL:GM-FOSSIL
1.74	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H-4-W-69	318-U1361A-004H-4-W-69	GM-INT:GM-POL:GM-FOSSIL
1.80	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H-5-W-70	318-U1361A-004H-5-W-70	GM-INT:GM-POL:GM-FOSSIL
1.86	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H-6-W-63	318-U1361A-004H-6-W-63	GM-INT:GM-POL:GM-FOSSIL
1.59	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-0.1	318-U1361A-004H_2A-0.1	GM-INT:GM-POL:GM-FOSSIL
1.59	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-0.15	318-U1361A-004H_2A-0.15	GM-INT:GM-POL:GM-FOSSIL
1.60	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-0.2	318-U1361A-004H_2A-0.2	GM-INT:GM-POL:GM-FOSSIL
1.60	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-0.25	318-U1361A-004H_2A-0.25	GM-INT:GM-POL:GM-FOSSIL
1.60	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-0.3	318-U1361A-004H_2A-0.3	GM-INT:GM-POL:GM-FOSSIL
1.60	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-0.35	318-U1361A-004H_2A-0.35	GM-INT:GM-POL:GM-FOSSIL
1.60	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-0.4	318-U1361A-004H_2A-0.4	GM-INT:GM-POL:GM-FOSSIL
1.61	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-0.45	318-U1361A-004H_2A-0.45	GM-INT:GM-POL:GM-FOSSIL
1.61	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-0.5	318-U1361A-004H_2A-0.5	GM-INT:GM-POL:GM-FOSSIL
1.61	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-0.55	318-U1361A-004H_2A-0.55	GM-INT:GM-POL:GM-FOSSIL
1.61	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-0.6	318-U1361A-004H_2A-0.6	GM-INT:GM-POL:GM-FOSSIL
1.61	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-0.65	318-U1361A-004H_2A-0.65	GM-INT:GM-POL:GM-FOSSIL
1.62	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-0.7	318-U1361A-004H_2A-0.7	GM-INT:GM-POL:GM-FOSSIL
1.62	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-0.75	318-U1361A-004H_2A-0.75	GM-INT:GM-POL:GM-FOSSIL
1.62	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-0.8	318-U1361A-004H_2A-0.8	GM-INT:GM-POL:GM-FOSSIL
1.62	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-0.85	318-U1361A-004H_2A-0.85	GM-INT:GM-POL:GM-FOSSIL
1.62	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-0.9	318-U1361A-004H_2A-0.9	GM-INT:GM-POL:GM-FOSSIL
1.63	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-0.95	318-U1361A-004H_2A-0.95	GM-INT:GM-POL:GM-FOSSIL
1.63	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-1	318-U1361A-004H_2A-1	GM-INT:GM-POL:GM-FOSSIL
1.63	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-1.05	318-U1361A-004H_2A-1.05	GM-INT:GM-POL:GM-FOSSIL
1.63	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-1.1	318-U1361A-004H_2A-1.1	GM-INT:GM-POL:GM-FOSSIL
1.63	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-1.15	318-U1361A-004H_2A-1.15	GM-INT:GM-POL:GM-FOSSIL
1.64	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-1.2	318-U1361A-004H_2A-1.2	GM-INT:GM-POL:GM-FOSSIL
1.64	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_2A-1.25	318-U1361A-004H_2A-1.25	GM-INT:GM-POL:GM-FOSSIL
1.65	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-0.1	318-U1361A-004H_3A-0.1	GM-INT:GM-POL:GM-FOSSIL
1.66	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-0.15	318-U1361A-004H_3A-0.15	GM-INT:GM-POL:GM-FOSSIL
1.66	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-0.2	318-U1361A-004H_3A-0.2	GM-INT:GM-POL:GM-FOSSIL
1.66	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-0.25	318-U1361A-004H_3A-0.25	GM-INT:GM-POL:GM-FOSSIL
1.66	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-0.3	318-U1361A-004H_3A-0.3	GM-INT:GM-POL:GM-FOSSIL
1.66	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-0.35	318-U1361A-004H_3A-0.35	GM-INT:GM-POL:GM-FOSSIL
1.67	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-0.4	318-U1361A-004H_3A-0.4	GM-INT:GM-POL:GM-FOSSIL
1.67	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-0.45	318-U1361A-004H_3A-0.45	GM-INT:GM-POL:GM-FOSSIL
1.67	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-0.5	318-U1361A-004H_3A-0.5	GM-INT:GM-POL:GM-FOSSIL
1.67	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-0.55	318-U1361A-004H_3A-0.55	GM-INT:GM-POL:GM-FOSSIL
1.67	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-0.6	318-U1361A-004H_3A-0.6	GM-INT:GM-POL:GM-FOSSIL
1.68	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-0.65	318-U1361A-004H_3A-0.65	GM-INT:GM-POL:GM-FOSSIL
1.68	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-0.7	318-U1361A-004H_3A-0.7	GM-INT:GM-POL:GM-FOSSIL
1.68	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-0.75	318-U1361A-004H_3A-0.75	GM-INT:GM-POL:GM-FOSSIL
1.69	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-1	318-U1361A-004H_3A-1	GM-INT:GM-POL:GM-FOSSIL
1.69	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-1.05	318-U1361A-004H_3A-1.05	GM-INT:GM-POL:GM-FOSSIL
1.69	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-1.1	318-U1361A-004H_3A-1.1	GM-INT:GM-POL:GM-FOSSIL
1.70	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-1.15	318-U1361A-004H_3A-1.15	GM-INT:GM-POL:GM-FOSSIL
1.70	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-1.2	318-U1361A-004H_3A-1.2	GM-INT:GM-POL:GM-FOSSIL
1.70	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-1.25	318-U1361A-004H_3A-1.25	GM-INT:GM-POL:GM-FOSSIL
1.70	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-1.3	318-U1361A-004H_3A-1.3	GM-INT:GM-POL:GM-FOSSIL
1.70	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-1.35	318-U1361A-004H_3A-1.35	GM-INT:GM-POL:GM-FOSSIL
1.71	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-1.4	318-U1361A-004H_3A-1.4	GM-INT:GM-POL:GM-FOSSIL
1.71	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_3A-1.45	318-U1361A-004H_3A-1.45	GM-INT:GM-POL:GM-FOSSIL
1.71	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-0.1	318-U1361A-004H_4A-0.1	GM-INT:GM-POL:GM-FOSSIL
1.72	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-0.15	318-U1361A-004H_4A-0.15	GM-INT:GM-POL:GM-FOSSIL
1.72	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-0.2	318-U1361A-004H_4A-0.2	GM-INT:GM-POL:GM-FOSSIL
1.72	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-0.25	318-U1361A-004H_4A-0.25	GM-INT:GM-POL:GM-FOSSIL
1.72	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-0.3	318-U1361A-004H_4A-0.3	GM-INT:GM-POL:GM-FOSSIL
1.72	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-0.35	318-U1361A-004H_4A-0.35	GM-INT:GM-POL:GM-FOSSIL
1.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-0.4	318-U1361A-004H_4A-0.4	GM-INT:GM-POL:GM-FOSSIL
1.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-0.45	318-U1361A-004H_4A-0.45	GM-INT:GM-POL:GM-FOSSIL
1.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-0.5	318-U1361A-004H_4A-0.5	GM-INT:GM-POL:GM-FOSSIL
1.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-0.55	318-U1361A-004H_4A-0.55	GM-INT:GM-POL:GM-FOSSIL
1.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-0.6	318-U1361A-004H_4A-0.6	GM-INT:GM-POL:GM-FOSSIL
1.74	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-0.65	318-U1361A-004H_4A-0.65	GM-INT:GM-POL:GM-FOSSIL
1.74	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-0.7	318-U1361A-004H_4A-0.7	GM-INT:GM-POL:GM-FOSSIL
1.74	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-0.75	318-U1361A-004H_4A-0.75	GM-INT:GM-POL:GM-FOSSIL
1.74	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-0.8	318-U1361A-004H_4A-0.8	GM-INT:GM-POL:GM-FOSSIL
1.74	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-0.85	318-U1361A-004H_4A-0.85	GM-INT:GM-POL:GM-FOSSIL
1.75	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-0.9	318-U1361A-004H_4A-0.9	GM-INT:GM-POL:GM-FOSSIL
1.75	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-0.95	318-U1361A-004H_4A-0.95	GM-INT:GM-POL:GM-FOSSIL
1.75	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-1	318-U1361A-004H_4A-1	GM-INT:GM-POL:GM-FOSSIL
1.75	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-1.05	318-U1361A-004H_4A-1.05	GM-INT:GM-POL:GM-FOSSIL
1.76	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-1.1	318-U1361A-004H_4A-1.1	GM-INT:GM-POL:GM-FOSSIL
1.76	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-1.15	318-U1361A-004H_4A-1.15	GM-INT:GM-POL:GM-FOSSIL
1.76	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-1.2	318-U1361A-004H_4A-1.2	GM-INT:GM-POL:GM-FOSSIL
1.76	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-1.25	318-U1361A-004H_4A-1.25	GM-INT:GM-POL:GM-FOSSIL
1.76	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-1.3	318-U1361A-004H_4A-1.3	GM-INT:GM-POL:GM-FOSSIL
1.77	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-004H_4A-1.35	318-U1361A-004H_4A-1.35	GM-INT:GM-POL:GM-FOSSIL
