Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth CSF-A (m),Depth CSF-B (m),Demag level (mT),Inclination background &amp; tray corrected (deg),Declination background &amp; tray corrected (deg),Intensity background &amp; tray corrected (A/m),Inclination raw (deg),Declination raw (deg),Intensity raw (A/m),Magnetic moment x (Am&sup2;),Magnetic moment y (Am&sup2;),Magnetic moment z (Am&sup2;),Sample orientation,Raw data,Timestamp (UTC),Instrument,Text ID,Test No.,Comments
XXX,UTEST,A,2,H,3,A,130,8.8,8.8,15,38.6,238.9,0.0068348,35.9,242.1,0.007275,-2.61E-07,-5.04E-07,6.60E-07,,,4/10/15 12:36,SRM,SHLF6601751,75393101,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,135,8.85,8.85,15,34.7,221.8,0.0050076,31.9,228,0.005396,-2.90E-07,-3.29E-07,4.41E-07,,,4/10/15 12:36,SRM,SHLF6601751,75393101,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,140,8.9,8.9,15,25.5,209.8,0.0031057,22.7,220.5,0.0034616,-2.30E-07,-2.01E-07,2.07E-07,,,4/10/15 12:36,SRM,SHLF6601751,75393101,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,145,8.95,8.95,15,11.6,172.4,0.001551,11.2,198.7,0.0016052,-1.41E-07,-4.87E-08,4.84E-08,,,4/10/15 12:36,SRM,SHLF6601751,75393101,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,150,9,9,15,-0.4,84.6,0.0021863,-0.3,81.4,0.0014581,2.07E-08,1.39E-07,-1.00E-09,,,4/10/15 12:36,SRM,SHLF6601751,75393101,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,0,7.5,7.5,20,34.3,278.4,0.0056642,34.8,278.7,0.0056168,6.58E-08,-4.41E-07,4.96E-07,Single Line,28999451,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,5,7.55,7.55,20,41.9,275.2,0.0076435,42,275.2,0.0076382,4.88E-08,-5.47E-07,7.90E-07,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,10,7.6,7.6,20,54.2,274.8,0.0068503,54.2,274.7,0.0068523,3.13E-08,-3.87E-07,8.59E-07,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,15,7.65,7.65,20,63.7,264.3,0.0063771,63.7,264.3,0.0063769,-2.66E-08,-2.72E-07,8.84E-07,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,20,7.7,7.7,20,26.6,275.8,0.01521,26.6,275.8,0.01521,1.29E-07,-1.31E-06,1.05E-06,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,25,7.75,7.75,20,19.4,278.1,0.023304,19.4,278.1,0.023301,2.94E-07,-2.11E-06,1.20E-06,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,30,7.8,7.8,20,36.2,272.9,0.014334,36.2,272.9,0.014331,5.52E-08,-1.12E-06,1.31E-06,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,35,7.85,7.85,20,44.7,273.2,0.012239,44.7,273.2,0.012236,4.59E-08,-8.40E-07,1.33E-06,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,40,7.9,7.9,20,41.1,274.3,0.014216,41.1,274.3,0.014213,7.63E-08,-1.03E-06,1.45E-06,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,45,7.95,7.95,20,43.9,272.7,0.01259,43.9,272.7,0.012587,3.99E-08,-8.76E-07,1.35E-06,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,50,8,8,20,49.5,268.1,0.0095992,49.5,268.1,0.0095953,-1.98E-08,-6.02E-07,1.13E-06,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,55,8.05,8.05,20,56.1,271,0.0074822,56.2,271.1,0.0074768,7.46E-09,-4.03E-07,9.61E-07,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,60,8.1,8.1,20,49.5,274,0.0088952,49.6,274,0.0088909,3.81E-08,-5.56E-07,1.05E-06,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,65,8.15,8.15,20,42.8,270.8,0.012282,42.8,270.8,0.012277,1.19E-08,-8.72E-07,1.29E-06,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,70,8.2,8.2,20,38.5,269.4,0.016786,38.5,269.4,0.01678,-1.34E-08,-1.27E-06,1.62E-06,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,75,8.25,8.25,20,41.6,268.4,0.01718,41.6,268.5,0.017175,-3.28E-08,-1.24E-06,1.76E-06,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,80,8.3,8.3,20,45,267.6,0.016255,45.1,267.6,0.016249,-4.62E-08,-1.11E-06,1.78E-06,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,85,8.35,8.35,20,48,272,0.013715,48,272,0.01371,3.00E-08,-8.87E-07,1.58E-06,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,90,8.4,8.4,20,49.7,278,0.012019,49.7,278,0.012011,1.03E-07,-7.44E-07,1.42E-06,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,95,8.45,8.45,20,52.7,275.5,0.0097299,52.7,275.5,0.0097254,5.38E-08,-5.68E-07,1.20E-06,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,100,8.5,8.5,20,59.2,275.4,0.0073961,59.3,275.4,0.0073941,3.36E-08,-3.64E-07,9.83E-07,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,105,8.55,8.55,20,47.5,280,0.010007,47.5,280,0.010002,1.11E-07,-6.43E-07,1.14E-06,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,110,8.6,8.6,20,42.2,276.1,0.012569,42.2,276.1,0.012562,9.38E-08,-8.95E-07,1.31E-06,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,115,8.65,8.65,20,38.7,269.1,0.012188,38.8,269,0.012184,-1.52E-08,-9.19E-07,1.18E-06,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,120,8.7,8.7,20,38.1,264.4,0.0093397,38.2,264.3,0.0093319,-6.87E-08,-7.06E-07,8.93E-07,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,125,8.75,8.75,20,36.3,258,0.0076088,36.4,258,0.0076001,-1.21E-07,-5.79E-07,6.98E-07,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,130,8.8,8.8,20,33.4,247.1,0.0064484,33.4,247,0.0064408,-1.99E-07,-4.79E-07,5.49E-07,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,135,8.85,8.85,20,30.7,234,0.0048293,30.8,234,0.0048203,-2.31E-07,-3.24E-07,3.81E-07,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,140,8.9,8.9,20,23.1,230.4,0.0033194,23.2,230.3,0.0033046,-1.84E-07,-2.26E-07,2.01E-07,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,145,8.95,8.95,20,12.7,222.2,0.0019128,12.9,222.1,0.0018898,-1.29E-07,-1.19E-07,6.52E-08,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,3,A,150,9,9,20,6.8,69.2,0.00040093,7.6,68.2,0.00042086,1.47E-08,3.75E-08,8.63E-09,,,4/10/15 12:36,SRM,SHLF6601751,75393111,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,0,9,9,0,78.2,304.1,0.0086049,78.5,305.7,0.0086053,9.48E-08,-1.35E-07,1.30E-06,Single Line,29001031,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,5,9.05,9.05,0,78.9,291.4,0.01772,78.9,291.5,0.017722,1.18E-07,-3.07E-07,2.69E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,10,9.1,9.1,0,75.8,300.9,0.026116,75.8,300.9,0.026117,3.13E-07,-5.33E-07,3.92E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,15,9.15,9.15,0,74.8,285.9,0.029196,74.8,286,0.029196,2.00E-07,-7.14E-07,4.36E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,20,9.2,9.2,0,83.1,278.9,0.021047,83.1,278.9,0.021048,3.74E-08,-2.43E-07,3.23E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,25,9.25,9.25,0,87.8,321.8,0.021462,87.8,322.1,0.021463,6.21E-08,-4.94E-08,3.32E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,30,9.3,9.3,0,77.3,288.7,0.034165,77.3,288.7,0.034164,2.28E-07,-6.86E-07,5.16E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,35,9.35,9.35,0,75,279.1,0.055142,75.1,279.1,0.055142,2.14E-07,-1.36E-06,8.24E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,40,9.4,9.4,0,76.5,269.2,0.06872,76.5,269.2,0.068719,-2.08E-08,-1.55E-06,1.03E-05,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,45,9.45,9.45,0,78.7,264.7,0.074893,78.7,264.7,0.074892,-1.29E-07,-1.41E-06,1.14E-05,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,50,9.5,9.5,0,80.3,277.4,0.067879,80.3,277.4,0.067878,1.41E-07,-1.10E-06,1.04E-05,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,55,9.55,9.55,0,81.4,293.9,0.068785,81.4,294,0.068783,3.95E-07,-9.10E-07,1.05E-05,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,60,9.6,9.6,0,75.9,260.6,0.072668,75.9,260.6,0.072666,-2.74E-07,-1.69E-06,1.09E-05,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,65,9.65,9.65,0,78.3,264.7,0.070514,78.3,264.7,0.070512,-1.24E-07,-1.38E-06,1.07E-05,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,70,9.7,9.7,0,77.2,267.2,0.075207,77.2,267.2,0.075205,-7.66E-08,-1.61E-06,1.13E-05,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,75,9.75,9.75,0,78.4,274.4,0.080497,78.4,274.4,0.080496,1.17E-07,-1.56E-06,1.22E-05,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,80,9.8,9.8,0,74.2,275.9,0.10094,74.2,275.9,0.10094,2.69E-07,-2.65E-06,1.50E-05,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,85,9.85,9.85,0,72.2,275.7,0.10886,72.2,275.8,0.10886,3.16E-07,-3.21E-06,1.60E-05,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,90,9.9,9.9,0,74.8,282.2,0.10406,74.8,282.2,0.10406,5.46E-07,-2.58E-06,1.55E-05,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,95,9.95,9.95,0,71.6,274.1,0.10739,71.6,274.2,0.10739,2.33E-07,-3.27E-06,1.58E-05,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,100,10,10,0,59.9,261.4,0.11902,59.9,261.4,0.11901,-8.43E-07,-5.71E-06,1.59E-05,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,105,10.05,10.05,0,58.3,255,0.10311,58.3,255.1,0.1031,-1.32E-06,-5.06E-06,1.36E-05,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,110,10.1,10.1,0,63.8,255.9,0.093235,63.8,255.9,0.09323,-9.47E-07,-3.86E-06,1.29E-05,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,115,10.15,10.15,0,66.8,258.8,0.088059,66.8,258.8,0.088059,-6.39E-07,-3.29E-06,1.25E-05,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,120,10.2,10.2,0,70.7,260.1,0.071129,70.7,260.1,0.071126,-3.82E-07,-2.24E-06,1.04E-05,,,4/10/15 14:02,SRM,SHLF6601781,75401711,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,0,9,9,5,75,282.8,0.0048337,75.7,284.1,0.004828,2.74E-08,-1.12E-07,7.24E-07,Single Line,29001021,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,5,9.05,9.05,5,69.4,277.9,0.0105,69.5,277.9,0.0105,4.81E-08,-3.53E-07,1.52E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,10,9.1,9.1,5,65.5,291.7,0.015407,65.5,291.7,0.015409,2.23E-07,-5.73E-07,2.17E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,15,9.15,9.15,5,63.2,285.3,0.017431,63.2,285.3,0.017431,1.97E-07,-7.34E-07,2.41E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,20,9.2,9.2,5,73.6,280.4,0.011891,73.6,280.4,0.011892,5.73E-08,-3.19E-07,1.77E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,25,9.25,9.25,5,83.4,283.8,0.011581,83.4,283.9,0.011582,3.02E-08,-1.25E-07,1.78E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,30,9.3,9.3,5,68.1,279.9,0.019344,68.1,279.9,0.019343,1.18E-07,-6.87E-07,2.78E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,35,9.35,9.35,5,62.3,274.1,0.032315,62.3,274.1,0.032314,1.01E-07,-1.45E-06,4.43E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,40,9.4,9.4,5,64.7,268.6,0.039716,64.7,268.6,0.039715,-3.90E-08,-1.64E-06,5.56E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,45,9.45,9.45,5,69,266.3,0.041935,69,266.3,0.041934,-9.24E-08,-1.45E-06,6.05E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,50,9.5,9.5,5,73.2,275.6,0.036845,73.2,275.6,0.036844,9.91E-08,-1.03E-06,5.46E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,55,9.55,9.55,5,74.4,282.8,0.038143,74.4,282.8,0.03814,2.15E-07,-9.65E-07,5.68E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,60,9.6,9.6,5,65.1,261.1,0.042786,65.1,261.1,0.042784,-2.64E-07,-1.72E-06,6.00E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,65,9.65,9.65,5,69.5,263.9,0.040996,69.6,263.9,0.040993,-1.44E-07,-1.38E-06,5.94E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,70,9.7,9.7,5,68.3,266.9,0.044769,68.3,266.9,0.044766,-8.37E-08,-1.60E-06,6.43E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,75,9.75,9.75,5,69.6,271.8,0.0488,69.6,271.9,0.048798,5.19E-08,-1.64E-06,7.08E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,80,9.8,9.8,5,63,272.9,0.063571,63,272.9,0.063568,1.40E-07,-2.79E-06,8.76E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,85,9.85,9.85,5,62,273.3,0.069103,62,273.3,0.0691,1.79E-07,-3.13E-06,9.44E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,90,9.9,9.9,5,67.6,275.4,0.064487,67.6,275.4,0.064483,2.18E-07,-2.37E-06,9.22E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,95,9.95,9.95,5,70.1,269.6,0.064539,70.1,269.6,0.064537,-1.37E-08,-2.13E-06,9.39E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,100,10,10,5,66.4,259.6,0.068491,66.4,259.6,0.06849,-4.66E-07,-2.61E-06,9.71E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,105,10.05,10.05,5,67.6,253,0.060649,67.6,253,0.060647,-6.39E-07,-2.14E-06,8.67E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,110,10.1,10.1,5,69.1,256.3,0.059257,69.1,256.3,0.059256,-4.74E-07,-1.99E-06,8.56E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,115,10.15,10.15,5,69.1,259.5,0.055461,69.1,259.5,0.055465,-3.42E-07,-1.89E-06,8.01E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,120,10.2,10.2,5,70.6,261.8,0.043087,70.7,261.8,0.043087,-1.93E-07,-1.37E-06,6.29E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401721,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,0,9,9,10,59.2,267.2,0.0021648,60.9,267.6,0.0021403,-4.16E-09,-1.01E-07,2.89E-07,Single Line,29001041,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,5,9.05,9.05,10,47.8,272.2,0.0049718,47.9,272.1,0.0049678,1.16E-08,-3.22E-07,5.71E-07,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,10,9.1,9.1,10,39.7,286.3,0.0075097,39.7,286.3,0.0075119,1.53E-07,-5.37E-07,7.43E-07,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,15,9.15,9.15,10,37.5,285.8,0.0083857,37.5,285.8,0.0083855,1.72E-07,-6.19E-07,7.89E-07,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,20,9.2,9.2,10,48,281.5,0.0051136,48,281.5,0.0051141,6.43E-08,-3.24E-07,5.88E-07,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,25,9.25,9.25,10,66.1,277.9,0.003909,66.1,278,0.0039092,2.08E-08,-1.52E-07,5.53E-07,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,30,9.3,9.3,10,41.5,275.7,0.0085954,41.6,275.7,0.0085934,5.99E-08,-6.19E-07,8.82E-07,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,35,9.35,9.35,10,33.6,271.6,0.016316,33.6,271.6,0.016313,3.51E-08,-1.31E-06,1.40E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,40,9.4,9.4,10,37.2,268.1,0.018645,37.2,268.1,0.018642,-4.70E-08,-1.44E-06,1.75E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,45,9.45,9.45,10,44.1,267.4,0.017139,44.1,267.4,0.017136,-5.18E-08,-1.19E-06,1.84E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,50,9.5,9.5,10,51.8,273.5,0.013337,51.9,273.5,0.013334,4.81E-08,-7.95E-07,1.62E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,55,9.55,9.55,10,51.9,277.1,0.015066,51.9,277.1,0.015061,1.09E-07,-8.92E-07,1.83E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,60,9.6,9.6,10,40.4,262.4,0.020819,40.4,262.4,0.020814,-1.99E-07,-1.52E-06,2.09E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,65,9.65,9.65,10,47.8,263.1,0.018615,47.8,263.1,0.018611,-1.42E-07,-1.20E-06,2.13E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,70,9.7,9.7,10,47.7,267.7,0.022076,47.7,267.7,0.022072,-5.69E-08,-1.44E-06,2.52E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,75,9.75,9.75,10,48.8,270.6,0.024023,48.8,270.6,0.02402,1.59E-08,-1.53E-06,2.79E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,80,9.8,9.8,10,41.6,271.6,0.033813,41.6,271.6,0.033807,6.76E-08,-2.45E-06,3.47E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,85,9.85,9.85,10,43.4,272.7,0.03678,43.4,272.7,0.036774,1.20E-07,-2.58E-06,3.91E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,90,9.9,9.9,10,51.7,273,0.031788,51.7,273,0.031781,9.85E-08,-1.90E-06,3.86E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,95,9.95,9.95,10,53.1,266.6,0.029942,53.1,266.6,0.029938,-9.93E-08,-1.73E-06,3.71E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,100,10,10,10,51,261.5,0.030709,51,261.5,0.030706,-2.71E-07,-1.85E-06,3.69E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,105,10.05,10.05,10,52.9,255.8,0.027112,52.9,255.8,0.027107,-3.81E-07,-1.53E-06,3.34E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,110,10.1,10.1,10,51.9,256.2,0.027747,51.9,256.1,0.027742,-3.88E-07,-1.61E-06,3.38E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,115,10.15,10.15,10,51.1,259.6,0.02503,51.1,259.6,0.02503,-2.70E-07,-1.50E-06,3.01E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,120,10.2,10.2,10,52.8,263.8,0.017762,52.8,263.8,0.017757,-1.10E-07,-1.03E-06,2.19E-06,,,4/10/15 14:02,SRM,SHLF6601781,75401731,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,0,9,9,15,49.6,265.8,0.0016735,51.7,266.1,0.0016389,-6.52E-09,-9.81E-08,1.99E-07,Single Line,29001051,4/10/15 14:02,SRM,SHLF6601781,75401741,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,5,9.05,9.05,15,39.1,271.4,0.0037463,39.2,271.3,0.003741,6.27E-09,-2.80E-07,3.66E-07,,,4/10/15 14:02,SRM,SHLF6601781,75401741,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,10,9.1,9.1,15,30.5,285.8,0.0056354,30.5,285.8,0.0056378,1.25E-07,-4.52E-07,4.42E-07,,,4/10/15 14:02,SRM,SHLF6601781,75401741,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,15,9.15,9.15,15,28.2,285.7,0.006263,28.2,285.7,0.0062628,1.41E-07,-5.14E-07,4.57E-07,,,4/10/15 14:02,SRM,SHLF6601781,75401741,Auto-Log Split Section
XXX,UTEST,A,2,H,4,A,20,9.2,9.2,15,35.9,282.1,0.0038854,35.9,282.1,0.0038859,6.22E-08,-2.98E-07,3.53E-07,,,4/10/15 14:02,SRM,SHLF6601781,75401741,Auto-Log Split Section
