tab 	specimens
analysts	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_s_unit	aniso_tilt_correction	aniso_type	citations	experiments	instrument_codes	location	method_codes	result_quality	sample	site	specimen	volume
							This study			U1356A			318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	7.000e-06
	0.3386:0.3377:0.3237:0.0003:0.0007:-0.0016	15	0.0001	SI	-1	AMS	This study	318-U1356A-30R-2-W-42:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	
	0.3386000097:0.3377000093:0.3237000108:0.0003000000:0.0007000000:-0.0016000000	15	0.0001	SI	0	AMS	This study	318-U1356A-30R-2-W-42:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	
	0.3381:0.3374:0.3245:0.0000:0.0006:-0.0015	15	0.0001	SI	-1	AMS	This study	318-U1356A-30R-2-W-42:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	
	0.3380999863:0.3373999894:0.3244999945:0.0000000000:0.0006000000:-0.0015000000	15	0.0001	SI	0	AMS	This study	318-U1356A-30R-2-W-42:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	
	0.3385:0.3376:0.3239:0.0003:0.0008:-0.0016	15	0.0001	SI	-1	AMS	This study	318-U1356A-30R-2-W-42:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	
	0.3384999931:0.3375999928:0.3239000142:0.0003000000:0.0008000000:-0.0016000000	15	0.0001	SI	0	AMS	This study	318-U1356A-30R-2-W-42:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	
	0.3388:0.3378:0.3234:0.0003:0.0008:-0.0016	15	0.0001	SI	-1	AMS	This study	318-U1356A-30R-2-W-42:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	
	0.3388000131:0.3377999961:0.3233999908:0.0003000000:0.0008000000:-0.0016000000	15	0.0001	SI	0	AMS	This study	318-U1356A-30R-2-W-42:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	
	0.3386:0.3377:0.3236:0.0003:0.0008:-0.0016	15	0.0001	SI	-1	AMS	This study	318-U1356A-30R-2-W-42:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	
	0.3386000097:0.3377000093:0.3235999942:0.0003000000:0.0008000000:-0.0016000000	15	0.0001	SI	0	AMS	This study	318-U1356A-30R-2-W-42:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	318-U1356A-30R-2-W-42	
							This study			U1356A			318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	7.000e-06
	0.3379:0.3381:0.3240:0.0001:-0.0022:0.0000	15	0.0001	SI	-1	AMS	This study	318-U1356A-30R-3-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	
	0.3379000127:0.3380999863:0.3240000010:0.0001000000:-0.0022000000:-0.0000000000	15	0.0001	SI	0	AMS	This study	318-U1356A-30R-3-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	
	0.3382:0.3381:0.3237:0.0002:-0.0024:-0.0001	15	0.0002	SI	-1	AMS	This study	318-U1356A-30R-3-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	
	0.3382000029:0.3380999863:0.3237000108:0.0002000000:-0.0024000001:-0.0001000000	15	0.0002	SI	0	AMS	This study	318-U1356A-30R-3-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	
	0.3380:0.3380:0.3239:0.0001:-0.0024:0.0000	15	0.0001	SI	-1	AMS	This study	318-U1356A-30R-3-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	
	0.3379999995:0.3379999995:0.3239000142:0.0001000000:-0.0024000001:-0.0000000000	15	0.0001	SI	0	AMS	This study	318-U1356A-30R-3-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	
	0.3380:0.3381:0.3239:0.0001:-0.0024:0.0000	15	0.0001	SI	-1	AMS	This study	318-U1356A-30R-3-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	
	0.3379999995:0.3380999863:0.3239000142:0.0001000000:-0.0024000001:-0.0000000000	15	0.0001	SI	0	AMS	This study	318-U1356A-30R-3-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	
	0.3380:0.3380:0.3240:0.0001:-0.0021:0.0001	15	0.0000	SI	-1	AMS	This study	318-U1356A-30R-3-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	
	0.3379999995:0.3379999995:0.3240000010:0.0001000000:-0.0020999999:0.0001000000	15	0.0000	SI	0	AMS	This study	318-U1356A-30R-3-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	318-U1356A-30R-3-W-40	
							This study			U1356A			318-U1356A-30R-4-W-40	318-U1356A-30R-4-W-40	318-U1356A-30R-4-W-40	7.000e-06
	0.3397:0.3408:0.3194:0.0008:-0.0008:0.0014	15	0.0001	SI	-1	AMS	This study	318-U1356A-30R-4-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-4-W-40	318-U1356A-30R-4-W-40	318-U1356A-30R-4-W-40	
	0.3397000134:0.3407999873:0.3194000125:0.0008000000:-0.0008000000:0.0014000000	15	0.0001	SI	0	AMS	This study	318-U1356A-30R-4-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-4-W-40	318-U1356A-30R-4-W-40	318-U1356A-30R-4-W-40	
	0.3398:0.3408:0.3194:0.0010:-0.0008:0.0016	15	0.0000	SI	-1	AMS	This study	318-U1356A-30R-4-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-4-W-40	318-U1356A-30R-4-W-40	318-U1356A-30R-4-W-40	
	0.3398000002:0.3407999873:0.3194000125:0.0010000000:-0.0008000000:0.0016000000	15	0.0000	SI	0	AMS	This study	318-U1356A-30R-4-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-4-W-40	318-U1356A-30R-4-W-40	318-U1356A-30R-4-W-40	
	0.3398:0.3408:0.3194:0.0009:-0.0009:0.0014	15	0.0001	SI	-1	AMS	This study	318-U1356A-30R-4-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-4-W-40	318-U1356A-30R-4-W-40	318-U1356A-30R-4-W-40	
	0.3398000002:0.3407999873:0.3194000125:0.0009000000:-0.0009000000:0.0014000000	15	0.0001	SI	0	AMS	This study	318-U1356A-30R-4-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-4-W-40	318-U1356A-30R-4-W-40	318-U1356A-30R-4-W-40	
							This study			U1356A			318-U1356A-30R-5-W-17	318-U1356A-30R-5-W-17	318-U1356A-30R-5-W-17	7.000e-06
	0.3404:0.3410:0.3186:0.0005:-0.0000:-0.0010	15	0.0000	SI	-1	AMS	This study	318-U1356A-30R-5-W-17:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-5-W-17	318-U1356A-30R-5-W-17	318-U1356A-30R-5-W-17	
	0.3404000103:0.3409999907:0.3185999990:0.0005000000:0.0000000000:-0.0010000000	15	0.0000	SI	0	AMS	This study	318-U1356A-30R-5-W-17:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-5-W-17	318-U1356A-30R-5-W-17	318-U1356A-30R-5-W-17	
	0.3404:0.3410:0.3187:0.0005:0.0004:-0.0010	15	0.0000	SI	-1	AMS	This study	318-U1356A-30R-5-W-17:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-5-W-17	318-U1356A-30R-5-W-17	318-U1356A-30R-5-W-17	
	0.3404000103:0.3409999907:0.3186999857:0.0005000000:0.0004000000:-0.0010000000	15	0.0000	SI	0	AMS	This study	318-U1356A-30R-5-W-17:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-5-W-17	318-U1356A-30R-5-W-17	318-U1356A-30R-5-W-17	
	0.3404:0.3410:0.3187:0.0005:-0.0000:-0.0009	15	0.0000	SI	-1	AMS	This study	318-U1356A-30R-5-W-17:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-5-W-17	318-U1356A-30R-5-W-17	318-U1356A-30R-5-W-17	
	0.3404000103:0.3409999907:0.3186999857:0.0005000000:0.0000000000:-0.0009000000	15	0.0000	SI	0	AMS	This study	318-U1356A-30R-5-W-17:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-5-W-17	318-U1356A-30R-5-W-17	318-U1356A-30R-5-W-17	
	0.3404:0.3410:0.3187:0.0005:0.0006:-0.0008	15	0.0000	SI	-1	AMS	This study	318-U1356A-30R-5-W-17:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-5-W-17	318-U1356A-30R-5-W-17	318-U1356A-30R-5-W-17	
	0.3404000103:0.3409999907:0.3186999857:0.0005000000:0.0006000000:-0.0008000000	15	0.0000	SI	0	AMS	This study	318-U1356A-30R-5-W-17:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-5-W-17	318-U1356A-30R-5-W-17	318-U1356A-30R-5-W-17	
							This study			U1356A			318-U1356A-30R-6-W-4	318-U1356A-30R-6-W-4	318-U1356A-30R-6-W-4	7.000e-06
	0.3387:0.3407:0.3206:0.0006:0.0006:-0.0011	15	0.0000	SI	-1	AMS	This study	318-U1356A-30R-6-W-4:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-6-W-4	318-U1356A-30R-6-W-4	318-U1356A-30R-6-W-4	
	0.3386999965:0.3407000005:0.3206000030:0.0006000000:0.0006000000:-0.0011000000	15	0.0000	SI	0	AMS	This study	318-U1356A-30R-6-W-4:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-6-W-4	318-U1356A-30R-6-W-4	318-U1356A-30R-6-W-4	
	0.3388:0.3407:0.3206:0.0006:0.0005:-0.0012	15	0.0000	SI	-1	AMS	This study	318-U1356A-30R-6-W-4:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-6-W-4	318-U1356A-30R-6-W-4	318-U1356A-30R-6-W-4	
	0.3388000131:0.3407000005:0.3206000030:0.0006000000:0.0005000000:-0.0012000001	15	0.0000	SI	0	AMS	This study	318-U1356A-30R-6-W-4:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-6-W-4	318-U1356A-30R-6-W-4	318-U1356A-30R-6-W-4	
	0.3388:0.3408:0.3204:0.0006:0.0006:-0.0013	15	0.0000	SI	-1	AMS	This study	318-U1356A-30R-6-W-4:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-6-W-4	318-U1356A-30R-6-W-4	318-U1356A-30R-6-W-4	
	0.3388000131:0.3407999873:0.3203999996:0.0006000000:0.0006000000:-0.0013000000	15	0.0000	SI	0	AMS	This study	318-U1356A-30R-6-W-4:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-6-W-4	318-U1356A-30R-6-W-4	318-U1356A-30R-6-W-4	
							This study			U1356A			318-U1356A-34R-1-W-68	318-U1356A-34R-1-W-68	318-U1356A-34R-1-W-68	7.000e-06
	0.3545:0.3549:0.2906:-0.0002:0.0020:-0.0001	15	0.0001	SI	-1	AMS	This study	318-U1356A-34R-1-W-68:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-1-W-68	318-U1356A-34R-1-W-68	318-U1356A-34R-1-W-68	
	0.3544999957:0.3549000025:0.2906000018:-0.0002000000:0.0020000001:-0.0001000000	15	0.0001	SI	0	AMS	This study	318-U1356A-34R-1-W-68:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-1-W-68	318-U1356A-34R-1-W-68	318-U1356A-34R-1-W-68	
	0.3542:0.3548:0.2910:-0.0001:0.0022:0.0004	15	0.0001	SI	-1	AMS	This study	318-U1356A-34R-1-W-68:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-1-W-68	318-U1356A-34R-1-W-68	318-U1356A-34R-1-W-68	
	0.3542000055:0.3547999859:0.2910000086:-0.0001000000:0.0022000000:0.0004000000	15	0.0001	SI	0	AMS	This study	318-U1356A-34R-1-W-68:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-1-W-68	318-U1356A-34R-1-W-68	318-U1356A-34R-1-W-68	
	0.3543:0.3548:0.2909:-0.0001:0.0017:-0.0008	15	0.0001	SI	-1	AMS	This study	318-U1356A-34R-1-W-68:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-1-W-68	318-U1356A-34R-1-W-68	318-U1356A-34R-1-W-68	
	0.3542999923:0.3547999859:0.2908999920:-0.0001000000:0.0017000000:-0.0008000000	15	0.0001	SI	0	AMS	This study	318-U1356A-34R-1-W-68:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-1-W-68	318-U1356A-34R-1-W-68	318-U1356A-34R-1-W-68	
	0.3543:0.3549:0.2907:-0.0002:0.0022:0.0022	15	0.0001	SI	-1	AMS	This study	318-U1356A-34R-1-W-68:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-1-W-68	318-U1356A-34R-1-W-68	318-U1356A-34R-1-W-68	
	0.3542999923:0.3549000025:0.2906999886:-0.0002000000:0.0022000000:0.0022000000	15	0.0001	SI	0	AMS	This study	318-U1356A-34R-1-W-68:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-1-W-68	318-U1356A-34R-1-W-68	318-U1356A-34R-1-W-68	
							This study			U1356A			318-U1356A-34R-2-W-90	318-U1356A-34R-2-W-90	318-U1356A-34R-2-W-90	7.000e-06
	0.3409:0.3420:0.3171:0.0001:0.0013:0.0017	15	0.0001	SI	-1	AMS	This study	318-U1356A-34R-2-W-90:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-2-W-90	318-U1356A-34R-2-W-90	318-U1356A-34R-2-W-90	
	0.3409000039:0.3420000076:0.3170999885:0.0001000000:0.0013000000:0.0017000000	15	0.0001	SI	0	AMS	This study	318-U1356A-34R-2-W-90:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-2-W-90	318-U1356A-34R-2-W-90	318-U1356A-34R-2-W-90	
	0.3409:0.3422:0.3169:-0.0001:0.0014:0.0020	15	0.0002	SI	-1	AMS	This study	318-U1356A-34R-2-W-90:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-2-W-90	318-U1356A-34R-2-W-90	318-U1356A-34R-2-W-90	
	0.3409000039:0.3422000110:0.3169000149:-0.0001000000:0.0014000000:0.0020000001	15	0.0002	SI	0	AMS	This study	318-U1356A-34R-2-W-90:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-2-W-90	318-U1356A-34R-2-W-90	318-U1356A-34R-2-W-90	
	0.3407:0.3421:0.3172:-0.0001:0.0014:0.0020	15	0.0002	SI	-1	AMS	This study	318-U1356A-34R-2-W-90:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-2-W-90	318-U1356A-34R-2-W-90	318-U1356A-34R-2-W-90	
	0.3407000005:0.3420999944:0.3172000051:-0.0001000000:0.0014000000:0.0020000001	15	0.0002	SI	0	AMS	This study	318-U1356A-34R-2-W-90:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-2-W-90	318-U1356A-34R-2-W-90	318-U1356A-34R-2-W-90	
							This study			U1356A			318-U1356A-34R-3-W-95	318-U1356A-34R-3-W-95	318-U1356A-34R-3-W-95	7.000e-06
	0.3469:0.3482:0.3050:-0.0002:-0.0034:0.0002	15	0.0001	SI	-1	AMS	This study	318-U1356A-34R-3-W-95:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-3-W-95	318-U1356A-34R-3-W-95	318-U1356A-34R-3-W-95	
	0.3468999863:0.3481999934:0.3050000072:-0.0002000000:-0.0034000000:0.0002000000	15	0.0001	SI	0	AMS	This study	318-U1356A-34R-3-W-95:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-3-W-95	318-U1356A-34R-3-W-95	318-U1356A-34R-3-W-95	
	0.3468:0.3481:0.3051:-0.0001:-0.0037:0.0002	15	0.0001	SI	-1	AMS	This study	318-U1356A-34R-3-W-95:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-3-W-95	318-U1356A-34R-3-W-95	318-U1356A-34R-3-W-95	
	0.3467999995:0.3481000066:0.3050999939:-0.0001000000:-0.0037000000:0.0002000000	15	0.0001	SI	0	AMS	This study	318-U1356A-34R-3-W-95:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-3-W-95	318-U1356A-34R-3-W-95	318-U1356A-34R-3-W-95	
	0.3469:0.3481:0.3050:-0.0002:-0.0036:0.0002	15	0.0001	SI	-1	AMS	This study	318-U1356A-34R-3-W-95:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-3-W-95	318-U1356A-34R-3-W-95	318-U1356A-34R-3-W-95	
	0.3468999863:0.3481000066:0.3050000072:-0.0002000000:-0.0035999999:0.0002000000	15	0.0001	SI	0	AMS	This study	318-U1356A-34R-3-W-95:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-3-W-95	318-U1356A-34R-3-W-95	318-U1356A-34R-3-W-95	
							This study			U1356A			318-U1356A-34R-4-W-72	318-U1356A-34R-4-W-72	318-U1356A-34R-4-W-72	7.000e-06
	0.3421:0.3433:0.3146:0.0001:0.0005:-0.0033	15	0.0001	SI	-1	AMS	This study	318-U1356A-34R-4-W-72:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-4-W-72	318-U1356A-34R-4-W-72	318-U1356A-34R-4-W-72	
	0.3420999944:0.3433000147:0.3145999908:0.0001000000:0.0005000000:-0.0033000000	15	0.0001	SI	0	AMS	This study	318-U1356A-34R-4-W-72:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-4-W-72	318-U1356A-34R-4-W-72	318-U1356A-34R-4-W-72	
	0.3423:0.3434:0.3143:0.0001:0.0004:-0.0039	15	0.0001	SI	-1	AMS	This study	318-U1356A-34R-4-W-72:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-4-W-72	318-U1356A-34R-4-W-72	318-U1356A-34R-4-W-72	
	0.3422999978:0.3434000015:0.3143000007:0.0001000000:0.0004000000:-0.0038999999	15	0.0001	SI	0	AMS	This study	318-U1356A-34R-4-W-72:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-4-W-72	318-U1356A-34R-4-W-72	318-U1356A-34R-4-W-72	
	0.3422:0.3432:0.3146:-0.0000:0.0004:-0.0035	15	0.0002	SI	-1	AMS	This study	318-U1356A-34R-4-W-72:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-4-W-72	318-U1356A-34R-4-W-72	318-U1356A-34R-4-W-72	
	0.3422000110:0.3431999981:0.3145999908:0.0000000000:0.0004000000:-0.0035000001	15	0.0002	SI	0	AMS	This study	318-U1356A-34R-4-W-72:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-34R-4-W-72	318-U1356A-34R-4-W-72	318-U1356A-34R-4-W-72	
							This study			U1356A			318-U1356A-35R-4-W-46	318-U1356A-35R-4-W-46	318-U1356A-35R-4-W-46	7.000e-06
	0.3375:0.3365:0.3260:0.0001:0.0012:0.0008	15	0.0000	SI	-1	AMS	This study	318-U1356A-35R-4-W-46:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-4-W-46	318-U1356A-35R-4-W-46	318-U1356A-35R-4-W-46	
	0.3375000060:0.3364999890:0.3260000050:0.0001000000:0.0012000001:0.0008000000	15	0.0000	SI	0	AMS	This study	318-U1356A-35R-4-W-46:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-4-W-46	318-U1356A-35R-4-W-46	318-U1356A-35R-4-W-46	
	0.3376:0.3365:0.3259:0.0001:0.0011:0.0008	15	0.0000	SI	-1	AMS	This study	318-U1356A-35R-4-W-46:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-4-W-46	318-U1356A-35R-4-W-46	318-U1356A-35R-4-W-46	
	0.3375999928:0.3364999890:0.3258999884:0.0001000000:0.0011000000:0.0008000000	15	0.0000	SI	0	AMS	This study	318-U1356A-35R-4-W-46:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-4-W-46	318-U1356A-35R-4-W-46	318-U1356A-35R-4-W-46	
	0.3375:0.3365:0.3260:0.0001:0.0011:0.0009	15	0.0001	SI	-1	AMS	This study	318-U1356A-35R-4-W-46:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-4-W-46	318-U1356A-35R-4-W-46	318-U1356A-35R-4-W-46	
	0.3375000060:0.3364999890:0.3260000050:0.0001000000:0.0011000000:0.0009000000	15	0.0001	SI	0	AMS	This study	318-U1356A-35R-4-W-46:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-4-W-46	318-U1356A-35R-4-W-46	318-U1356A-35R-4-W-46	
							This study			U1356A			318-U1356A-35R-3-W-85	318-U1356A-35R-3-W-85	318-U1356A-35R-3-W-85	7.000e-06
	0.3365:0.3365:0.3270:0.0004:0.0010:-0.0000	15	0.0001	SI	-1	AMS	This study	318-U1356A-35R-3-W-85:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-3-W-85	318-U1356A-35R-3-W-85	318-U1356A-35R-3-W-85	
	0.3364999890:0.3364999890:0.3269999921:0.0004000000:0.0010000000:0.0000000000	15	0.0001	SI	0	AMS	This study	318-U1356A-35R-3-W-85:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-3-W-85	318-U1356A-35R-3-W-85	318-U1356A-35R-3-W-85	
	0.3365:0.3366:0.3269:0.0003:0.0011:-0.0001	15	0.0002	SI	-1	AMS	This study	318-U1356A-35R-3-W-85:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-3-W-85	318-U1356A-35R-3-W-85	318-U1356A-35R-3-W-85	
	0.3364999890:0.3366000056:0.3269000053:0.0003000000:0.0011000000:-0.0001000000	15	0.0002	SI	0	AMS	This study	318-U1356A-35R-3-W-85:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-3-W-85	318-U1356A-35R-3-W-85	318-U1356A-35R-3-W-85	
	0.3362:0.3367:0.3271:0.0001:0.0010:-0.0003	15	0.0002	SI	-1	AMS	This study	318-U1356A-35R-3-W-85:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-3-W-85	318-U1356A-35R-3-W-85	318-U1356A-35R-3-W-85	
	0.3361999989:0.3366999924:0.3271000087:0.0001000000:0.0010000000:-0.0003000000	15	0.0002	SI	0	AMS	This study	318-U1356A-35R-3-W-85:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-3-W-85	318-U1356A-35R-3-W-85	318-U1356A-35R-3-W-85	
							This study			U1356A			318-U1356A-35R-2-W-60	318-U1356A-35R-2-W-60	318-U1356A-35R-2-W-60	7.000e-06
	0.3445:0.3464:0.3091:0.0000:0.0014:-0.0023	15	0.0003	SI	-1	AMS	This study	318-U1356A-35R-2-W-60:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-2-W-60	318-U1356A-35R-2-W-60	318-U1356A-35R-2-W-60	
	0.3445000052:0.3463999927:0.3091000021:0.0000000000:0.0014000000:-0.0023000001	15	0.0003	SI	0	AMS	This study	318-U1356A-35R-2-W-60:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-2-W-60	318-U1356A-35R-2-W-60	318-U1356A-35R-2-W-60	
	0.3451:0.3458:0.3091:0.0004:0.0022:-0.0031	15	0.0004	SI	-1	AMS	This study	318-U1356A-35R-2-W-60:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-2-W-60	318-U1356A-35R-2-W-60	318-U1356A-35R-2-W-60	
	0.3450999856:0.3458000124:0.3091000021:0.0004000000:0.0022000000:-0.0031000001	15	0.0004	SI	0	AMS	This study	318-U1356A-35R-2-W-60:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-2-W-60	318-U1356A-35R-2-W-60	318-U1356A-35R-2-W-60	
	0.3444:0.3460:0.3096:-0.0000:0.0018:-0.0027	15	0.0003	SI	-1	AMS	This study	318-U1356A-35R-2-W-60:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-2-W-60	318-U1356A-35R-2-W-60	318-U1356A-35R-2-W-60	
